Item,2017,2018,2019,2020,2021
Sales/Revenue,12.19B,13.99B,13.45B,12.17B,14.92B
Sales Growth,-,14.80%,-3.86%,-9.49%,22.60%
Cost of Goods Sold (COGS) incl. D&A,8.07B,9.32B,9.13B,8.51B,10.19B
COGS Growth,-,15.52%,-2.05%,-6.74%,19.76%
COGS excluding D&A,7.45B,8.65B,8.44B,7.8B,9.42B
Depreciation & Amortization Expense,611M,667M,690M,711M,769M
Depreciation,442M,487M,510M,529M,576M
Amortization of Intangibles,169M,180M,180M,182M,193M
Gross Income,4.12B,4.67B,4.32B,3.66B,4.73B
Gross Income Growth,-,13.37%,-7.47%,-15.29%,29.20%
Gross Profit Margin,-,-,-,-,31.70%
SG&A Expense,2.03B,2.22B,2.13B,1.88B,2.12B
SGA Growth,-,9.25%,-4.19%,-11.51%,12.48%
Research & Development,548M,606M,572M,539M,612M
Other SG&A,1.49B,1.62B,1.56B,1.34B,1.51B
Other Operating Expense,-,-,-,-,-
Unusual Expense,211M,119M,216M,1.24B,270M
EBIT after Unusual Expense,(211M),2.33B,1.98B,537M,2.34B
Non Operating Income/Expense,(42M),1M,2M,20M,75M
Non-Operating Interest Income,16M,15M,19M,15M,17M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,130M,107M,68M,48M,56M
Interest Expense Growth,-,-17.69%,-36.45%,-29.41%,16.67%
Gross Interest Expense,130M,107M,68M,48M,56M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.72B,2.24B,1.93B,524M,2.38B
Pretax Income Growth,-,30.23%,-13.79%,-72.86%,353.82%
Pretax Margin,-,-,-,-,15.94%
Income Tax,180M,(344M),(15M),783M,123M
Income Tax - Current Domestic,-,41M,(26M),(14M),15M
Income Tax - Current Foreign,322M,406M,229M,262M,462M
Income Tax - Deferred Domestic,(134M),469M,(33M),(26M),(39M)
Income Tax - Deferred Foreign,(8M),(1.26B),(185M),561M,(315M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.54B,2.58B,1.95B,(259M),2.26B
Minority Interest Expense,-,-,-,-,-
Net Income,1.54B,2.58B,1.95B,(259M),2.26B
Net Income Growth,-,67.79%,-24.69%,-113.31%,970.66%
Net Margin Growth,-,-,-,-,15.11%
Extraordinaries & Discontinued Operations,143M,(19M),(102M),18M,6M
Extra Items & Gain/Loss Sale Of Assets,3M,(2M),(86M),-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,140M,(17M),(16M),18M,6M
Net Income After Extraordinaries,1.68B,2.57B,1.84B,(241M),2.26B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.68B,2.57B,1.93B,(241M),2.26B
EPS (Basic),4.73,7.33,5.71,(0.73),6.85
EPS (Basic) Growth,-,54.98%,-22.15%,-112.71%,"1,043.86%"
Basic Shares Outstanding,355M,350M,338M,332M,330M
EPS (Diluted),4.69,7.27,5.68,(0.73),6.79
EPS (Diluted) Growth,-,54.96%,-21.94%,-112.79%,"1,035.36%"
Diluted Shares Outstanding,358M,353M,340M,332M,333M
EBITDA,2.7B,3.12B,2.88B,2.49B,3.38B
EBITDA Growth,-,15.53%,-7.48%,-13.70%,35.84%
EBITDA Margin,-,-,-,-,22.66%
