Item,2018,2019,2020,2021,2022
Sales/Revenue,9.02B,10.07B,9.01B,9.36B,10.39B
Sales Growth,-,11.64%,-10.58%,3.89%,10.97%
Cost of Goods Sold (COGS) incl. D&A,5.37B,6.28B,5.65B,5.51B,5.81B
COGS Growth,-,16.93%,-10.15%,-2.37%,5.44%
COGS excluding D&A,4.9B,5.63B,4.84B,4.7B,5B
Depreciation & Amortization Expense,472M,659M,804M,808M,813M
Depreciation,372M,533M,696M,696M,673M
Amortization of Intangibles,100M,126M,108M,112M,140M
Gross Income,3.65B,3.79B,3.36B,3.85B,4.57B
Gross Income Growth,-,3.84%,-11.29%,14.40%,18.90%
Gross Profit Margin,-,-,-,-,44.03%
SG&A Expense,3.08B,3.2B,2.99B,3.24B,3.59B
SGA Growth,-,3.70%,-6.60%,8.60%,10.73%
Research & Development,-,-,-,-,-
Other SG&A,3.08B,3.2B,2.99B,3.24B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,686M,198M,1.84B,90M,109M
EBIT after Unusual Expense,(120M),394M,(1.46B),512M,872M
Non Operating Income/Expense,52M,40M,11M,40M,99M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(1.01B),(17M),(47M),(65M),(13M)
Interest Expense,15M,63M,25M,37M,99M
Interest Expense Growth,-,320.00%,-60.32%,48.00%,167.57%
Gross Interest Expense,15M,63M,25M,37M,105M
Interest Capitalized,-,-,-,-,-
Pretax Income,(1.09B),354M,(1.52B),450M,812M
Pretax Income Growth,-,132.51%,-530.51%,129.53%,80.44%
Pretax Margin,-,-,-,-,7.82%
Income Tax,355M,126M,21M,61M,52M
Income Tax - Current Domestic,12M,7M,(1M),14M,9M
Income Tax - Current Foreign,107M,118M,102M,133M,160M
Income Tax - Deferred Domestic,260M,31M,(49M),(31M),58M
Income Tax - Deferred Foreign,(24M),(30M),(31M),(55M),(175M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(1.44B),228M,(1.55B),389M,760M
Minority Interest Expense,70M,73M,(276M),59M,137M
Net Income,(1.51B),155M,(1.27B),330M,623M
Net Income Growth,-,110.24%,-918.71%,126.00%,88.79%
Net Margin Growth,-,-,-,-,6.00%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(1.51B),155M,(1.27B),330M,623M
Preferred Dividends,2M,-,-,-,-
Net Income Available to Common,(1.52B),155M,(1.27B),330M,623M
EPS (Basic),(2.6),0.27,(2.16),0.56,1.06
EPS (Basic) Growth,-,110.19%,-914.22%,125.89%,89.09%
Basic Shares Outstanding,582.7M,584.7M,587.9M,590.4M,589.5M
EPS (Diluted),(2.6),0.26,(2.16),0.56,1.05
EPS (Diluted) Growth,-,110.13%,-918.85%,125.76%,88.81%
Diluted Shares Outstanding,582.7M,587.9M,587.9M,593.4M,592.5M
EBITDA,1.04B,1.25B,1.18B,1.41B,1.79B
EBITDA Growth,-,20.52%,-5.76%,19.59%,27.23%
EBITDA Margin,-,-,-,-,17.27%
