Item,2017,2018,2019,2020,2021
Sales/Revenue,5.29B,9.38B,9.67B,7.02B,17.87B
Sales Growth,-,77.16%,3.11%,-27.37%,154.41%
Cost of Goods Sold (COGS) incl. D&A,4.14B,6.73B,7.42B,6.25B,11.03B
COGS Growth,-,62.66%,10.30%,-15.79%,76.49%
COGS excluding D&A,2.71B,5.16B,5.7B,4.6B,8.53B
Depreciation & Amortization Expense,1.43B,1.57B,1.73B,1.65B,2.51B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.16B,2.65B,2.25B,772M,6.84B
Gross Income Growth,-,129.07%,-15.14%,-65.64%,785.49%
Gross Profit Margin,-,-,-,-,38.25%
SG&A Expense,326M,381M,324M,244M,292M
SGA Growth,-,16.87%,-14.96%,-24.69%,19.67%
Research & Development,-,-,-,-,-
Other SG&A,326M,381M,324M,244M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,453M,511M,342M,582M,(172M)
EBIT after Unusual Expense,(453M),1.76B,(342M),(54M),6.72B
Non Operating Income/Expense,53M,(408M),(469M),(83M),(3.81B)
Non-Operating Interest Income,32M,29M,17M,5M,1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,153M,126M,121M,129M,161M
Interest Expense Growth,-,-17.65%,-3.97%,6.61%,24.81%
Gross Interest Expense,160M,132M,126M,134M,163M
Interest Capitalized,7M,6M,5M,5M,2M
Pretax Income,309M,1.25B,1.01B,(261M),2.75B
Pretax Income Growth,-,304.85%,-19.42%,-125.89%,"1,152.11%"
Pretax Margin,-,-,-,-,15.37%
Income Tax,(524M),276M,235M,(61M),628M
Income Tax - Current Domestic,(5M),2M,(5M),(9M),45M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(519M),274M,240M,(52M),583M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(6M),(5M),(3M),-,(5M)
Consolidated Net Income,827M,970M,770M,(200M),2.11B
Minority Interest Expense,-,(3M),-,-,-
Net Income,827M,973M,770M,(200M),2.11B
Net Income Growth,-,17.65%,-20.86%,-125.97%,"1,156.50%"
Net Margin Growth,-,-,-,-,11.82%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,827M,973M,770M,(200M),2.11B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,827M,973M,770M,(200M),2.11B
EPS (Basic),4.86,5.69,4.61,(1.21),9.07
EPS (Basic) Growth,-,16.97%,-18.97%,-126.29%,848.18%
Basic Shares Outstanding,170M,171M,167M,165M,233M
EPS (Diluted),4.86,5.69,4.61,(1.21),8.61
EPS (Diluted) Growth,-,16.97%,-18.97%,-126.29%,810.65%
Diluted Shares Outstanding,170M,171M,167M,165M,246M
EBITDA,2.26B,3.84B,3.65B,2.18B,9.05B
EBITDA Growth,-,69.90%,-4.95%,-40.35%,315.85%
EBITDA Margin,-,-,-,-,50.64%
