Item,2018,2019,2020,2021,2022
Sales/Revenue,39.38B,39.51B,39.07B,40.48B,42.44B
Sales Growth,-,0.31%,-1.11%,3.61%,4.84%
Cost of Goods Sold (COGS) incl. D&A,9.68B,9.68B,9.52B,9.23B,10.03B
COGS Growth,-,0.04%,-1.65%,-3.04%,8.59%
COGS excluding D&A,6.9B,6.77B,6.56B,6.32B,6.91B
Depreciation & Amortization Expense,2.79B,2.92B,2.97B,2.92B,3.12B
Depreciation,1.17B,1.23B,1.38B,1.54B,1.97B
Amortization of Intangibles,1.62B,1.69B,1.59B,1.38B,1.15B
Gross Income,29.7B,29.82B,29.54B,31.25B,32.41B
Gross Income Growth,-,0.40%,-0.93%,5.76%,3.74%
Gross Profit Margin,-,-,-,-,76.37%
SG&A Expense,15.8B,15.77B,15.33B,15.46B,16.55B
SGA Growth,-,-0.20%,-2.77%,0.86%,7.04%
Research & Development,6.08B,6.03B,6.07B,6.53B,7.22B
Other SG&A,9.72B,9.74B,9.26B,8.94B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,640M,520M,321M,553M,4.94B
EBIT after Unusual Expense,(640M),13.54B,13.89B,15.23B,10.93B
Non Operating Income/Expense,117M,(125M),(197M),345M,(285M)
Non-Operating Interest Income,1.2B,1.09B,527M,101M,94M
Equity in Affiliates (Pretax),-,-,-,-,(147M)
Interest Expense,2.03B,2.08B,2B,2.5B,2.76B
Interest Expense Growth,-,2.81%,-4.18%,25.11%,10.38%
Gross Interest Expense,2.03B,2.08B,2B,2.5B,2.76B
Interest Capitalized,-,-,-,-,-
Pretax Income,12.56B,12.42B,12.23B,13.18B,7.83B
Pretax Income Growth,-,-1.11%,-1.55%,7.79%,-40.56%
Pretax Margin,-,-,-,-,18.46%
Income Tax,8.84B,1.19B,1.93B,(747M),932M
Income Tax - Current Domestic,8.58B,1.28B,1.64B,749M,895M
Income Tax - Current Foreign,1.1B,1.1B,1.14B,929M,1.18B
Income Tax - Deferred Domestic,(853M),455M,(933M),8.55B,(1.8B)
Income Tax - Deferred Foreign,6M,(1.65B),82M,(10.98B),654M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.72B,11.24B,10.3B,13.93B,6.9B
Minority Interest Expense,135M,152M,164M,180M,184M
Net Income,3.59B,11.08B,10.14B,13.75B,6.72B
Net Income Growth,-,208.98%,-8.55%,35.63%,-51.13%
Net Margin Growth,-,-,-,-,15.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,3.59B,11.08B,10.14B,13.75B,6.72B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,3.59B,11.08B,10.14B,13.75B,6.72B
EPS (Basic),0.87,3.05,3.16,4.67,2.49
EPS (Basic) Growth,-,250.41%,3.49%,47.88%,-46.70%
Basic Shares Outstanding,4.12B,3.63B,3.21B,2.95B,2.7B
EPS (Diluted),0.85,2.97,3.08,4.55,2.41
EPS (Diluted) Growth,-,250.90%,3.60%,47.84%,-46.99%
Diluted Shares Outstanding,4.24B,3.73B,3.29B,3.02B,2.79B
EBITDA,16.69B,16.97B,17.18B,18.7B,18.98B
EBITDA Growth,-,1.71%,1.22%,8.83%,1.53%
EBITDA Margin,-,-,-,-,44.73%
