Item,2017,2018,2019,2020,2021
Sales/Revenue,6.1B,6.79B,6.98B,6.85B,8.06B
Sales Growth,-,11.24%,2.79%,-1.78%,17.52%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,1.56B,1.75B,1.31B,856.8M,1.14B
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",4.49B,4.97B,5.58B,5.92B,6.84B
Commission & Fee Income,4.49B,4.97B,5.58B,5.92B,6.84B
Total Expense,5.59B,6.18B,6.23B,5.82B,6.74B
Total Interest Expense,123.6M,130.2M,178.6M,195.3M,225M
Depreciation & Amortization Expense,385.8M,419M,474.4M,562.4M,566.3M
Other Operating Expense,2.74B,3.04B,3.34B,3.46B,3.93B
Operating Income,510.9M,609M,744.7M,1.04B,1.32B
Operating Income Growth,-,19.20%,22.28%,39.53%,26.74%
Non-Operating Income (Expense),3.4M,10.2M,75.3M,(5.8M),18.9M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,3.4M,10.2M,75.3M,(5.8M),18.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,30.9M,9.6M,15.3M,(32.9M),135.8M
Pretax Income,359.8M,479.4M,626.1M,870.9M,975.1M
Pretax Income Growth,-,33.24%,30.60%,39.10%,11.96%
Pretax Margin,-,-,-,-,12.11%
Income Taxes,(157.1M),(196.5M),(89.7M),12.8M,20.1M
Income Tax - Current Domestic,18.7M,15.4M,14.9M,80.2M,95.2M
Income Tax - Current Foreign,25.9M,60.7M,66.6M,94.6M,108.8M
Income Tax - Deferred Domestic,(187.4M),(243M),(148.5M),(131.7M),(163.2M)
Income Tax - Deferred Foreign,(14.3M),(29.6M),(22.7M),(30.3M),(20.7M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,516.9M,675.9M,715.8M,858.1M,955M
Minority Interest Expense,35.6M,42.4M,47M,39.3M,48.2M
Net Income,481.3M,633.5M,668.8M,818.8M,906.8M
Net Income Growth,-,31.62%,5.57%,22.43%,10.75%
Net Margin Growth,-,-,-,-,11.26%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,481.3M,633.5M,668.8M,818.8M,906.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,481.3M,633.5M,668.8M,818.8M,906.8M
EPS (Basic),2.67,3.47,3.6,4.29,4.47
EPS (Basic) Growth,-,29.96%,3.62%,19.22%,4.36%
Basic Shares Outstanding,180.1M,182.7M,186M,191M,202.7M
EPS (Diluted),2.64,3.4,3.52,4.2,4.37
EPS (Diluted) Growth,-,28.79%,3.48%,19.35%,4.17%
Diluted Shares Outstanding,182.1M,186.2M,190.1M,195M,207.3M
