Item,2017,2018,2019,2020,2021
Sales/Revenue,27.39B,30.58B,31.9B,34.61B,43.08B
Sales Growth,-,11.64%,4.34%,8.48%,24.47%
Cost of Goods Sold (COGS) incl. D&A,14.32B,14.76B,15.21B,17.23B,19.86B
COGS Growth,-,3.01%,3.09%,13.28%,15.26%
COGS excluding D&A,11.3B,11.48B,12.2B,13.9B,16.32B
Depreciation & Amortization Expense,3.02B,3.28B,3.01B,3.33B,3.54B
Depreciation,1.05B,1.1B,1.08B,1.2B,1.49B
Amortization of Intangibles,1.98B,2.18B,1.94B,2.13B,2.05B
Gross Income,13.07B,15.82B,16.69B,17.38B,23.21B
Gross Income Growth,-,21.10%,5.50%,4.10%,33.59%
Gross Profit Margin,-,-,-,-,53.89%
SG&A Expense,11.09B,11.98B,12.1B,12.09B,14.01B
SGA Growth,-,7.98%,1.03%,-0.13%,15.95%
Research & Development,2.13B,2.29B,2.41B,2.42B,2.74B
Other SG&A,8.96B,9.69B,9.69B,9.67B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,360M,247M,201M,151M,523M
EBIT after Unusual Expense,(360M),3.6B,4.39B,5.14B,8.68B
Non Operating Income/Expense,1.38B,(100M),411M,490M,(99M)
Non-Operating Interest Income,124M,105M,94M,46M,43M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,880M,729M,818M,708M,410M
Interest Expense Growth,-,-17.16%,12.21%,-13.45%,-42.09%
Gross Interest Expense,880M,729M,818M,708M,410M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.23B,2.87B,4.08B,4.97B,8.21B
Pretax Income Growth,-,28.78%,41.91%,21.85%,65.28%
Pretax Margin,-,-,-,-,19.06%
Income Tax,1.88B,539M,390M,497M,1.14B
Income Tax - Current Domestic,2.26B,(812M),291M,39M,859M
Income Tax - Current Foreign,508M,606M,590M,566M,790M
Income Tax - Deferred Domestic,(679M),832M,(305M),(18M),(355M)
Income Tax - Deferred Foreign,(211M),(87M),(186M),(90M),(154M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(9M),(15M),(21M),(22M),(29M)
Consolidated Net Income,344M,2.32B,3.67B,4.45B,7.04B
Minority Interest Expense,-,-,-,-,-
Net Income,344M,2.32B,3.67B,4.45B,7.04B
Net Income Growth,-,574.13%,58.09%,21.36%,58.28%
Net Margin Growth,-,-,-,-,16.35%
Extraordinaries & Discontinued Operations,124M,34M,-,24M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,124M,34M,-,24M,-
Net Income After Extraordinaries,468M,2.35B,3.67B,4.47B,7.04B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,468M,2.35B,3.67B,4.47B,7.04B
EPS (Basic),0.27,1.34,2.07,2.52,3.97
EPS (Basic) Growth,-,397.55%,54.92%,21.67%,57.26%
Basic Shares Outstanding,1.74B,1.76B,1.77B,1.77B,1.78B
EPS (Diluted),0.27,1.33,2.06,2.5,3.94
EPS (Diluted) Growth,-,396.79%,54.84%,21.67%,57.17%
Diluted Shares Outstanding,1.75B,1.77B,1.78B,1.79B,1.79B
EBITDA,4.99B,7.12B,7.61B,8.62B,12.74B
EBITDA Growth,-,42.64%,6.78%,13.32%,47.81%
EBITDA Margin,-,-,-,-,29.57%
