Item,2017,2018,2019,2020,2021
Sales/Revenue,7.45B,7.79B,7.77B,5.47B,5.78B
Sales Growth,-,4.54%,-0.21%,-29.54%,5.64%
Cost of Goods Sold (COGS) incl. D&A,4.25B,4.62B,4.62B,3.71B,4.15B
COGS Growth,-,8.63%,-0.11%,-19.67%,11.97%
COGS excluding D&A,3.13B,3.43B,3.32B,2.61B,3.02B
Depreciation & Amortization Expense,1.13B,1.19B,1.3B,1.1B,1.14B
Depreciation,1.03B,1.11B,1.22B,1.04B,1.1B
Amortization of Intangibles,97M,78M,81M,58M,39M
Gross Income,3.19B,3.16B,3.15B,1.77B,1.63B
Gross Income Growth,-,-0.91%,-0.35%,-43.99%,-7.64%
Gross Profit Margin,-,-,-,-,28.20%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,292M,312M,313M,180M,207M
Unusual Expense,267M,(145M),19M,5M,2M
EBIT after Unusual Expense,(267M),3B,2.82B,(5M),1.42B
Non Operating Income/Expense,162M,233M,298M,(15M),14M
Non-Operating Interest Income,2M,6M,16M,9M,12M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,886M,951M,980M,621M,927M
Interest Expense Growth,-,7.34%,3.05%,-36.63%,49.28%
Gross Interest Expense,897M,966M,990M,628M,933M
Interest Capitalized,11M,15M,10M,7M,6M
Pretax Income,1.91B,2.29B,2.16B,954M,521M
Pretax Income Growth,-,19.51%,-5.69%,-55.73%,-45.39%
Pretax Margin,-,-,-,-,9.01%
Income Tax,784M,458M,409M,314M,503M
Income Tax - Current Domestic,31M,(2M),9M,16M,35M
Income Tax - Current Foreign,45M,104M,91M,(2M),(1M)
Income Tax - Deferred Domestic,620M,303M,215M,202M,89M
Income Tax - Deferred Foreign,133M,107M,123M,101M,383M
Income Tax Credits,45M,54M,29M,3M,3M
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(2M),(2M),(1M),(1M),-
Consolidated Net Income,1.13B,1.83B,1.75B,639M,18M
Minority Interest Expense,-,-,-,-,-
Net Income,1.13B,1.83B,1.75B,639M,18M
Net Income Growth,-,62.08%,-4.38%,-63.38%,-97.18%
Net Margin Growth,-,-,-,-,0.31%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,(1.61B)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,829M,111M
Net Income After Extraordinaries,1.13B,1.83B,1.75B,1.47B,(1.48B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.13B,1.83B,1.75B,1.47B,129M
EPS (Basic),1.64,2.59,2.4,1.91,0.17
EPS (Basic) Growth,-,57.66%,-7.54%,-20.26%,-91.15%
Basic Shares Outstanding,685.24M,704.44M,728.51M,768.59M,762.9M
EPS (Diluted),1.64,2.58,2.37,1.91,0.17
EPS (Diluted) Growth,-,57.21%,-8.03%,-19.44%,-91.16%
Diluted Shares Outstanding,687.33M,708.62M,736.75M,769.38M,764.82M
EBITDA,4.03B,4.04B,4.14B,2.68B,2.56B
EBITDA Growth,-,0.42%,2.35%,-35.23%,-4.48%
EBITDA Margin,-,-,-,-,44.28%
