Item,2017,2018,2019,2020,2021
Sales/Revenue,15.45B,15.54B,15.69B,16.47B,17.42B
Sales Growth,-,0.58%,0.96%,4.96%,5.77%
Cost of Goods Sold (COGS) incl. D&A,6.13B,6.34B,6.42B,6.54B,7.13B
COGS Growth,-,3.38%,1.23%,1.90%,9.02%
COGS excluding D&A,5.66B,5.83B,5.9B,6B,6.57B
Depreciation & Amortization Expense,475M,511M,519M,539M,556M
Depreciation,440M,452M,457M,451M,467M
Amortization of Intangibles,35M,59M,62M,88M,89M
Gross Income,9.32B,9.21B,9.28B,9.93B,10.29B
Gross Income Growth,-,-1.25%,0.77%,7.07%,3.62%
Gross Profit Margin,-,-,-,-,59.08%
SG&A Expense,5.31B,5.36B,5.52B,6.02B,6.41B
SGA Growth,-,0.79%,2.97%,9.19%,6.39%
Research & Development,285M,277M,281M,290M,307M
Other SG&A,5.03B,5.08B,5.23B,5.73B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,333M,161M,174M,13M,630M
EBIT after Unusual Expense,(333M),3.69B,3.59B,3.9B,3.26B
Non Operating Income/Expense,(98M),(92M),(151M),(122M),(81M)
Non-Operating Interest Income,51M,50M,47M,19M,17M
Equity in Affiliates (Pretax),11M,10M,9M,12M,12M
Interest Expense,153M,193M,192M,160M,117M
Interest Expense Growth,-,26.14%,-0.52%,-16.67%,-26.88%
Gross Interest Expense,156M,195M,193M,161M,120M
Interest Capitalized,3M,2M,1M,1M,3M
Pretax Income,3.49B,3.46B,3.3B,3.65B,3.09B
Pretax Income Growth,-,-0.66%,-4.71%,10.48%,-15.36%
Pretax Margin,-,-,-,-,17.72%
Income Tax,1.31B,906M,774M,787M,749M
Income Tax - Current Domestic,338M,248M,180M,259M,228M
Income Tax - Current Foreign,975M,658M,594M,528M,521M
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.17B,2.56B,2.53B,2.86B,2.34B
Minority Interest Expense,150M,158M,160M,165M,172M
Net Income,2.02B,2.4B,2.37B,2.7B,2.17B
Net Income Growth,-,18.58%,-1.38%,13.86%,-19.63%
Net Margin Growth,-,-,-,-,12.43%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.02B,2.4B,2.37B,2.7B,2.17B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.02B,2.4B,2.37B,2.7B,2.17B
EPS (Basic),2.3,2.76,2.76,3.15,2.56
EPS (Basic) Growth,-,20.10%,-0.05%,14.16%,-18.51%
Basic Shares Outstanding,881.8M,870.6M,859.1M,856.8M,845M
EPS (Diluted),2.28,2.75,2.75,3.14,2.55
EPS (Diluted) Growth,-,20.59%,-0.01%,14.10%,-18.59%
Diluted Shares Outstanding,887.8M,873M,861.1M,859.3M,848.3M
EBITDA,4.48B,4.36B,4.28B,4.45B,4.44B
EBITDA Growth,-,-2.74%,-1.83%,3.95%,-0.18%
EBITDA Margin,-,-,-,-,25.50%
