Item,2017,2018,2019,2020,2021
Sales/Revenue,20.43B,23.77B,23.57B,19.81B,24.02B
Sales Growth,-,16.36%,-0.84%,-15.95%,21.25%
Cost of Goods Sold (COGS) incl. D&A,15.34B,18.05B,17.61B,14.94B,18.35B
COGS Growth,-,17.69%,-2.45%,-15.17%,22.82%
COGS excluding D&A,14.76B,17.45B,16.94B,14.27B,17.69B
Depreciation & Amortization Expense,579M,608M,669M,670M,662M
Depreciation,467M,455M,494M,505M,518M
Amortization of Intangibles,112M,153M,175M,165M,144M
Gross Income,5.09B,5.72B,5.96B,4.87B,5.67B
Gross Income Growth,-,12.36%,4.25%,-18.26%,16.44%
Gross Profit Margin,-,-,-,-,23.62%
SG&A Expense,3.18B,3.34B,3.46B,3.03B,3.46B
SGA Growth,-,4.90%,3.47%,-12.27%,14.29%
Research & Development,754M,902M,1B,906M,1.09B
Other SG&A,2.43B,2.44B,2.45B,2.13B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,9M,19M,141M,20M,12M
EBIT after Unusual Expense,(9M),2.36B,2.36B,1.82B,2.2B
Non Operating Income/Expense,185M,90M,214M,161M,134M
Non-Operating Interest Income,18M,35M,46M,21M,25M
Equity in Affiliates (Pretax),357M,394M,330M,452M,506M
Interest Expense,91M,125M,120M,117M,111M
Interest Expense Growth,-,37.36%,-4.00%,-2.50%,-5.13%
Gross Interest Expense,95M,127M,123M,119M,113M
Interest Capitalized,4M,2M,3M,2M,2M
Pretax Income,2.37B,2.75B,2.83B,2.34B,2.75B
Pretax Income Growth,-,16.41%,2.94%,-17.50%,17.66%
Pretax Margin,-,-,-,-,11.45%
Income Tax,1.37B,566M,566M,527M,587M
Income Tax - Current Domestic,1.14B,315M,288M,145M,261M
Income Tax - Current Foreign,289M,348M,282M,358M,319M
Income Tax - Deferred Domestic,(42M),(71M),(32M),2M,(12M)
Income Tax - Deferred Foreign,(12M),(26M),28M,22M,19M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,994M,2.19B,2.27B,1.81B,2.16B
Minority Interest Expense,(5M),46M,8M,22M,33M
Net Income,999M,2.14B,2.26B,1.79B,2.13B
Net Income Growth,-,114.31%,5.56%,-20.84%,19.12%
Net Margin Growth,-,-,-,-,8.87%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,999M,2.14B,2.26B,1.79B,2.13B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,999M,2.14B,2.26B,1.79B,2.13B
EPS (Basic),6,13.2,14.54,12.07,14.74
EPS (Basic) Growth,-,120.20%,10.16%,-17.00%,22.08%
Basic Shares Outstanding,166.63M,162.17M,155.4M,148.2M,144.6M
EPS (Diluted),5.97,13.15,14.48,12.01,14.61
EPS (Diluted) Growth,-,120.24%,10.07%,-17.07%,21.65%
Diluted Shares Outstanding,167.27M,162.77M,156.1M,149M,145.9M
EBITDA,2.48B,2.99B,3.17B,2.51B,2.87B
EBITDA Growth,-,20.21%,6.30%,-20.89%,14.34%
EBITDA Margin,-,-,-,-,11.95%
