Item,2017,2018,2019,2020,2021
Sales/Revenue,1.17B,1.21B,1.23B,1.27B,1.33B
Sales Growth,-,4.28%,1.37%,2.71%,4.94%
Cost of Goods Sold (COGS) incl. D&A,193.33M,192.13M,180.47M,180.18M,191.93M
COGS Growth,-,-0.62%,-6.07%,-0.16%,6.52%
COGS excluding D&A,143.45M,143.77M,134.14M,133.83M,143.99M
Depreciation & Amortization Expense,49.88M,48.37M,46.33M,46.35M,47.94M
Depreciation,49.88M,48.37M,46.33M,46.35M,47.94M
Amortization of Intangibles,-,-,-,-,-
Gross Income,971.77M,1.02B,1.05B,1.08B,1.14B
Gross Income Growth,-,5.25%,2.77%,3.20%,4.68%
Gross Profit Margin,-,-,-,-,85.54%
SG&A Expense,264.05M,255.44M,245.07M,260.67M,268.84M
SGA Growth,-,-3.26%,-4.06%,6.37%,3.13%
Research & Development,52.34M,57.88M,60.81M,74.67M,80.53M
Other SG&A,211.71M,197.56M,184.26M,186M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,893K,6.55M,-,-,2.15M
EBIT after Unusual Expense,706.83M,760.84M,-,-,864.65M
Non Operating Income/Expense,10.58M,57.03M,16.66M,8.37M,238K
Non-Operating Interest Income,17.94M,26.49M,26.6M,7.82M,582K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,136.34M,114.85M,90.61M,90.14M,83.26M
Interest Expense Growth,-,-15.76%,-21.10%,-0.52%,-7.64%
Gross Interest Expense,136.34M,114.85M,90.61M,90.14M,83.26M
Interest Capitalized,-,-,-,-,-
Pretax Income,599.01M,729.52M,758.78M,750.24M,782.22M
Pretax Income Growth,-,21.79%,4.01%,-1.12%,4.26%
Pretax Margin,-,-,-,-,58.92%
Income Tax,141.76M,147.03M,146.48M,(64.64M),(2.61M)
Income Tax - Current Domestic,17.16M,100.22M,76.35M,(113.41M),129.61M
Income Tax - Current Foreign,15.54M,76.2M,31.39M,29.15M,29.83M
Income Tax - Deferred Domestic,109.77M,26.18M,53.36M,21.74M,3.71M
Income Tax - Deferred Foreign,(706K),(55.56M),(14.62M),(2.12M),(165.76M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,457.25M,582.49M,612.3M,814.89M,784.83M
Minority Interest Expense,-,-,-,-,-
Net Income,457.25M,582.49M,612.3M,814.89M,784.83M
Net Income Growth,-,27.39%,5.12%,33.09%,-3.69%
Net Margin Growth,-,-,-,-,59.12%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,457.25M,582.49M,612.3M,814.89M,784.83M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,457.25M,582.49M,612.3M,814.89M,784.83M
EPS (Basic),4.56,5.13,5.17,7.08,7.01
EPS (Basic) Growth,-,12.50%,0.71%,37.08%,-1.07%
Basic Shares Outstanding,100.33M,113.45M,118.51M,115.06M,112.02M
EPS (Diluted),3.68,4.75,5.15,7.07,7
EPS (Diluted) Growth,-,29.08%,8.35%,37.32%,-1.00%
Diluted Shares Outstanding,124.18M,122.66M,118.97M,115.3M,112.17M
EBITDA,757.6M,815.76M,852.46M,870.55M,914.74M
EBITDA Growth,-,7.68%,4.50%,2.12%,5.08%
EBITDA Margin,-,-,-,-,68.90%
