Item,2017,2018,2019,2020,2021
Interest Income,3.43B,3.95B,4.2B,3.65B,4.19B
Interest Income Growth,-,15.03%,6.38%,-13.19%,14.92%
Interest and Fees on Loans,2.84B,3.31B,3.54B,3.09B,3.64B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,595M,644M,660M,562M,555M
Total Internest Expense,431M,760M,988M,423M,89M
Total Internest Expense Growth,-,76.33%,30.00%,-57.19%,-78.96%
Interest Expense on Bank Deposits,180M,391M,585M,198M,45M
Other Interest Expense,251M,369M,403M,226M,-
Interest Expense on Debt,251M,369M,403M,226M,44M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,-,-,-,-,-
Net Interest Income,3B,3.19B,3.21B,3.22B,4.1B
Net Interest Income Growth,-,6.23%,0.75%,0.34%,27.23%
Loan Loss Provision,201M,235M,287M,1.05B,25M
Loan Loss Provision Growth,-,16.92%,22.13%,265.16%,-97.61%
Net Interest Income after Provision,2.8B,2.95B,2.93B,2.18B,4.08B
Net Interest Inc After Loan Loss Prov Growth,-,5.46%,-0.95%,-25.63%,87.36%
Net Interest Margin,-,-,-,-,2.94%
Non-Interest Income,1.3B,1.29B,1.38B,1.32B,1.83B
Securities Gain,-,(21M),(24M),(1M),9M
Trading Account Income,1M,-,30M,52M,(26M)
"Trust Income, Commissions & Fees",887M,918M,952M,692M,1.12B
Commission & Fee Income,731M,747M,774M,503M,884M
Other Operating Income,252M,247M,249M,224M,368M
Non-Interest Expense,2.7B,2.61B,2.65B,2.52B,4.32B
Labor & Related Expense,1.52B,1.56B,1.65B,1.69B,2.34B
Equipment Expense,260M,218M,206M,219M,347M
Other Operating Expense,807M,740M,745M,765M,1.47B
Operating Income,1.4B,1.63B,1.66B,972M,1.59B
Operating Income Growth,-,16.45%,1.90%,-41.41%,63.68%
Operating Income Margin,-,-,-,-,26.42%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,4M,-,-,-,-
Pretax Income,1.39B,1.63B,1.66B,972M,1.59B
Pretax Income Growth,-,16.79%,1.90%,-41.41%,63.68%
Pretax Margin,-,-,-,-,26.42%
Income Taxes,208M,235M,248M,155M,294M
Income Tax - Current - Domestic,40M,172M,225M,248M,369M
Income Tax - Current - Foreign,-,-,-,-,1M
Income Tax - Deferred - Domestic,168M,63M,23M,(93M),(76M)
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.19B,1.39B,1.41B,817M,1.3B
Minority Interest Expense,-,-,-,-,2M
Net Income,1.19B,1.39B,1.41B,817M,1.3B
Net Income Growth,-,17.45%,1.29%,-42.10%,58.51%
Net Income Margin,-,-,-,-,21.50%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,76M,70M,74M,100M,142M
Net Income Available to Common,1.11B,1.32B,1.34B,717M,1.15B
EPS (Basic),1.02,1.22,1.29,0.7,0.91
EPS (Basic) Grwoth,-,19.53%,5.22%,-45.23%,29.56%
Basic Shares Outstanding,1.08B,1.08B,1.04B,1.02B,1.26B
EPS (Diluted),1,1.2,1.27,0.69,0.9
EPS (Diluted) Growth,-,19.12%,5.84%,-45.16%,29.07%
Diluted Shares Outstanding,1.14B,1.11B,1.06B,1.03B,1.29B
