Item,2017,2018,2019,2020,2021
Sales/Revenue,20.32B,30.39B,23.41B,21.44B,27.71B
Sales Growth,-,49.55%,-22.98%,-8.42%,29.25%
Cost of Goods Sold (COGS) incl. D&A,11.89B,12.5B,12.7B,14.88B,17.31B
COGS Growth,-,5.17%,1.63%,17.15%,16.30%
COGS excluding D&A,8.03B,7.74B,7.28B,9.23B,11.1B
Depreciation & Amortization Expense,3.86B,4.76B,5.42B,5.65B,6.21B
Depreciation,3.76B,4.66B,5.34B,5.57B,6.13B
Amortization of Intangibles,106M,99M,84M,80M,84M
Gross Income,8.44B,17.89B,10.7B,6.55B,10.4B
Gross Income Growth,-,112.08%,-40.18%,-38.78%,58.67%
Gross Profit Margin,-,-,-,-,37.52%
SG&A Expense,2.55B,2.95B,3.28B,3.48B,3.56B
SGA Growth,-,15.66%,10.93%,6.23%,2.18%
Research & Development,1.82B,2.14B,2.44B,2.6B,2.66B
Other SG&A,730M,813M,836M,881M,894M
Other Operating Expense,-,-,-,-,-
Unusual Expense,60M,607M,457M,(1M),503M
EBIT after Unusual Expense,(60M),(607M),6.97B,3.07B,6.34B
Non Operating Income/Expense,(66M),199M,3M,(9M),28M
Non-Operating Interest Income,41M,120M,205M,114M,37M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,601M,342M,128M,194M,183M
Interest Expense Growth,-,-43.09%,-62.57%,51.56%,-5.67%
Gross Interest Expense,608M,386M,231M,271M,249M
Interest Capitalized,7M,44M,103M,77M,66M
Pretax Income,5.2B,14.31B,7.05B,2.98B,6.22B
Pretax Income Growth,-,175.35%,-50.74%,-57.68%,108.45%
Pretax Margin,-,-,-,-,22.44%
Income Tax,114M,168M,693M,280M,394M
Income Tax - Current Domestic,1M,53M,38M,22M,43M
Income Tax - Current Foreign,152M,374M,319M,148M,370M
Income Tax - Deferred Domestic,-,(333M),55M,(62M),(19M)
Income Tax - Deferred Foreign,(39M),74M,281M,172M,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,8M,(1M),3M,7M,37M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.09B,14.14B,6.36B,2.71B,5.86B
Minority Interest Expense,1M,3M,45M,23M,-
Net Income,5.09B,14.14B,6.31B,2.69B,5.86B
Net Income Growth,-,177.76%,-55.34%,-57.44%,118.12%
Net Margin Growth,-,-,-,-,21.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.09B,14.14B,6.31B,2.69B,5.86B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.09B,14.14B,6.31B,2.69B,5.86B
EPS (Basic),4.67,12.27,5.67,2.42,5.23
EPS (Basic) Growth,-,162.74%,-53.81%,-57.28%,116.18%
Basic Shares Outstanding,1.09B,1.15B,1.11B,1.11B,1.12B
EPS (Diluted),4.41,11.5,5.51,2.37,5.14
EPS (Diluted) Growth,-,160.80%,-52.07%,-56.97%,116.54%
Diluted Shares Outstanding,1.15B,1.23B,1.14B,1.13B,1.14B
EBITDA,9.74B,19.7B,12.85B,8.72B,13.05B
EBITDA Growth,-,102.16%,-34.76%,-32.13%,49.67%
EBITDA Margin,-,-,-,-,47.11%
