Item,2017,2018,2019,2020,2021
Sales/Revenue,8.79B,9.51B,9.69B,8.97B,26.9B
Sales Growth,-,8.24%,1.86%,-7.47%,199.96%
Cost of Goods Sold (COGS) incl. D&A,7.53B,7.39B,7.73B,6.76B,24.15B
COGS Growth,-,-1.90%,4.66%,-12.52%,257.15%
COGS excluding D&A,6.88B,6.88B,7.22B,6.16B,23.18B
Depreciation & Amortization Expense,647M,507M,514M,604M,972M
Depreciation,624M,484M,-,-,-
Amortization of Intangibles,23M,23M,-,-,-
Gross Income,1.26B,2.13B,1.96B,2.21B,2.75B
Gross Income Growth,-,68.70%,-7.84%,12.44%,24.66%
Gross Profit Margin,-,-,-,-,10.22%
SG&A Expense,858M,810M,834M,957M,1.99B
SGA Growth,-,-5.59%,2.96%,14.75%,108.05%
Research & Development,22M,11M,7M,8M,-
Other SG&A,836M,799M,827M,949M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.42B,505M,99M,215M,(2.13B)
EBIT after Unusual Expense,(1.42B),814M,1.03B,1.03B,2.89B
Non Operating Income/Expense,197M,127M,130M,111M,434M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(14M),9M,2M,17M,17M
Interest Expense,561M,483M,375M,401M,485M
Interest Expense Growth,-,-13.90%,-22.36%,6.93%,20.95%
Gross Interest Expense,581M,490M,378M,403M,487M
Interest Capitalized,20M,7M,3M,2M,2M
Pretax Income,(1.39B),467M,786M,761M,2.86B
Pretax Income Growth,-,133.62%,68.31%,-3.18%,275.69%
Pretax Margin,-,-,-,-,10.63%
Income Tax,(44M),7M,(3.33B),251M,672M
Income Tax - Current Domestic,19M,6M,2M,22M,48M
Income Tax - Current Foreign,-,-,4M,4M,3M
Income Tax - Deferred Domestic,(65M),-,-,228M,605M
Income Tax - Deferred Foreign,2M,1M,(3.34B),(3M),16M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(1.35B),460M,4.12B,510M,2.19B
Minority Interest Expense,(184M),-,3M,-,-
Net Income,(1.16B),460M,4.12B,510M,2.19B
Net Income Growth,-,139.62%,795.00%,-87.61%,328.82%
Net Margin Growth,-,-,-,-,8.13%
Extraordinaries & Discontinued Operations,(992M),(192M),321M,-,-
Extra Items & Gain/Loss Sale Of Assets,(634M),(331M),308M,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(358M),139M,13M,-,-
Net Income After Extraordinaries,(2.15B),268M,4.44B,510M,2.19B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(1.52B),599M,4.13B,510M,2.19B
EPS (Basic),(4.79),1.97,15.76,2.08,8.93
EPS (Basic) Growth,-,141.12%,700.01%,-86.79%,328.83%
Basic Shares Outstanding,317M,304M,262M,245M,245M
EPS (Diluted),(4.79),1.94,15.64,2.07,8.93
EPS (Diluted) Growth,-,140.59%,704.40%,-86.75%,330.57%
Diluted Shares Outstanding,317M,308M,264M,246M,245M
EBITDA,1.05B,1.83B,1.64B,1.85B,1.73B
EBITDA Growth,-,73.74%,-10.08%,12.85%,-6.58%
EBITDA Margin,-,-,-,-,6.44%
