Item,2017,2018,2019,2020,2021
Sales/Revenue,5.54B,5.64B,5.66B,4.6B,5.11B
Sales Growth,-,1.83%,0.36%,-18.69%,11.13%
Total Investment Income,21.54M,-,-,-,14.94M
Sundry Revenue/Income,396.7M,468.97M,416.72M,299.94M,363.03M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,2.74B,2.75B,2.85B,2.64B,2.7B
Total Interest Expense,799.97M,808.9M,786.57M,786.25M,797.34M
Depreciation & Amortization Expense,1.28B,1.28B,1.34B,1.32B,1.26B
Other Operating Expense,131.48M,109.32M,109.9M,137.68M,140.52M
Operating Income,2.8B,2.89B,2.81B,1.97B,2.41B
Operating Income Growth,-,3.24%,-2.77%,-30.09%,22.60%
Non-Operating Income (Expense),(9.42M),(7.02M),13.42M,1.85M,180.3M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,(9.42M),(7.02M),13.42M,1.85M,180.3M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,128.62M,(17.9M),37.76M,(5.2M),49.74M
Pretax Income,1.86B,2.1B,2B,1.19B,1.74B
Pretax Income Growth,-,12.38%,-4.44%,-40.70%,46.90%
Pretax Margin,-,-,-,-,34.10%
Income Taxes,23.34M,36.9M,30.05M,(4.64M),157.2M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,400.27M,475.25M,444.35M,219.87M,782.84M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.24B,2.82B,2.42B,1.28B,2.57B
Minority Interest Expense,296.94M,382.29M,321.6M,164.76M,319.08M
Net Income,1.95B,2.44B,2.1B,1.11B,2.25B
Net Income Growth,-,25.26%,-13.87%,-47.06%,102.20%
Net Margin Growth,-,-,-,-,43.98%
Extraordinaries & Discontinued Operations,3.65M,288.83M,6.67M,(134.59M),-
Extra Items & Gain/Loss Sale Of Assets,3.65M,288.83M,6.67M,(134.59M),198.76M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.95B,2.73B,2.11B,977.97M,2.45B
Preferred Dividends,3.34M,3.34M,3.34M,3.34M,3.34M
Net Income Available to Common,1.94B,2.15B,2.09B,1.24B,2.05B
EPS (Basic),6.23,6.94,6.79,4.03,6.23
EPS (Basic) Growth,-,11.34%,-2.09%,-40.68%,54.67%
Basic Shares Outstanding,311.52M,309.63M,307.95M,308.74M,328.59M
EPS (Diluted),6.23,6.94,6.79,4.03,6.23
EPS (Diluted) Growth,-,11.34%,-2.09%,-40.68%,54.67%
Diluted Shares Outstanding,311.52M,309.63M,307.95M,308.74M,328.59M
