Item,2018,2019,2020,2021,2022
Sales/Revenue,3.38B,3.77B,4.04B,4.06B,4.61B
Sales Growth,-,11.69%,7.10%,0.40%,13.68%
Cost of Goods Sold (COGS) incl. D&A,1.02B,1.18B,1.28B,1.27B,1.36B
COGS Growth,-,15.67%,8.75%,-0.75%,6.69%
COGS excluding D&A,880.2M,996.3M,1.07B,1.08B,1.16B
Depreciation & Amortization Expense,138M,181.5M,209.7M,192M,191.8M
Depreciation,116.9M,125.7M,127.8M,123.4M,133.7M
Amortization of Intangibles,21.1M,55.8M,81.9M,68.6M,58.1M
Gross Income,2.36B,2.59B,2.76B,2.79B,3.26B
Gross Income Growth,-,9.97%,6.36%,0.94%,16.87%
Gross Profit Margin,-,-,-,-,70.59%
SG&A Expense,1.04B,1.22B,1.3B,1.32B,1.42B
SGA Growth,-,17.65%,6.66%,1.98%,6.83%
Research & Development,-,-,-,-,-
Other SG&A,1.04B,1.22B,1.3B,1.32B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,32.6M,5.3M,-,-,-
EBIT after Unusual Expense,(32.6M),1.37B,-,-,-
Non Operating Income/Expense,100K,-,14.4M,8.2M,18.5M
Non-Operating Interest Income,11.8M,13.3M,1M,1.1M,2.7M
Equity in Affiliates (Pretax),600K,1M,-,-,-
Interest Expense,3.9M,17.6M,38.8M,35.8M,36.6M
Interest Expense Growth,-,351.28%,120.45%,-7.73%,2.23%
Gross Interest Expense,3.9M,17.6M,38.8M,35.8M,36.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.3B,1.37B,1.44B,1.43B,1.82B
Pretax Income Growth,-,5.22%,5.05%,-0.20%,27.22%
Pretax Margin,-,-,-,-,39.56%
Income Tax,306M,333.6M,339M,336.7M,431.8M
Income Tax - Current Domestic,343.2M,328.9M,343M,357.7M,430.5M
Income Tax - Current Foreign,-,-,-,-,(1M)
Income Tax - Deferred Domestic,(37.2M),4.7M,(4M),(21M),1.8M
Income Tax - Deferred Foreign,-,-,-,-,500K
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,994.1M,1.03B,1.1B,1.1B,1.39B
Minority Interest Expense,-,-,-,-,-
Net Income,994.1M,1.03B,1.1B,1.1B,1.39B
Net Income Growth,-,4.05%,6.16%,-0.05%,26.91%
Net Margin Growth,-,-,-,-,30.20%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,994.1M,1.03B,1.1B,1.1B,1.39B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,994.1M,1.03B,1.1B,1.1B,1.39B
EPS (Basic),2.77,2.88,3.06,3.05,3.86
EPS (Basic) Growth,-,3.97%,6.35%,-0.44%,26.66%
Basic Shares Outstanding,359M,359.2M,358.5M,359.9M,360.6M
EPS (Diluted),2.75,2.86,3.04,3.03,3.84
EPS (Diluted) Growth,-,4.00%,6.36%,-0.36%,26.56%
Diluted Shares Outstanding,361.5M,361.8M,361M,362.1M,363.1M
EBITDA,1.46B,1.56B,1.67B,1.65B,2.03B
EBITDA Growth,-,6.57%,7.19%,-1.05%,22.94%
EBITDA Margin,-,-,-,-,44.06%
