Item,2017,2018,2019,2020,2021
Sales/Revenue,8.82B,8.71B,6.34B,4.67B,13.75B
Sales Growth,-,-1.26%,-27.28%,-26.24%,194.24%
Cost of Goods Sold (COGS) incl. D&A,7.41B,6.83B,5.56B,4.6B,8.54B
COGS Growth,-,-7.86%,-18.54%,-17.27%,85.55%
COGS excluding D&A,5.61B,5.51B,4.05B,3.15B,6.38B
Depreciation & Amortization Expense,1.81B,1.32B,1.52B,1.45B,2.16B
Depreciation,1.81B,1.32B,1.52B,1.45B,2.16B
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.41B,1.88B,771M,70M,5.21B
Gross Income Growth,-,33.50%,-59.01%,-90.92%,"7,341.43%"
Gross Profit Margin,-,-,-,-,37.88%
SG&A Expense,737M,574M,475M,338M,391M
SGA Growth,-,-22.12%,-17.25%,-28.84%,15.68%
Research & Development,-,-,-,-,-
Other SG&A,737M,574M,475M,338M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,19M,(105M),369M,2.9B,310M
EBIT after Unusual Expense,(19M),105M,(73M),(3.17B),4.51B
Non Operating Income/Expense,437M,(200M),214M,351M,(1.25B)
Non-Operating Interest Income,-,-,-,12M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,317M,268M,250M,282M,361M
Interest Expense Growth,-,-15.46%,-6.72%,12.80%,28.01%
Gross Interest Expense,386M,268M,250M,282M,361M
Interest Capitalized,69M,-,-,-,-
Pretax Income,773M,944M,(109M),(3.09B),2.9B
Pretax Income Growth,-,22.12%,-111.55%,"-2,734.86%",193.79%
Pretax Margin,-,-,-,-,21.08%
Income Tax,15M,230M,(30M),(547M),65M
Income Tax - Current Domestic,9M,(14M),(3M),(219M),19M
Income Tax - Current Foreign,103M,(3M),(2M),-,(3M)
Income Tax - Deferred Domestic,-,184M,8M,(304M),40M
Income Tax - Deferred Foreign,(97M),63M,(33M),(24M),9M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(8M),(8M),(2M),(4M),(30M)
Consolidated Net Income,750M,706M,(81M),(2.55B),2.8B
Minority Interest Expense,-,-,-,-,20M
Net Income,750M,706M,(81M),(2.55B),2.78B
Net Income Growth,-,-5.87%,-111.47%,"-3,044.44%",209.27%
Net Margin Growth,-,-,-,-,20.24%
Extraordinaries & Discontinued Operations,140M,2.35B,(276M),(137M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,140M,2.35B,(276M),(137M),-
Net Income After Extraordinaries,890M,3.06B,(357M),(2.68B),2.78B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,890M,3.06B,(357M),(2.68B),2.78B
EPS (Basic),1.71,6.19,(0.89),(7.12),4.2
EPS (Basic) Growth,-,261.45%,-114.39%,-699.66%,158.96%
Basic Shares Outstanding,520M,494M,401M,377M,663M
EPS (Diluted),1.7,6.15,(0.89),(7.12),4.19
EPS (Diluted) Growth,-,261.34%,-114.48%,-699.66%,158.78%
Diluted Shares Outstanding,523M,497M,401M,377M,665M
EBITDA,2.48B,2.63B,1.81B,1.18B,6.98B
EBITDA Growth,-,6.05%,-31.14%,-34.62%,489.53%
EBITDA Margin,-,-,-,-,50.76%
