Item,2017,2018,2019,2020,2021
Sales/Revenue,6.69B,7.44B,11.12B,11.62B,12.68B
Sales Growth,-,11.24%,49.42%,4.48%,9.17%
Cost of Goods Sold (COGS) incl. D&A,2.82B,3.63B,4.94B,5.28B,6.29B
COGS Growth,-,28.56%,36.22%,6.76%,19.24%
COGS excluding D&A,2.59B,3.17B,4.24B,4.78B,5.58B
Depreciation & Amortization Expense,229M,462M,698M,495M,708M
Depreciation,198M,233M,358M,362M,410M
Amortization of Intangibles,31M,229M,340M,133M,298M
Gross Income,3.87B,3.81B,6.18B,6.34B,6.39B
Gross Income Growth,-,-1.40%,61.98%,2.65%,0.79%
Gross Profit Margin,-,-,-,-,50.40%
SG&A Expense,2.5B,2.34B,3.58B,3.55B,3.49B
SGA Growth,-,-6.75%,53.19%,-0.67%,-1.86%
Research & Development,20M,64M,81M,69M,66M
Other SG&A,2.48B,2.27B,3.5B,3.48B,-
Other Operating Expense,-,-,-,-,37M
Unusual Expense,75M,183M,234M,468M,164M
EBIT after Unusual Expense,1.29B,1.3B,2.37B,2.32B,2.7B
Non Operating Income/Expense,49M,(59M),(26M),29M,619M
Non-Operating Interest Income,3M,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,168M,446M,647M,597M,525M
Interest Expense Growth,-,165.48%,45.07%,-7.73%,-12.06%
Gross Interest Expense,169M,446M,647M,597M,525M
Interest Capitalized,1M,-,-,-,-
Pretax Income,1.17B,791M,1.69B,1.75B,2.8B
Pretax Income Growth,-,-32.57%,114.16%,3.48%,59.61%
Pretax Margin,-,-,-,-,22.06%
Income Tax,95M,202M,440M,428M,653M
Income Tax - Current Domestic,277M,245M,401M,400M,522M
Income Tax - Current Foreign,19M,38M,62M,79M,100M
Income Tax - Deferred Domestic,(204M),(74M),(30M),(37M),33M
Income Tax - Deferred Foreign,3M,(7M),7M,(14M),(2M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(2M),-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.08B,589M,1.25B,1.33B,2.15B
Minority Interest Expense,-,3M,-,-,(1M)
Net Income,1.08B,586M,1.25B,1.33B,2.15B
Net Income Growth,-,-45.54%,113.99%,5.66%,61.96%
Net Margin Growth,-,-,-,-,16.92%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.08B,586M,1.25B,1.33B,2.15B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.08B,586M,1.25B,1.33B,2.15B
EPS (Basic),5.91,0.54,0.89,0.94,1.52
EPS (Basic) Growth,-,-90.87%,65.26%,5.63%,60.99%
Basic Shares Outstanding,182M,1.09B,1.41B,1.41B,1.42B
EPS (Diluted),5.89,0.53,0.88,0.93,1.5
EPS (Diluted) Growth,-,-90.94%,65.52%,5.43%,61.31%
Diluted Shares Outstanding,182.8M,1.1B,1.42B,1.42B,1.43B
EBITDA,1.59B,1.94B,3.3B,3.28B,3.58B
EBITDA Growth,-,21.85%,69.96%,-0.45%,8.89%
EBITDA Margin,-,-,-,-,28.20%
