Item,2017,2018,2019,2020,2021
Sales/Revenue,24.33B,14.29B,13.85B,14.22B,15.66B
Sales Growth,-,-41.29%,-3.09%,2.68%,10.11%
Cost of Goods Sold (COGS) incl. D&A,16.7B,10.35B,9.05B,9.13B,9.92B
COGS Growth,-,-38.04%,-12.60%,0.95%,8.66%
COGS excluding D&A,15.16B,7.56B,7.45B,7.96B,8.68B
Depreciation & Amortization Expense,1.54B,2.79B,1.6B,1.18B,1.24B
Depreciation,1.02B,2.4B,1.12B,495M,521M
Amortization of Intangibles,528M,391M,475M,682M,722M
Gross Income,7.63B,3.94B,4.8B,5.09B,5.73B
Gross Income Growth,-,-48.40%,21.92%,5.94%,12.72%
Gross Profit Margin,-,-,-,-,36.61%
SG&A Expense,5.88B,4.4B,4.21B,4.19B,4.4B
SGA Growth,-,-25.20%,-4.19%,-0.64%,5.04%
Research & Development,1.51B,1.36B,1.15B,1.14B,1.19B
Other SG&A,4.36B,3.04B,3.07B,3.04B,-
Other Operating Expense,504M,-,-,-,-
Unusual Expense,1.16B,6.17B,1.03B,241M,303M
EBIT after Unusual Expense,94M,(6.17B),(440M),659M,1.03B
Non Operating Income/Expense,292M,76M,210M,5M,1.25B
Non-Operating Interest Income,124M,86M,59M,56M,77M
Equity in Affiliates (Pretax),56M,(1M),(9M),-,14M
Interest Expense,361M,337M,136M,45M,30M
Interest Expense Growth,-,-6.65%,-59.64%,-66.91%,-33.33%
Gross Interest Expense,361M,337M,136M,45M,30M
Interest Capitalized,-,-,-,-,-
Pretax Income,205M,(6.81B),(316M),675M,2.35B
Pretax Income Growth,-,"-3,420.00%",95.36%,313.61%,247.56%
Pretax Margin,-,-,-,-,14.99%
Income Tax,(2.52B),(31M),(46M),(81M),524M
Income Tax - Current Domestic,(336M),(144M),(10M),37M,(7M)
Income Tax - Current Foreign,469M,446M,317M,222M,329M
Income Tax - Deferred Domestic,(2.37B),(163M),(236M),(89M),219M
Income Tax - Deferred Foreign,(287M),(170M),(117M),(251M),(17M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.73B,(6.78B),(270M),756M,1.82B
Minority Interest Expense,20M,38M,18M,20M,10M
Net Income,2.71B,(6.81B),(288M),736M,1.81B
Net Income Growth,-,-351.50%,95.77%,355.56%,146.20%
Net Margin Growth,-,-,-,-,11.57%
Extraordinaries & Discontinued Operations,42M,1.75B,(671M),(55M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,42M,1.75B,(671M),(55M),(53M)
Net Income After Extraordinaries,2.75B,(5.07B),(959M),681M,1.76B
Preferred Dividends,7M,-,-,-,-
Net Income Available to Common,2.74B,(5.07B),(959M),681M,1.76B
EPS (Basic),3.66,(6.76),(1.28),0.91,2.39
EPS (Basic) Growth,-,-284.44%,81.07%,171.09%,162.79%
Basic Shares Outstanding,748.81M,749.4M,749.5M,748.7M,735.9M
EPS (Diluted),3.66,(6.76),(1.28),0.91,2.37
EPS (Diluted) Growth,-,-284.44%,81.07%,170.86%,161.63%
Diluted Shares Outstanding,748.81M,749.4M,749.5M,751.2M,741.6M
EBITDA,2.79B,2.33B,2.19B,2.08B,2.58B
EBITDA Growth,-,-16.51%,-6.18%,-5.03%,24.17%
EBITDA Margin,-,-,-,-,16.47%
