Item,2017,2018,2019,2020,2021
Sales/Revenue,2.49B,2.71B,2.89B,3.2B,3.46B
Sales Growth,-,9.06%,6.60%,10.52%,8.23%
Cost of Goods Sold (COGS) incl. D&A,982.87M,1.07B,1.1B,1.26B,1.4B
COGS Growth,-,8.54%,3.56%,13.83%,11.24%
COGS excluding D&A,610.56M,632.29M,664.12M,779.19M,848.28M
Depreciation & Amortization Expense,372.31M,434.52M,440.67M,478.39M,550.63M
Depreciation,341.41M,401.21M,402.09M,436.34M,502.61M
Amortization of Intangibles,30.9M,33.31M,38.58M,42.05M,48.02M
Gross Income,1.51B,1.65B,1.79B,1.94B,2.06B
Gross Income Growth,-,9.39%,8.57%,8.48%,6.27%
Gross Profit Margin,-,-,-,-,59.58%
SG&A Expense,1.11B,1.24B,1.21B,1.24B,1.26B
SGA Growth,-,11.44%,-2.19%,2.32%,1.31%
Research & Development,222.43M,246.17M,261.37M,269.32M,335.37M
Other SG&A,888.41M,991.8M,949.47M,969.58M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,255.64M,255.2M,199.57M,323.84M,310.85M
EBIT after Unusual Expense,(255.64M),154.5M,378.42M,377.83M,496.35M
Non Operating Income/Expense,175.49M,204.85M,169.07M,278.25M,288.59M
Non-Operating Interest Income,17.86M,26.94M,34.36M,29.12M,15.62M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,18.84M,43.2M,49.36M,69.12M,72.33M
Interest Expense Growth,-,129.32%,14.26%,40.02%,4.65%
Gross Interest Expense,22.83M,47.74M,55.57M,73.45M,76M
Interest Capitalized,3.99M,4.53M,6.2M,4.33M,3.67M
Pretax Income,314.19M,343.09M,532.48M,616.08M,728.22M
Pretax Income Growth,-,9.20%,55.20%,15.70%,18.20%
Pretax Margin,-,-,-,-,21.04%
Income Tax,91.43M,44.72M,53.35M,45.92M,62.57M
Income Tax - Current Domestic,47M,(19.07M),3.3M,10.14M,24.88M
Income Tax - Current Foreign,51.24M,64.27M,71.29M,76.16M,90.03M
Income Tax - Deferred Domestic,(2.45M),6.66M,(26.2M),(34.35M),(47.98M)
Income Tax - Deferred Foreign,(4.37M),(7.14M),4.97M,(6.02M),(4.36M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,(1.1M),(13.11M),(14.01M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,222.77M,298.37M,478.04M,557.05M,651.64M
Minority Interest Expense,-,-,-,-,-
Net Income,222.77M,298.37M,478.04M,557.05M,651.64M
Net Income Growth,-,33.94%,60.21%,16.53%,16.98%
Net Margin Growth,-,-,-,-,18.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,222.77M,298.37M,478.04M,557.05M,651.64M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,222.77M,298.37M,478.04M,557.05M,651.64M
EPS (Basic),1.3,1.78,2.94,3.43,4.01
EPS (Basic) Growth,-,36.92%,65.06%,16.68%,16.85%
Basic Shares Outstanding,171.56M,167.31M,162.71M,162.49M,162.67M
EPS (Diluted),1.29,1.76,2.9,3.37,3.93
EPS (Diluted) Growth,-,36.43%,65.04%,16.08%,16.56%
Diluted Shares Outstanding,172.71M,169.19M,164.57M,165.21M,165.8M
EBITDA,767.64M,844.22M,1.02B,1.18B,1.36B
EBITDA Growth,-,9.98%,20.66%,15.84%,15.06%
EBITDA Margin,-,-,-,-,39.23%
