Item,2017,2018,2019,2020,2021
Sales/Revenue,12.65B,20.57B,22.26B,22.46B,27.14B
Sales Growth,-,62.59%,8.21%,0.93%,20.82%
Cost of Goods Sold (COGS) incl. D&A,9.99B,16.63B,17.74B,17.29B,19.8B
COGS Growth,-,66.41%,6.69%,-2.53%,14.48%
COGS excluding D&A,9.93B,16.54B,17.65B,17.2B,19.71B
Depreciation & Amortization Expense,66.32M,91.18M,92.2M,94.55M,85.95M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.66B,3.94B,4.51B,5.17B,7.34B
Gross Income Growth,-,48.22%,14.60%,14.55%,42.02%
Gross Profit Margin,-,-,-,-,27.06%
SG&A Expense,1.27B,1.95B,2.01B,2.06B,2.25B
SGA Growth,-,53.27%,2.83%,2.40%,9.70%
Research & Development,-,-,-,-,-
Other SG&A,1.27B,1.95B,2.01B,2.06B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,314.44M,187.04M,46.05M,266K,(669.34M)
EBIT after Unusual Expense,1.07B,1.8B,2.46B,3.12B,5.76B
Non Operating Income/Expense,77.55M,488.35M,(22.66M),44.44M,85.37M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),49.48M,(14.78M),13.39M,(13.94M),(5.17M)
Interest Expense,7.16M,11.26M,17.62M,22.4M,20.14M
Interest Expense Growth,-,57.15%,56.51%,27.13%,-10.08%
Gross Interest Expense,290.36M,423.76M,422.72M,353.4M,275.04M
Interest Capitalized,283.2M,412.5M,405.1M,331M,254.9M
Pretax Income,1.19B,2.26B,2.43B,3.12B,5.82B
Pretax Income Growth,-,90.20%,7.58%,28.32%,86.28%
Pretax Margin,-,-,-,-,21.44%
Income Tax,417.86M,545.17M,592.17M,656.24M,1.36B
Income Tax - Current Domestic,326.81M,277.13M,352.1M,564.15M,1.17B
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,91.05M,268.04M,240.07M,92.08M,192.09M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(7.82M),(14.87M),(16.14M),(28.39M),(52.92M)
Consolidated Net Income,763.93M,1.7B,1.83B,2.44B,4.4B
Minority Interest Expense,(38.73M),21.68M,(6.93M),2.52M,26.44M
Net Income,802.66M,1.68B,1.83B,2.44B,4.38B
Net Income Growth,-,109.43%,9.04%,32.94%,79.64%
Net Margin Growth,-,-,-,-,16.13%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,802.66M,1.68B,1.83B,2.44B,4.38B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,802.66M,1.68B,1.83B,2.44B,4.38B
EPS (Basic),3.38,5.46,5.76,7.88,14.28
EPS (Basic) Growth,-,61.49%,5.46%,36.81%,81.28%
Basic Shares Outstanding,237.16M,307.97M,318.42M,309.41M,306.61M
EPS (Diluted),3.38,5.44,5.74,7.85,14.27
EPS (Diluted) Growth,-,60.86%,5.62%,36.62%,81.83%
Diluted Shares Outstanding,237.16M,308.57M,318.42M,309.41M,306.61M
EBITDA,1.45B,2.08B,2.6B,3.21B,5.18B
EBITDA Growth,-,43.30%,25.06%,23.51%,61.21%
EBITDA Margin,-,-,-,-,19.07%
