Item,2017,2018,2019,2020,2021
Sales/Revenue,39.41B,39.82B,44.68B,41.91B,50.59B
Sales Growth,-,1.04%,12.21%,-6.19%,20.71%
Premiums Earned,34.68B,36.51B,38.58B,38.17B,44.04B
Total Investment Income,3.4B,3.24B,3.16B,1.59B,3.29B
Realized Gains (Losses),489M,(234M),528M,942M,534M
Other Operating Income,839M,296M,2.41B,1.21B,2.72B
"Losses, Claims & Reserves",24.54B,25.41B,26.66B,22.55B,30.37B
"Losses, Claims & Reserves Growth",-,3.52%,4.92%,-15.40%,34.67%
"Losses, Benefits & Adjustments",23.85B,24.75B,26.02B,22.52B,30.33B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",10.33B,11.39B,11.46B,11.04B,13.24B
SGA Growth,-,10.31%,0.65%,-3.71%,19.99%
"Selling, General & Admin. Expenses",10.33B,11.39B,11.46B,11.04B,13.24B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,4.54B,3.02B,6.56B,8.32B,6.98B
Operating Income Growth,-,-33.46%,117.05%,26.90%,-16.15%
"Interest Expense, Net of Interest Capitalized",335M,332M,327M,318M,330M
Interest Expense (excl. Interest Capitalized),335M,332M,327M,318M,330M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,4.54B,3.02B,6.56B,8.32B,6.98B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,234M,67M,147M,1.2B,199M
Pretax Income,3.97B,2.62B,6.08B,6.8B,6.45B
Pretax Income Growth,-,-33.97%,132.00%,11.82%,-5.20%
Income Tax,802M,468M,1.24B,1.37B,1.29B
Income Tax - Current Domestic,1.02B,704M,991M,1.48B,841M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(216M),(236M),251M,(107M),448M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.17B,2.15B,4.84B,5.43B,5.16B
Minority Interest Expense,-,-,-,-,(33M)
Net Income,3.17B,2.15B,4.84B,5.43B,5.19B
Net Income Growth,-,-32.03%,124.74%,12.15%,-4.37%
Net Margin Growth,-,-,-,-,10.26%
Extraordinaries & Discontinued Operations,20M,6M,6M,-,-
Extra Items & Gain/Loss Sale Of Assets,20M,6M,6M,-,(4.09B)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,147M,498M
Net Income After Extraordinaries,3.19B,2.16B,4.85B,5.58B,1.6B
Preferred Dividends,116M,148M,169M,115M,114M
Net Income Available to Common,3.05B,2.01B,4.67B,5.46B,5.58B
EPS (Basic),8.49,5.78,14.25,17.53,18.91
EPS (Basic) Growth,-,-31.85%,146.39%,22.96%,7.92%
Basic Shares Outstanding,362M,347.8M,328.2M,311.6M,294.8M
EPS (Diluted),8.36,5.7,14.03,17.31,18.64
EPS (Diluted) Growth,-,-31.82%,146.24%,23.40%,7.70%
Diluted Shares Outstanding,367.8M,353.2M,333.5M,315.5M,299.1M
