Item,2017,2018,2019,2020,2021
Sales/Revenue,22.82B,21.03B,21.36B,19.21B,23.22B
Sales Growth,-,-7.87%,1.61%,-10.09%,20.90%
Cost of Goods Sold (COGS) incl. D&A,12.2B,10.24B,10.22B,9.49B,10.71B
COGS Growth,-,-16.07%,-0.15%,-7.18%,12.89%
COGS excluding D&A,10.84B,8.76B,8.61B,7.74B,8.84B
Depreciation & Amortization Expense,1.36B,1.48B,1.62B,1.75B,1.87B
Depreciation,1.23B,1.3B,1.39B,1.47B,1.53B
Amortization of Intangibles,135.9M,179.1M,225.7M,282M,337.4M
Gross Income,10.62B,10.79B,11.14B,9.72B,12.51B
Gross Income Growth,-,1.56%,3.29%,-12.77%,28.73%
Gross Profit Margin,-,-,-,-,53.87%
SG&A Expense,2.23B,2.2B,2.26B,2.56B,2.74B
SGA Growth,-,-1.39%,2.83%,12.99%,7.08%
Research & Development,-,-,-,-,-
Other SG&A,2.23B,2.2B,2.26B,2.56B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(771.3M),209.2M,(23.4M),(297.6M),(408.8M)
EBIT after Unusual Expense,9.16B,8.38B,23.4M,7.46B,10.18B
Non Operating Income/Expense,142.8M,264M,108.3M,(229.1M),(45.8M)
Non-Operating Interest Income,7M,4M,37M,18M,9M
Equity in Affiliates (Pretax),183.7M,151.5M,153.8M,117.4M,176.7M
Interest Expense,920.8M,980M,1.18B,1.23B,1.19B
Interest Expense Growth,-,6.43%,20.67%,3.61%,-2.54%
Gross Interest Expense,926.1M,985.6M,1.19B,1.23B,1.2B
Interest Capitalized,5.3M,5.6M,7.4M,6M,6.8M
Pretax Income,8.57B,7.82B,8.02B,6.14B,9.13B
Pretax Income Growth,-,-8.83%,2.58%,-23.41%,48.65%
Pretax Margin,-,-,-,-,39.31%
Income Tax,3.38B,1.89B,1.99B,1.41B,1.58B
Income Tax - Current Domestic,2.2B,476.8M,716.5M,673.2M,1.12B
Income Tax - Current Foreign,1.22B,1.31B,1.13B,730.6M,895.3M
Income Tax - Deferred Domestic,(107.3M),164.4M,58.5M,943.6M,(201.5M)
Income Tax - Deferred Foreign,70.9M,(61.8M),91.2M,(937.2M),(226.8M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.19B,5.92B,6.03B,4.73B,7.55B
Minority Interest Expense,-,-,-,-,-
Net Income,5.19B,5.92B,6.03B,4.73B,7.55B
Net Income Growth,-,14.10%,1.71%,-21.49%,59.50%
Net Margin Growth,-,-,-,-,32.49%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.19B,5.92B,6.03B,4.73B,7.55B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.19B,5.92B,6.03B,4.73B,7.55B
EPS (Basic),6.43,7.61,7.95,6.35,10.11
EPS (Basic) Growth,-,18.35%,4.44%,-20.07%,59.14%
Basic Shares Outstanding,807.4M,778.2M,758.1M,744.6M,746.3M
EPS (Diluted),6.37,7.54,7.88,6.31,10.04
EPS (Diluted) Growth,-,18.37%,4.47%,-19.94%,59.14%
Diluted Shares Outstanding,815.5M,785.6M,764.9M,750.1M,751.8M
EBITDA,9.75B,10.07B,10.5B,8.91B,11.64B
EBITDA Growth,-,3.23%,4.25%,-15.08%,30.61%
EBITDA Margin,-,-,-,-,50.13%
