Item,2017,2018,2019,2020,2021
Sales/Revenue,1.48B,2.06B,2.53B,3.63B,9.57B
Sales Growth,-,38.84%,22.97%,43.50%,163.78%
Cost of Goods Sold (COGS) incl. D&A,919.56M,1.21B,1.41B,2.43B,5.77B
COGS Growth,-,31.91%,16.05%,72.55%,137.67%
COGS excluding D&A,813.67M,1.06B,1.18B,1.83B,4.61B
Depreciation & Amortization Expense,105.89M,157.43M,224.62M,597M,1.17B
Depreciation,100.79M,144.73M,194.4M,541M,1.03B
Amortization of Intangibles,5.1M,12.7M,30.23M,56M,139M
Gross Income,561.24M,842.99M,1.12B,1.2B,3.8B
Gross Income Growth,-,50.20%,32.93%,7.00%,216.68%
Gross Profit Margin,-,-,-,-,39.68%
SG&A Expense,354.95M,502.39M,672.12M,1.1B,2.09B
SGA Growth,-,41.54%,33.78%,63.21%,90.61%
Research & Development,-,-,-,-,-
Other SG&A,354.95M,502.39M,672.12M,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,149.22M,32.19M,84.36M,682M,475M
EBIT after Unusual Expense,(149.22M),308.4M,364.09M,(682M),1.23B
Non Operating Income/Expense,(319K),(835K),49.58M,176M,(205M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(367K),(213K),(2.44M),-,-
Interest Expense,99.77M,171.73M,286.25M,1.2B,2.3B
Interest Expense Growth,-,72.13%,66.68%,319.92%,90.93%
Gross Interest Expense,99.77M,171.73M,286.25M,1.2B,2.3B
Interest Capitalized,-,-,-,-,-
Pretax Income,(43.39M),135.62M,124.98M,(1.61B),(1.27B)
Pretax Income Growth,-,412.57%,-7.85%,"-1,385.03%",20.98%
Pretax Margin,-,-,-,-,-13.26%
Income Tax,(116.77M),40.39M,43.98M,132M,(283M)
Income Tax - Current Domestic,(4.21M),6.56M,45.62M,(67M),(3M)
Income Tax - Current Foreign,-,-,-,2M,2M
Income Tax - Deferred Domestic,(112.56M),33.83M,(1.65M),197M,(325M)
Income Tax - Deferred Foreign,-,-,-,-,43M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,73.38M,95.24M,81M,(1.74B),(986M)
Minority Interest Expense,-,-,-,(1M),3M
Net Income,73.38M,95.24M,81M,(1.74B),(989M)
Net Income Growth,-,29.78%,-14.95%,"-2,244.42%",43.06%
Net Margin Growth,-,-,-,-,-10.33%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,(20M),(30M)
Net Income After Extraordinaries,73.38M,95.24M,81M,(1.76B),(1.02B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,73.38M,95.24M,81M,(1.76B),(1.02B)
EPS (Basic),1.09,1.23,1.04,(13.52),(4.83)
EPS (Basic) Growth,-,12.49%,-15.19%,"-1,396.07%",64.27%
Basic Shares Outstanding,67.13M,77.46M,77.68M,130M,211M
EPS (Diluted),1.08,1.22,1.03,(13.52),(4.83)
EPS (Diluted) Growth,-,12.91%,-15.29%,"-1,411.41%",64.27%
Diluted Shares Outstanding,68.1M,78.28M,78.59M,130M,211M
EBITDA,312.18M,498.02M,673.08M,699M,2.87B
EBITDA Growth,-,59.53%,35.15%,3.85%,310.73%
EBITDA Margin,-,-,-,-,30.00%
