Item,2017,2018,2019,2020,2021
Sales/Revenue,3.36B,3.41B,3.51B,4.13B,4.92B
Sales Growth,-,1.48%,2.80%,17.67%,19.29%
Cost of Goods Sold (COGS) incl. D&A,1.5B,1.75B,1.85B,2.13B,2.46B
COGS Growth,-,16.84%,5.83%,14.87%,15.64%
COGS excluding D&A,1.21B,1.44B,1.52B,1.74B,1.98B
Depreciation & Amortization Expense,287.8M,310.4M,331.1M,391M,480.4M
Depreciation,115.6M,157.6M,191M,249.2M,304M
Amortization of Intangibles,172.2M,152.8M,140.1M,141.8M,176.4M
Gross Income,1.86B,1.66B,1.65B,2B,2.46B
Gross Income Growth,-,-10.86%,-0.39%,20.81%,23.19%
Gross Profit Margin,-,-,-,-,50.01%
SG&A Expense,1.03B,1.17B,1.18B,1.29B,1.32B
SGA Growth,-,13.10%,0.91%,9.58%,1.97%
Research & Development,-,-,-,-,-
Other SG&A,1.03B,1.17B,1.18B,1.29B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,46.1M,812.4M,(84.7M),72.6M
EBIT after Unusual Expense,-,448M,(812.4M),793.2M,1.07B
Non Operating Income/Expense,7.7M,11.8M,33.3M,33.6M,20.8M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,92.8M,103.5M,111.7M,141.6M,145.6M
Interest Expense Growth,-,11.53%,7.92%,26.77%,2.82%
Gross Interest Expense,92.8M,103.5M,111.7M,141.6M,145.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,746.6M,356.3M,(413.8M),685.2M,949.2M
Pretax Income Growth,-,-52.28%,-216.14%,265.59%,38.53%
Pretax Margin,-,-,-,-,19.28%
Income Tax,148.6M,50M,(35.7M),159M,200.7M
Income Tax - Current Domestic,121M,20.8M,3.3M,58.8M,147.4M
Income Tax - Current Foreign,71.7M,31.5M,43.7M,33.7M,44M
Income Tax - Deferred Domestic,(17.9M),23.3M,(59.5M),40.5M,48M
Income Tax - Deferred Foreign,(26.2M),(25.6M),(23.2M),26M,(38.7M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,598M,306.3M,(378.1M),526.2M,748.5M
Minority Interest Expense,10.7M,6.5M,6M,6.1M,4.3M
Net Income,587.3M,299.8M,(384.1M),520.1M,744.2M
Net Income Growth,-,-48.95%,-228.12%,235.41%,43.09%
Net Margin Growth,-,-,-,-,15.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,587.3M,299.8M,(384.1M),520.1M,744.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,587.3M,299.8M,(384.1M),520.1M,744.2M
EPS (Basic),4.89,2.49,(3.18),4.28,6.11
EPS (Basic) Growth,-,-49.08%,-227.59%,234.74%,42.62%
Basic Shares Outstanding,120.1M,120.4M,120.9M,121.5M,121.9M
EPS (Diluted),4.83,2.47,(3.18),4.24,6.02
EPS (Diluted) Growth,-,-48.91%,-228.65%,233.31%,42.16%
Diluted Shares Outstanding,121.5M,121.4M,120.9M,122.8M,123.6M
EBITDA,1.12B,804.5M,808.1M,1.1B,1.63B
EBITDA Growth,-,-28.14%,0.45%,36.06%,47.98%
EBITDA Margin,-,-,-,-,33.04%
