Item,2017,2018,2019,2020,2021
Sales/Revenue,4.87B,5.11B,5.21B,4.68B,4.9B
Sales Growth,-,4.92%,1.85%,-10.12%,4.65%
Cost of Goods Sold (COGS) incl. D&A,2.09B,2.36B,2.25B,1.84B,2.14B
COGS Growth,-,13.02%,-4.60%,-18.52%,16.65%
COGS excluding D&A,1.52B,1.76B,1.53B,1.11B,1.39B
Depreciation & Amortization Expense,570.3M,599.6M,717.4M,725.9M,748.4M
Depreciation,559.3M,588.6M,706.4M,725.9M,748.4M
Amortization of Intangibles,11M,11M,11M,-,-
Gross Income,2.79B,2.75B,2.96B,2.85B,2.76B
Gross Income Growth,-,-1.15%,7.38%,-3.73%,-3.08%
Gross Profit Margin,-,-,-,-,56.31%
SG&A Expense,1.61B,2.35B,1.35B,1.59B,1.46B
SGA Growth,-,45.93%,-42.42%,17.07%,-8.19%
Research & Development,-,-,-,-,-
Other SG&A,1.61B,2.35B,1.35B,1.59B,-
Other Operating Expense,257.2M,274.8M,296.8M,299.2M,288.3M
Unusual Expense,111.5M,45.5M,414.5M,243.5M,-
EBIT after Unusual Expense,(111.5M),80.4M,890.7M,717.9M,-
Non Operating Income/Expense,(12.9M),35.7M,(12.9M),(384M),29.1M
Non-Operating Interest Income,4.6M,6.6M,7.7M,5.5M,4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,353.2M,353.3M,378.9M,370.7M,341.1M
Interest Expense Growth,-,0.03%,7.25%,-2.16%,-7.98%
Gross Interest Expense,359.4M,362.4M,386.4M,377.7M,345.7M
Interest Capitalized,6.2M,9.1M,7.5M,7M,4.6M
Pretax Income,443.1M,(230.6M),506.6M,(31.3M),706.6M
Pretax Income Growth,-,-152.04%,319.69%,-106.18%,"2,357.51%"
Pretax Margin,-,-,-,-,14.42%
Income Tax,314.5M,(180M),123.5M,(17.1M),117.8M
Income Tax - Current Domestic,7.8M,8.2M,5.2M,11.9M,5.9M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,307.7M,(187.2M),119.7M,(27.8M),113M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,1M,1M,1.4M,1.2M,1.1M
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,128.6M,(50.6M),383.1M,(14.2M),588.8M
Minority Interest Expense,-,-,-,3.4M,3.9M
Net Income,128.6M,(50.6M),383.1M,(17.6M),584.9M
Net Income Growth,-,-139.35%,857.11%,-104.59%,"3,423.30%"
Net Margin Growth,-,-,-,-,11.94%
Extraordinaries & Discontinued Operations,(100K),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(100K),-,-,-,-
Net Income After Extraordinaries,128.5M,(50.6M),383.1M,(17.6M),584.9M
Preferred Dividends,-,15M,55.1M,55.1M,55.1M
Net Income Available to Common,128.5M,(65.6M),328M,(72.7M),529.8M
EPS (Basic),0.39,(0.18),0.88,(0.19),1.35
EPS (Basic) Growth,-,-147.17%,575.82%,-121.61%,811.42%
Basic Shares Outstanding,329.39M,356.49M,374.65M,384.35M,393.6M
EPS (Diluted),0.39,(0.18),0.87,(0.19),1.27
EPS (Diluted) Growth,-,-147.36%,574.13%,-121.69%,771.04%
Diluted Shares Outstanding,330.76M,356.49M,375.99M,384.35M,417.3M
EBITDA,1.49B,725.5M,2.02B,1.69B,1.76B
EBITDA Growth,-,-51.19%,178.79%,-16.58%,4.49%
EBITDA Margin,-,-,-,-,35.98%
