Item,2017,2018,2019,2020,2021
Sales/Revenue,62.31B,67.94B,69.62B,67.84B,69.68B
Sales Growth,-,9.04%,2.47%,-2.55%,2.71%
Premiums Earned,38.99B,43.84B,42.24B,42.03B,42.01B
Total Investment Income,17.36B,16.17B,18.87B,17.12B,21.4B
Realized Gains (Losses),(308M),(298M),444M,103M,536M
Other Operating Income,6.26B,8.23B,8.07B,8.59B,5.74B
"Losses, Claims & Reserves",45.15B,47.92B,49.14B,47.77B,50.37B
"Losses, Claims & Reserves Growth",-,6.13%,2.54%,-2.79%,5.45%
"Losses, Benefits & Adjustments",38.31B,42.66B,41.46B,41.46B,43.95B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",12.49B,12.59B,12.73B,12.24B,11.67B
SGA Growth,-,0.80%,1.13%,-3.90%,-4.67%
"Selling, General & Admin. Expenses",11.65B,10.13B,10.31B,10.14B,9.61B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,2.39B,2.45B,2.64B,2.58B,2.75B
Other Operating Expense,842M,2.46B,2.43B,2.1B,2.05B
Operating Income Before Interest Expense,4.67B,7.43B,7.75B,7.84B,7.65B
Operating Income Growth,-,59.25%,4.32%,1.16%,-2.47%
"Interest Expense, Net of Interest Capitalized",1.13B,1.12B,955M,913M,920M
Interest Expense (excl. Interest Capitalized),1.13B,1.12B,955M,913M,920M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,4.67B,7.43B,7.75B,7.84B,7.65B
Non-Operating Income (Expense),-,-,-,-,1.4B
Miscellaneous Non Operating Expense,-,-,-,-,1.4B
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,3.54B,6.31B,6.8B,6.93B,8.13B
Pretax Income Growth,-,78.37%,7.74%,1.94%,17.31%
Income Tax,(1.47B),1.18B,886M,1.51B,1.55B
Income Tax - Current Domestic,(241M),(196M),(185M),298M,100M
Income Tax - Current Foreign,891M,932M,850M,882M,795M
Income Tax - Deferred Domestic,(2.37B),342M,(235M),(114M),835M
Income Tax - Deferred Foreign,253M,101M,456M,443M,(179M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.01B,5.13B,5.91B,5.42B,6.58B
Minority Interest Expense,10M,5M,10M,11M,21M
Net Income,5B,5.12B,5.9B,5.41B,6.55B
Net Income Growth,-,2.54%,15.15%,-8.34%,21.21%
Net Margin Growth,-,-,-,-,9.41%
Extraordinaries & Discontinued Operations,(986M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(986M),-,-,-,-
Net Income After Extraordinaries,4.01B,5.12B,5.9B,5.41B,6.55B
Preferred Dividends,103M,141M,178M,216M,201M
Net Income Available to Common,3.91B,4.98B,5.72B,5.19B,6.35B
EPS (Basic),3.65,4.95,6.1,5.72,7.36
EPS (Basic) Growth,-,35.60%,23.20%,-6.29%,28.78%
Basic Shares Outstanding,1.07B,1.01B,937.6M,907.8M,862.7M
EPS (Diluted),3.62,4.91,6.06,5.68,7.31
EPS (Diluted) Growth,-,35.64%,23.28%,-6.16%,28.55%
Diluted Shares Outstanding,1.08B,1.01B,944.4M,913.2M,869.4M
