Item,2017,2018,2019,2020,2021
Sales/Revenue,4.47B,4.91B,5.16B,5.34B,6.32B
Sales Growth,-,9.88%,5.07%,3.41%,18.36%
Cost of Goods Sold (COGS) incl. D&A,2.06B,2.23B,2.37B,2.5B,2.9B
COGS Growth,-,8.09%,6.19%,5.66%,15.70%
COGS excluding D&A,1.85B,2.02B,2.13B,2.2B,2.58B
Depreciation & Amortization Expense,214M,210M,238M,308M,321M
Depreciation,94M,102M,111M,119M,122M
Amortization of Intangibles,120M,108M,127M,189M,199M
Gross Income,2.41B,2.68B,2.79B,2.84B,3.42B
Gross Income Growth,-,11.42%,4.14%,1.50%,20.70%
Gross Profit Margin,-,-,-,-,54.17%
SG&A Expense,1.57B,1.78B,1.86B,1.88B,2.06B
SGA Growth,-,13.27%,4.73%,1.13%,9.30%
Research & Development,339M,387M,404M,397M,441M
Other SG&A,1.23B,1.39B,1.46B,1.48B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(5M),2M,9M,60M,(78M)
EBIT after Unusual Expense,845M,(2M),925M,895M,1.45B
Non Operating Income/Expense,15M,77M,31M,16M,(7M)
Non-Operating Interest Income,22M,38M,36M,8M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,79M,74M,73M,77M,80M
Interest Expense Growth,-,-6.33%,-1.35%,5.48%,3.90%
Gross Interest Expense,79M,74M,73M,77M,80M
Interest Capitalized,-,-,-,-,-
Pretax Income,803M,946M,919M,842M,1.36B
Pretax Income Growth,-,17.81%,-2.85%,-8.38%,61.52%
Pretax Margin,-,-,-,-,21.52%
Income Tax,119M,630M,(152M),123M,150M
Income Tax - Current Domestic,16M,521M,(187M),10M,139M
Income Tax - Current Foreign,1M,95M,290M,84M,(3M)
Income Tax - Deferred Domestic,109M,36M,12M,5M,-
Income Tax - Deferred Foreign,(7M),(22M),(267M),24M,14M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,684M,316M,1.07B,719M,1.21B
Minority Interest Expense,-,-,-,-,-
Net Income,684M,316M,1.07B,719M,1.21B
Net Income Growth,-,-53.80%,238.92%,-32.87%,68.29%
Net Margin Growth,-,-,-,-,19.15%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,684M,316M,1.07B,719M,1.21B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,684M,316M,1.07B,719M,1.21B
EPS (Basic),2.12,0.98,3.41,2.33,3.98
EPS (Basic) Growth,-,-53.57%,246.49%,-31.78%,71.06%
Basic Shares Outstanding,322M,321M,314M,309M,304M
EPS (Diluted),2.1,0.97,3.37,2.3,3.94
EPS (Diluted) Growth,-,-53.70%,246.38%,-31.57%,71.03%
Diluted Shares Outstanding,326M,325M,318M,312M,307M
EBITDA,1.05B,1.12B,1.17B,1.26B,1.69B
EBITDA Growth,-,5.98%,4.92%,7.76%,33.65%
EBITDA Margin,-,-,-,-,26.71%
