Item,2017,2018,2019,2020,2021
Sales/Revenue,718.5M,1.03B,1.48B,1.93B,2.45B
Sales Growth,-,43.58%,43.08%,30.54%,27.08%
Cost of Goods Sold (COGS) incl. D&A,226.4M,367.7M,544.5M,646.6M,768M
COGS Growth,-,62.41%,48.08%,18.75%,18.78%
COGS excluding D&A,210.3M,338.6M,495.8M,579.5M,666M
Depreciation & Amortization Expense,16.1M,29.1M,48.7M,67.1M,102M
Depreciation,16.1M,29.1M,46.9M,64M,96.3M
Amortization of Intangibles,-,-,1.8M,3.1M,5.7M
Gross Income,492.1M,663.9M,931.5M,1.28B,1.68B
Gross Income Growth,-,34.91%,40.31%,37.42%,31.28%
Gross Profit Margin,-,-,-,-,68.63%
SG&A Expense,525.4M,844.8M,789.2M,980.6M,1.41B
SGA Growth,-,60.79%,-6.58%,24.25%,44.27%
Research & Development,176.2M,412M,273.5M,359.9M,604.2M
Other SG&A,349.2M,432.8M,515.7M,620.7M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,(36.4M),-,5.9M,1.5M
EBIT after Unusual Expense,-,(144.5M),-,293.6M,264.3M
Non Operating Income/Expense,(5.8M),38.7M,(6.2M),2.9M,9.9M
Non-Operating Interest Income,3.3M,2M,28.4M,13.2M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,12.8M,22.7M,60.3M,84.7M,100.3M
Interest Expense Growth,-,77.34%,165.64%,40.46%,18.42%
Gross Interest Expense,12.8M,22.7M,60.3M,84.7M,100.3M
Interest Capitalized,-,-,-,-,-
Pretax Income,(48.6M),(126.5M),104.2M,225M,173.9M
Pretax Income Growth,-,-160.29%,182.37%,115.93%,-22.71%
Pretax Margin,-,-,-,-,7.10%
Income Tax,1.6M,600K,3.1M,(268.6M),19.2M
Income Tax - Current Domestic,100K,2.7M,1M,6.1M,14M
Income Tax - Current Foreign,1.5M,100K,1.9M,2.6M,10.1M
Income Tax - Deferred Domestic,-,(2.2M),-,(250.2M),2.1M
Income Tax - Deferred Foreign,-,-,200K,(27.1M),(7M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(50.2M),(127.1M),101.1M,493.6M,154.7M
Minority Interest Expense,-,-,-,-,-
Net Income,(50.2M),(127.1M),101.1M,493.6M,154.7M
Net Income Growth,-,-153.19%,179.54%,388.23%,-68.66%
Net Margin Growth,-,-,-,-,6.32%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(50.2M),(127.1M),101.1M,493.6M,154.7M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(50.2M),(127.1M),101.1M,493.6M,154.7M
EPS (Basic),(0.15),(0.36),0.28,1.31,0.4
EPS (Basic) Growth,-,-148.48%,176.99%,371.23%,-69.41%
Basic Shares Outstanding,345.2M,352.8M,364.4M,377.6M,386.8M
EPS (Diluted),(0.15),(0.36),0.27,1.27,0.39
EPS (Diluted) Growth,-,-148.48%,175.99%,362.24%,-69.47%
Diluted Shares Outstanding,345.2M,352.8M,369.2M,390M,400.4M
EBITDA,(17.2M),(151.8M),191M,366.6M,367.8M
EBITDA Growth,-,-782.56%,225.82%,91.94%,0.33%
EBITDA Margin,-,-,-,-,15.02%
