Item,2017,2018,2019,2020,2021
Sales/Revenue,1.2B,1.16B,1.16B,1.06B,1.36B
Sales Growth,-,-3.00%,-0.50%,-8.71%,28.99%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,17.05M,15.16M,16.55M,13.01M,14.88M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,796.02M,732.99M,711.77M,725.14M,917.35M
Total Interest Expense,191.96M,183.34M,177.4M,186.9M,204.13M
Depreciation & Amortization Expense,360.81M,310.38M,277.88M,288.96M,395.32M
Other Operating Expense,21.6M,18.2M,20.2M,23.7M,23.2M
Operating Income,404.81M,431.77M,447.11M,332.75M,447.23M
Operating Income Growth,-,6.66%,3.55%,-25.58%,34.40%
Non-Operating Income (Expense),96.1M,224.68M,84.23M,796.19M,555.81M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,96.1M,224.68M,84.23M,796.19M,555.81M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,69.08M,80.07M,41.94M,14.16M,53.79M
Pretax Income,239.87M,399.35M,312.01M,927.87M,745.13M
Pretax Income Growth,-,66.49%,-21.87%,197.39%,-19.70%
Pretax Margin,-,-,-,-,54.60%
Income Taxes,(880K),1.6M,(3.32M),978K,3.38M
Income Tax - Current Domestic,-,-,-,-,4.27M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,(360K)
Income Tax - Deferred Foreign,-,-,-,-,(529K)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,127.76M,100.72M,98.24M,75.98M,107.95M
Other After Tax Income (Expense),(2.13M),(2.38M),(2.6M),(6.35M),(5.35M)
Consolidated Net Income,437.54M,496.09M,410.96M,996.53M,844.35M
Minority Interest Expense,13.6M,7.52M,2.96M,(2.16M),(2.3M)
Net Income,423.94M,488.57M,408.01M,998.69M,846.65M
Net Income Growth,-,15.24%,-16.49%,144.77%,-15.22%
Net Margin Growth,-,-,-,-,62.04%
Extraordinaries & Discontinued Operations,71.16M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,71.16M,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,495.1M,488.57M,408.01M,998.69M,846.65M
Preferred Dividends,53.61M,58.19M,70.62M,25.42M,25.42M
Net Income Available to Common,299.17M,430.38M,337.39M,973.27M,821.24M
EPS (Basic),0.71,1.02,0.8,2.26,1.61
EPS (Basic) Growth,-,44.66%,-21.44%,181.45%,-28.68%
Basic Shares Outstanding,423.61M,420.64M,420.37M,429.95M,506.25M
EPS (Diluted),0.71,1.02,0.8,2.25,1.6
EPS (Diluted) Growth,-,44.56%,-21.57%,181.31%,-28.86%
Diluted Shares Outstanding,424.02M,421.38M,421.8M,431.63M,511.39M
