Item,2017,2018,2019,2020,2021
Sales/Revenue,239.93B,247.84B,254.62B,245.51B,276.09B
Sales Growth,-,3.29%,2.74%,-3.58%,12.46%
Cost of Goods Sold (COGS) incl. D&A,197.66B,197.12B,202.42B,196.73B,220.93B
COGS Growth,-,-0.27%,2.69%,-2.81%,12.30%
COGS excluding D&A,188.47B,187.34B,192.36B,186.13B,210.21B
Depreciation & Amortization Expense,9.19B,9.78B,10.06B,10.6B,10.72B
Depreciation,7.72B,8.39B,8.75B,9.32B,9.47B
Amortization of Intangibles,1.47B,1.39B,1.32B,1.28B,1.25B
Gross Income,42.27B,50.71B,52.2B,48.78B,55.16B
Gross Income Growth,-,19.97%,2.92%,-6.54%,13.08%
Gross Profit Margin,-,-,-,-,19.98%
SG&A Expense,18.2B,18.6B,19.51B,18.81B,20.14B
SGA Growth,-,2.23%,4.89%,-3.61%,7.09%
Research & Development,-,-,-,-,-
Other SG&A,18.2B,18.6B,19.51B,18.81B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(718M),23.03B,(71.07B),(44.12B),(77.34B)
EBIT after Unusual Expense,718M,9.08B,103.75B,74.1B,112.36B
Non Operating Income/Expense,420M,940M,1.73B,(15.05B),2.5B
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),3.01B,(2.17B),1.18B,726M,995M
Interest Expense,4.39B,3.85B,3.96B,4.08B,4.17B
Interest Expense Growth,-,-12.15%,2.80%,3.08%,2.18%
Gross Interest Expense,4.39B,3.85B,3.96B,4.08B,4.17B
Interest Capitalized,-,-,-,-,-
Pretax Income,23.84B,4B,102.7B,55.69B,111.69B
Pretax Income Growth,-,-83.22%,"2,466.76%",-45.77%,100.54%
Pretax Margin,-,-,-,-,40.45%
Income Tax,(21.52B),(321M),20.9B,12.44B,20.88B
Income Tax - Current Domestic,3.3B,5.18B,5.82B,5.05B,5.33B
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(24.81B),(5.5B),15.09B,7.39B,15.55B
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,45.35B,4.32B,81.79B,43.25B,90.81B
Minority Interest Expense,413M,301M,375M,732M,1.01B
Net Income,44.94B,4.02B,81.42B,42.52B,89.8B
Net Income Growth,-,-91.05%,"1,924.79%",-47.77%,111.18%
Net Margin Growth,-,-,-,-,32.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,44.94B,4.02B,81.42B,42.52B,89.8B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,44.94B,4.02B,81.42B,42.52B,89.8B
EPS (Basic),18.22,1.63,33.22,17.78,39.64
EPS (Basic) Growth,-,-91.05%,"1,937.08%",-46.48%,122.96%
Basic Shares Outstanding,2.47B,2.47B,2.45B,2.39B,2.27B
EPS (Diluted),18.22,1.63,33.22,17.78,39.64
EPS (Diluted) Growth,-,-91.05%,"1,937.08%",-46.48%,122.96%
Diluted Shares Outstanding,2.47B,2.47B,2.45B,2.39B,2.27B
EBITDA,33.26B,41.89B,42.75B,40.57B,45.74B
EBITDA Growth,-,25.94%,2.05%,-5.09%,12.74%
EBITDA Margin,-,-,-,-,16.57%
