Item,2017,2018,2019,2020,2021
Sales/Revenue,21.74B,23.31B,22.38B,17.57B,19.36B
Sales Growth,-,7.19%,-3.99%,-21.50%,10.24%
Cost of Goods Sold (COGS) incl. D&A,16.08B,16.85B,16.52B,13.39B,14.92B
COGS Growth,-,4.76%,-1.94%,-18.99%,11.44%
COGS excluding D&A,14.74B,15.52B,15.22B,12.25B,13.81B
Depreciation & Amortization Expense,1.34B,1.33B,1.31B,1.13B,1.11B
Depreciation,1.27B,1.27B,1.25B,1.09B,1.06B
Amortization of Intangibles,77M,59M,58M,45M,44M
Gross Income,5.66B,6.46B,5.85B,4.18B,4.45B
Gross Income Growth,-,14.10%,-9.34%,-28.60%,6.39%
Gross Profit Margin,-,-,-,-,22.97%
SG&A Expense,3.06B,3.29B,3.21B,2.64B,2.83B
SGA Growth,-,7.69%,-2.52%,-17.68%,7.16%
Research & Development,28M,30M,29M,-,-
Other SG&A,3.03B,3.26B,3.18B,-,-
Other Operating Expense,169M,171M,170M,136M,139M
Unusual Expense,483M,62M,138M,240M,554M
EBIT after Unusual Expense,(483M),2.93B,2.34B,(240M),925M
Non Operating Income/Expense,(532M),(618M),(244M),(390M),410M
Non-Operating Interest Income,186M,198M,215M,151M,93M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,758M,733M,706M,596M,429M
Interest Expense Growth,-,-3.30%,-3.68%,-15.58%,-28.02%
Gross Interest Expense,783M,763M,735M,627M,441M
Interest Capitalized,25M,30M,29M,31M,12M
Pretax Income,848M,1.78B,1.6B,329M,999M
Pretax Income Growth,-,110.02%,-9.94%,-79.49%,203.65%
Pretax Margin,-,-,-,-,5.16%
Income Tax,(1.09B),445M,634M,176M,188M
Income Tax - Current Domestic,(96M),264M,300M,129M,460M
Income Tax - Current Foreign,112M,165M,122M,(3M),37M
Income Tax - Deferred Domestic,(1.14B),62M,21M,-,(301M)
Income Tax - Deferred Foreign,40M,(46M),191M,50M,(8M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,177M,336M,250M,77M,313M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.11B,1.67B,1.22B,230M,1.12B
Minority Interest Expense,-,5M,(5M),-,2M
Net Income,2.11B,1.67B,1.23B,230M,1.12B
Net Income Growth,-,-21.00%,-26.51%,-81.22%,387.83%
Net Margin Growth,-,-,-,-,5.79%
Extraordinaries & Discontinued Operations,34M,345M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,252M,630M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,34M,345M,-,-,-
Net Income After Extraordinaries,2.14B,2.01B,1.23B,482M,1.75B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.14B,2.01B,1.23B,230M,1.12B
EPS (Basic),5.2,4.92,3.1,0.59,2.88
EPS (Basic) Growth,-,-5.33%,-36.99%,-81.12%,392.38%
Basic Shares Outstanding,412.7M,409.1M,395.3M,393M,389.4M
EPS (Diluted),5.13,4.86,3.07,0.58,2.86
EPS (Diluted) Growth,-,-5.36%,-36.77%,-81.08%,391.96%
Diluted Shares Outstanding,417.7M,414.2M,398.8M,395.7M,392.4M
EBITDA,3.78B,4.32B,3.78B,2.54B,2.59B
EBITDA Growth,-,14.45%,-12.51%,-32.96%,1.97%
EBITDA Margin,-,-,-,-,13.36%
