Item,2017,2018,2019,2020,2021
Sales/Revenue,11.44B,14.84B,28.23B,27.24B,30.79B
Sales Growth,-,29.72%,90.27%,-3.49%,13.03%
Cost of Goods Sold (COGS) incl. D&A,7.65B,10.85B,21.32B,20.01B,22.18B
COGS Growth,-,41.92%,96.49%,-6.14%,10.84%
COGS excluding D&A,6.46B,9.02B,16.64B,15.38B,17.54B
Depreciation & Amortization Expense,1.18B,1.83B,4.68B,4.63B,4.64B
Depreciation,1.09B,1.62B,3.94B,3.86B,3.91B
Amortization of Intangibles,91M,215M,735M,765M,723M
Gross Income,3.79B,3.99B,6.91B,7.23B,8.62B
Gross Income Growth,-,5.12%,73.33%,4.70%,19.09%
Gross Profit Margin,-,-,-,-,27.98%
SG&A Expense,1.3B,1.74B,3.64B,3.35B,3.33B
SGA Growth,-,34.00%,109.01%,-8.13%,-0.39%
Research & Development,93M,113M,184M,152M,143M
Other SG&A,1.21B,1.63B,3.46B,3.19B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(63M),357M,160M,607M,241M
EBIT after Unusual Expense,63M,(357M),3.11B,3.28B,5.04B
Non Operating Income/Expense,8M,3.31B,198M,151M,163M
Non-Operating Interest Income,-,80M,112M,55M,40M
Equity in Affiliates (Pretax),6M,8M,8M,10M,13M
Interest Expense,282M,238M,499M,114M,159M
Interest Expense Growth,-,-15.60%,109.66%,-77.15%,39.47%
Gross Interest Expense,310M,258M,537M,152M,216M
Interest Capitalized,28M,20M,38M,38M,57M
Pretax Income,2.29B,5.05B,2.93B,3.38B,5.1B
Pretax Income Growth,-,120.77%,-42.03%,15.61%,50.68%
Pretax Margin,-,-,-,-,16.56%
Income Tax,1.03B,817M,769M,847M,1.26B
Income Tax - Current Domestic,649M,383M,103M,202M,374M
Income Tax - Current Foreign,374M,620M,969M,1.01B,1.14B
Income Tax - Deferred Domestic,(202M),23M,85M,27M,71M
Income Tax - Deferred Foreign,205M,(209M),(388M),(395M),(325M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,47M,56M,114M,85M,119M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.31B,4.29B,2.27B,2.62B,3.96B
Minority Interest Expense,61M,15M,89M,125M,135M
Net Income,1.25B,4.27B,2.18B,2.5B,3.82B
Net Income Growth,-,242.66%,-48.91%,14.38%,53.02%
Net Margin Growth,-,-,-,-,12.41%
Extraordinaries & Discontinued Operations,-,108M,102M,4M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,108M,102M,4M,5M
Net Income After Extraordinaries,1.25B,4.38B,2.29B,2.5B,3.83B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.25B,4.38B,2.29B,2.5B,3.83B
EPS (Basic),4.36,13.26,4.22,4.75,7.4
EPS (Basic) Growth,-,204.38%,-68.15%,12.44%,55.89%
Basic Shares Outstanding,286.26M,330.4M,541.09M,526.74M,516.9M
EPS (Diluted),4.31,13.11,4.19,4.71,7.33
EPS (Diluted) Growth,-,203.99%,-68.03%,12.34%,55.70%
Diluted Shares Outstanding,289.11M,334.13M,545.17M,531.16M,521.88M
EBITDA,3.68B,4.07B,7.94B,8.52B,9.92B
EBITDA Growth,-,10.83%,94.97%,7.20%,16.48%
EBITDA Margin,-,-,-,-,32.21%
