Item,2017,2018,2019,2020,2021
Sales/Revenue,8.13B,8.91B,9.48B,4.34B,5.82B
Sales Growth,-,9.53%,6.46%,-54.27%,34.23%
Cost of Goods Sold (COGS) incl. D&A,6.5B,6.98B,7.39B,4.08B,4.35B
COGS Growth,-,7.32%,5.90%,-44.75%,6.59%
COGS excluding D&A,6.17B,6.66B,7.02B,3.72B,4.13B
Depreciation & Amortization Expense,336M,325M,375M,360M,220M
Depreciation,59M,54M,60M,57M,53M
Amortization of Intangibles,277M,271M,315M,303M,167M
Gross Income,1.63B,1.93B,2.09B,252M,1.47B
Gross Income Growth,-,18.38%,8.46%,-87.94%,482.14%
Gross Profit Margin,-,-,-,-,25.21%
SG&A Expense,439M,443M,441M,311M,405M
SGA Growth,-,0.91%,-0.45%,-29.48%,30.23%
Research & Development,-,-,-,-,-
Other SG&A,439M,443M,441M,311M,-
Other Operating Expense,56M,51M,72M,60M,45M
Unusual Expense,48M,9M,-,347M,69M
EBIT after Unusual Expense,(48M),1.42B,-,(466M),948M
Non Operating Income/Expense,10M,21M,92M,(21M),29M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,341M,366M,424M,437M,417M
Interest Expense Growth,-,7.33%,15.85%,3.07%,-4.58%
Gross Interest Expense,341M,366M,424M,437M,417M
Interest Capitalized,-,-,-,-,-
Pretax Income,753M,1.08B,1.24B,(924M),560M
Pretax Income Growth,-,43.16%,15.40%,-174.28%,160.61%
Pretax Margin,-,-,-,-,9.62%
Income Tax,(336M),309M,358M,(204M),153M
Income Tax - Current Domestic,298M,263M,250M,(38M),134M
Income Tax - Current Foreign,95M,60M,128M,69M,23M
Income Tax - Deferred Domestic,(702M),(66M),(66M),(136M),37M
Income Tax - Deferred Foreign,(27M),52M,46M,(99M),(41M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.09B,769M,886M,(720M),407M
Minority Interest Expense,5M,5M,5M,(5M),(3M)
Net Income,1.08B,764M,881M,(715M),410M
Net Income Growth,-,-29.52%,15.31%,-181.16%,157.34%
Net Margin Growth,-,-,-,-,7.04%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.08B,764M,881M,(715M),410M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.08B,764M,881M,(715M),410M
EPS (Basic),3.35,2.53,3.07,(2.58),1.47
EPS (Basic) Growth,-,-24.38%,21.33%,-184.09%,156.93%
Basic Shares Outstanding,324M,302M,287M,277M,279M
EPS (Diluted),3.32,2.5,3.04,(2.58),1.46
EPS (Diluted) Growth,-,-24.59%,21.52%,-184.97%,156.53%
Diluted Shares Outstanding,327M,305M,290M,277M,281M
EBITDA,1.47B,1.76B,1.95B,241M,1.24B
EBITDA Growth,-,19.69%,11.04%,-87.65%,413.28%
EBITDA Margin,-,-,-,-,21.25%
