Item,2017,2018,2019,2020,2021
Sales/Revenue,17.51B,18.88B,20.83B,5.6B,1.91B
Sales Growth,-,7.83%,10.30%,-73.13%,-65.90%
Cost of Goods Sold (COGS) incl. D&A,12.04B,13.11B,15.07B,8.52B,6.3B
COGS Growth,-,8.83%,14.96%,-43.46%,-26.08%
COGS excluding D&A,10.2B,11.09B,12.91B,6.11B,3.92B
Depreciation & Amortization Expense,1.85B,2.02B,2.16B,2.41B,2.37B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,5.47B,5.78B,5.76B,(2.92B),(4.39B)
Gross Income Growth,-,5.63%,-0.29%,-150.78%,-50.10%
Gross Profit Margin,-,-,-,-,-230.03%
SG&A Expense,2.27B,2.45B,2.48B,1.83B,1.87B
SGA Growth,-,8.17%,1.22%,-26.17%,2.24%
Research & Development,-,-,-,-,-
Other SG&A,2.27B,2.45B,2.48B,1.83B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,166M,(94M),(23M),4.56B,1.5B
EBIT after Unusual Expense,(166M),3.42B,3.3B,(9.32B),(7.76B)
Non Operating Income/Expense,(181M),(32M),(42M),(53M),(178M)
Non-Operating Interest Income,9M,14M,23M,18M,12M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,198M,194M,222M,901M,1.6B
Interest Expense Growth,-,-2.02%,14.43%,305.86%,77.14%
Gross Interest Expense,226M,230M,261M,967M,1.68B
Interest Capitalized,28M,36M,39M,66M,83M
Pretax Income,2.67B,3.21B,3.06B,(10.25B),(9.52B)
Pretax Income Growth,-,20.29%,-4.58%,-435.07%,7.13%
Pretax Margin,-,-,-,-,-499.06%
Income Tax,60M,55M,70M,(17M),(21M)
Income Tax - Current Domestic,60M,55M,70M,(17M),(21M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.61B,3.15B,2.99B,(10.24B),(9.5B)
Minority Interest Expense,-,-,-,-,-
Net Income,2.61B,3.15B,2.99B,(10.24B),(9.5B)
Net Income Growth,-,20.95%,-5.14%,-442.34%,7.18%
Net Margin Growth,-,-,-,-,-497.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.61B,3.15B,2.99B,(10.24B),(9.5B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.61B,3.15B,2.99B,(10.24B),(9.5B)
EPS (Basic),3.61,4.45,4.33,(13.21),(8.46)
EPS (Basic) Growth,-,23.27%,-2.62%,-404.80%,35.94%
Basic Shares Outstanding,722M,709M,690M,775M,1.12B
EPS (Diluted),3.59,4.44,4.32,(13.21),(8.46)
EPS (Diluted) Growth,-,23.68%,-2.68%,-405.68%,35.94%
Diluted Shares Outstanding,725M,710M,692M,775M,1.12B
EBITDA,5.05B,5.34B,5.44B,(2.34B),(3.89B)
EBITDA Growth,-,5.82%,1.78%,-143.08%,-66.01%
EBITDA Margin,-,-,-,-,-203.77%
