Item,2017,2018,2019,2020,2021
Sales/Revenue,5.76B,6.45B,4.56B,4.63B,5.25B
Sales Growth,-,12.10%,-29.27%,1.54%,13.38%
Cost of Goods Sold (COGS) incl. D&A,2.83B,3.13B,2.07B,2.02B,2.24B
COGS Growth,-,10.47%,-33.95%,-2.38%,11.26%
COGS excluding D&A,2.67B,2.87B,1.73B,1.63B,1.85B
Depreciation & Amortization Expense,158.3M,260.8M,341.5M,384M,395.5M
Depreciation,93.3M,125.7M,80.5M,74.1M,74.7M
Amortization of Intangibles,65M,135.1M,261M,309.9M,320.8M
Gross Income,2.92B,3.32B,2.5B,2.62B,3.01B
Gross Income Growth,-,13.68%,-24.86%,4.79%,15.03%
Gross Profit Margin,-,-,-,-,57.28%
SG&A Expense,1.76B,2.14B,1.97B,1.97B,2.18B
SGA Growth,-,21.35%,-7.96%,-0.06%,10.78%
Research & Development,369.3M,414.3M,320.3M,320.7M,354.8M
Other SG&A,1.39B,1.72B,1.65B,1.65B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,3.3M,7M,85.4M,(1.01B),36.7M
EBIT after Unusual Expense,(3.3M),1.18B,(85.4M),1.66B,794.8M
Non Operating Income/Expense,4M,(3M),35.4M,(2.4M),(14.1M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,88.7M,97M,142.6M,148.5M,103.2M
Interest Expense Growth,-,9.36%,47.01%,4.14%,-30.51%
Gross Interest Expense,88.7M,97M,142.6M,148.5M,103.2M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.07B,1.08B,336.7M,1.51B,677.5M
Pretax Income Growth,-,0.45%,-68.78%,347.79%,-55.06%
Pretax Margin,-,-,-,-,12.89%
Income Tax,189.3M,160.1M,68.6M,55.5M,63.3M
Income Tax - Current Domestic,180.5M,56.1M,28.4M,78.8M,29.3M
Income Tax - Current Foreign,69.8M,96.3M,48.7M,74.3M,75M
Income Tax - Deferred Domestic,(59.3M),27.3M,8.9M,(64.6M),(24.1M)
Income Tax - Deferred Foreign,(1.7M),(19.6M),(17.4M),(33M),(16.9M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,884.3M,918.3M,268.1M,1.45B,614.2M
Minority Interest Expense,-,-,-,-,-
Net Income,884.3M,918.3M,268.1M,1.45B,614.2M
Net Income Growth,-,3.84%,-70.80%,441.66%,-57.71%
Net Margin Growth,-,-,-,-,11.69%
Extraordinaries & Discontinued Operations,160.2M,2B,470.8M,161.1M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,160.2M,2B,470.8M,161.1M,(5.8M)
Net Income After Extraordinaries,1.04B,2.91B,738.9M,1.61B,608.4M
Preferred Dividends,-,34.9M,69M,69M,34.5M
Net Income Available to Common,1.04B,2.88B,669.9M,1.54B,573.9M
EPS (Basic),3.01,8.33,1.99,4.58,1.64
EPS (Basic) Growth,-,176.74%,-76.05%,129.44%,-64.07%
Basic Shares Outstanding,347.5M,345.5M,335.8M,337.4M,349M
EPS (Diluted),2.96,8.21,1.97,4.3,1.63
EPS (Diluted) Growth,-,177.36%,-76.00%,118.33%,-62.13%
Diluted Shares Outstanding,352.6M,350.7M,340M,359M,352.3M
EBITDA,1.32B,1.45B,870.8M,1.03B,1.23B
EBITDA Growth,-,9.57%,-39.79%,18.76%,18.64%
EBITDA Margin,-,-,-,-,23.35%
