Item,2017,2018,2019,2020,2021
Sales/Revenue,145.59B,147.05B,137.24B,122.49B,127B
Sales Growth,-,1.00%,-6.67%,-10.75%,3.69%
Cost of Goods Sold (COGS) incl. D&A,120.06B,125.15B,116.03B,101.91B,101.23B
COGS Growth,-,4.25%,-7.29%,-12.16%,-0.67%
COGS excluding D&A,108.09B,112.01B,101.97B,89.24B,89.18B
Depreciation & Amortization Expense,11.97B,13.14B,14.06B,12.68B,12.05B
Depreciation,11.69B,12.9B,13.86B,12.53B,11.91B
Amortization of Intangibles,278M,247M,202M,144M,141M
Gross Income,25.53B,21.9B,21.21B,20.57B,25.78B
Gross Income Growth,-,-14.24%,-3.12%,-3.02%,25.31%
Gross Profit Margin,-,-,-,-,20.30%
SG&A Expense,16.68B,17.01B,15.29B,13.24B,16.45B
SGA Growth,-,2.00%,-10.11%,-13.43%,24.29%
Research & Development,7.3B,7.8B,6.8B,6.2B,7.9B
Other SG&A,9.38B,9.21B,8.49B,7.04B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,250M,182M,206M,296M,(887M)
EBIT after Unusual Expense,(250M),4.7B,5.72B,7.04B,10.21B
Non Operating Income/Expense,1.44B,2B,806M,1.24B,2.01B
Non-Operating Interest Income,266M,335M,429M,241M,146M
Equity in Affiliates (Pretax),2.13B,2.16B,1.27B,674M,1.3B
Interest Expense,575M,655M,782M,1.1B,950M
Interest Expense Growth,-,13.91%,19.39%,40.41%,-13.48%
Gross Interest Expense,575M,655M,782M,1.1B,950M
Interest Capitalized,-,-,-,-,-
Pretax Income,11.86B,8.55B,7.44B,8.1B,12.72B
Pretax Income Growth,-,-27.94%,-13.02%,8.86%,57.08%
Pretax Margin,-,-,-,-,10.01%
Income Tax,11.53B,474M,769M,1.77B,2.77B
Income Tax - Current Domestic,101M,9M,144M,356M,162M
Income Tax - Current Foreign,552M,577M,758M,493M,395M
Income Tax - Deferred Domestic,7.64B,(328M),(142M),617M,1.93B
Income Tax - Deferred Foreign,3.24B,216M,9M,308M,286M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,330M,8.08B,6.67B,6.32B,9.95B
Minority Interest Expense,(18M),(9M),(65M),(106M),(74M)
Net Income,348M,8.08B,6.73B,6.43B,10.02B
Net Income Growth,-,"2,222.99%",-16.72%,-4.53%,55.89%
Net Margin Growth,-,-,-,-,7.89%
Extraordinaries & Discontinued Operations,(4.21B),(70M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,(3.9B),(70M),-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(312M),-,-,-,-
Net Income After Extraordinaries,(3.86B),8.01B,6.73B,6.43B,10.02B
Preferred Dividends,16M,98M,151M,180M,182M
Net Income Available to Common,20M,7.99B,6.58B,6.25B,9.84B
EPS (Basic),0.01,5.66,4.62,4.36,6.78
EPS (Basic) Growth,-,"41,516.18%",-18.35%,-5.67%,55.51%
Basic Shares Outstanding,1.47B,1.41B,1.42B,1.43B,1.45B
EPS (Diluted),0.01,5.58,4.57,4.33,6.7
EPS (Diluted) Growth,-,"41,547.01%",-18.05%,-5.27%,54.68%
Diluted Shares Outstanding,1.49B,1.43B,1.44B,1.44B,1.47B
EBITDA,20.82B,18.03B,19.98B,20.01B,21.37B
EBITDA Growth,-,-13.42%,10.84%,0.15%,6.80%
EBITDA Margin,-,-,-,-,16.83%
