Item,2017,2018,2019,2020,2021
Sales/Revenue,12.46B,9.42B,9.99B,10.12B,12.4B
Sales Growth,-,-24.43%,6.03%,1.34%,22.55%
Cost of Goods Sold (COGS) incl. D&A,9.06B,6.51B,6.89B,7.3B,8.73B
COGS Growth,-,-28.20%,5.96%,5.94%,19.49%
COGS excluding D&A,8.87B,6.36B,6.71B,7.12B,8.52B
Depreciation & Amortization Expense,193.07M,143.63M,184.94M,185.54M,209.53M
Depreciation,67.3M,58.1M,64.4M,64.3M,70.4M
Amortization of Intangibles,125.77M,85.53M,120.54M,121.24M,139.13M
Gross Income,3.4B,2.91B,3.09B,2.81B,3.67B
Gross Income Growth,-,-14.37%,6.19%,-8.95%,30.48%
Gross Profit Margin,-,-,-,-,29.61%
SG&A Expense,2.53B,2.22B,2.36B,2.25B,2.82B
SGA Growth,-,-12.51%,6.34%,-4.71%,25.39%
Research & Development,-,-,-,-,-
Other SG&A,2.53B,2.22B,2.36B,2.25B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,5.33M,92.86M,14.71M,32.09M,3.15M
EBIT after Unusual Expense,(5.33M),(92.86M),718.26M,535.3M,851.66M
Non Operating Income/Expense,(420K),(3.26M),(2.92M),(3.87M),41K
Non-Operating Interest Income,17.55M,15.49M,15.76M,9.84M,6.45M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,53.65M,76.02M,50.79M,41.38M,27.6M
Interest Expense Growth,-,41.68%,-33.18%,-18.54%,-33.30%
Gross Interest Expense,53.65M,76.02M,50.79M,41.38M,27.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,822.85M,536.84M,680.31M,499.9M,830.55M
Pretax Income Growth,-,-34.76%,26.73%,-26.52%,66.14%
Pretax Margin,-,-,-,-,6.70%
Income Tax,362.51M,107.43M,159.52M,95.37M,197.35M
Income Tax - Current Domestic,311.94M,94.39M,121.57M,107.55M,165.58M
Income Tax - Current Foreign,50.08M,38.43M,42M,40.8M,42.75M
Income Tax - Deferred Domestic,14.54M,(1.42M),7.23M,(22.92M),(14.68M)
Income Tax - Deferred Foreign,(14.06M),(23.97M),(11.29M),(30.06M),3.7M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(1.05M),21.04M,17.9M,12.34M,20.01M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,459.29M,450.44M,538.69M,416.87M,653.21M
Minority Interest Expense,52.99M,19.72M,24.77M,15.63M,29.29M
Net Income,406.3M,430.72M,513.92M,401.24M,623.91M
Net Income Growth,-,6.01%,19.32%,-21.93%,55.50%
Net Margin Growth,-,-,-,-,5.03%
Extraordinaries & Discontinued Operations,-,105.16M,180.81M,2.56M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,186.77M,1.57M,7.32M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,105.16M,(5.96M),986K,-
Net Income After Extraordinaries,406.3M,535.88M,694.73M,403.79M,631.23M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,406.3M,535.88M,507.97M,402.22M,623.91M
EPS (Basic),2.59,3.51,3.44,2.82,4.45
EPS (Basic) Growth,-,35.46%,-2.11%,-17.86%,57.79%
Basic Shares Outstanding,156.79M,152.66M,147.82M,142.5M,140.09M
EPS (Diluted),2.57,3.49,3.4,2.8,4.4
EPS (Diluted) Growth,-,35.76%,-2.38%,-17.59%,56.90%
Diluted Shares Outstanding,158.21M,153.71M,149.26M,143.4M,141.77M
EBITDA,1.06B,837.1M,917.91M,752.93M,1.06B
EBITDA Growth,-,-20.86%,9.65%,-17.97%,41.36%
EBITDA Margin,-,-,-,-,8.58%
