Item,2017,2018,2019,2020,2021
Sales/Revenue,3.89B,4.38B,4.93B,4.86B,5.55B
Sales Growth,-,12.66%,12.46%,-1.47%,14.32%
Cost of Goods Sold (COGS) incl. D&A,2.9B,3.28B,3.67B,3.58B,4.18B
COGS Growth,-,13.30%,11.92%,-2.66%,16.88%
COGS excluding D&A,2.59B,2.94B,3.26B,3.14B,3.67B
Depreciation & Amortization Expense,305.97M,346.25M,409.94M,435.08M,512M
Depreciation,282.2M,311.32M,369.4M,388.47M,443.8M
Amortization of Intangibles,23.77M,34.92M,40.54M,46.61M,68.2M
Gross Income,993.51M,1.1B,1.26B,1.28B,1.37B
Gross Income Growth,-,10.81%,14.07%,2.04%,7.17%
Gross Profit Margin,-,-,-,-,24.74%
SG&A Expense,324.97M,333.37M,370.55M,359.77M,417.6M
SGA Growth,-,2.58%,11.15%,-2.91%,16.07%
Research & Development,-,-,-,-,-
Other SG&A,324.97M,333.37M,370.55M,359.77M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,20.6M,19.41M,6.5M,7.03M,22.3M
EBIT after Unusual Expense,(20.6M),748.16M,878.85M,914.68M,933.5M
Non Operating Income/Expense,1.39M,10.93M,7.54M,(38.77M),86M
Non-Operating Interest Income,4.44M,554K,1.16M,1.57M,1.6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,292.45M,136.36M,129.85M,133.67M,147.3M
Interest Expense Growth,-,-53.37%,-4.77%,2.95%,10.19%
Gross Interest Expense,297.63M,140.03M,133.74M,137.16M,151.5M
Interest Capitalized,5.18M,3.67M,3.9M,3.49M,4.2M
Pretax Income,361.32M,623.29M,757.7M,743.8M,873.8M
Pretax Income Growth,-,72.51%,21.56%,-1.83%,17.48%
Pretax Margin,-,-,-,-,15.74%
Income Tax,(232.08M),105.45M,135.2M,155.8M,200.1M
Income Tax - Current Domestic,(2.76M),36.24M,55.64M,93.01M,138.5M
Income Tax - Current Foreign,3.11M,4.28M,3.3M,942K,(5M)
Income Tax - Deferred Domestic,(232.24M),67.59M,76.47M,61.69M,65.7M
Income Tax - Deferred Foreign,(193K),(2.65M),(213K),167K,900K
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,593.39M,517.84M,622.5M,588M,673.7M
Minority Interest Expense,-,-,-,-,(400K)
Net Income,593.39M,517.84M,622.5M,588M,674.1M
Net Income Growth,-,-12.73%,20.21%,-5.54%,14.64%
Net Margin Growth,-,-,-,-,12.14%
Extraordinaries & Discontinued Operations,7.79M,(2.04M),(4.84M),(3.52M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,7.79M,(2.04M),(4.84M),(3.52M),(3.3M)
Net Income After Extraordinaries,601.19M,515.81M,617.66M,584.48M,670.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,601.19M,515.81M,617.66M,584.48M,670.8M
EPS (Basic),4.54,3.9,4.67,4.41,5.05
EPS (Basic) Growth,-,-14.12%,19.83%,-5.57%,14.58%
Basic Shares Outstanding,132.51M,132.39M,132.3M,132.58M,132.8M
EPS (Diluted),4.46,3.85,4.63,4.39,5.02
EPS (Diluted) Growth,-,-13.59%,20.23%,-5.27%,14.55%
Diluted Shares Outstanding,134.88M,133.93M,133.39M,133.25M,133.5M
EBITDA,974.51M,1.11B,1.3B,1.36B,1.47B
EBITDA Growth,-,14.30%,16.29%,4.75%,8.18%
EBITDA Margin,-,-,-,-,26.44%
