Item,2018,2019,2020,2021,2022
Sales/Revenue,9.71B,11.72B,10.92B,16.68B,26.91B
Sales Growth,-,20.61%,-6.81%,52.73%,61.40%
Cost of Goods Sold (COGS) incl. D&A,3.88B,4.5B,4.14B,6.28B,9.44B
COGS Growth,-,16.12%,-8.17%,51.85%,50.33%
COGS excluding D&A,3.68B,4.24B,3.75B,5.18B,8.27B
Depreciation & Amortization Expense,199M,262M,381M,1.1B,1.17B
Depreciation,144M,233M,356M,486M,611M
Amortization of Intangibles,55M,29M,25M,612M,563M
Gross Income,5.84B,7.21B,6.78B,10.4B,17.48B
Gross Income Growth,-,23.59%,-5.96%,53.27%,68.09%
Gross Profit Margin,-,-,-,-,64.93%
SG&A Expense,2.6B,3.37B,3.89B,5.78B,6.8B
SGA Growth,-,29.47%,15.66%,48.51%,17.61%
Research & Development,1.8B,2.38B,2.83B,3.92B,5.27B
Other SG&A,802M,989M,1.06B,1.86B,-
Other Operating Expense,14M,(2M),-,-,-
Unusual Expense,13M,46M,45M,84M,536M
EBIT after Unusual Expense,3.21B,3.8B,2.85B,4.53B,10.14B
Non Operating Income/Expense,(22M),14M,(2M),4M,7M
Non-Operating Interest Income,69M,136M,178M,57M,29M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,61M,58M,52M,184M,236M
Interest Expense Growth,-,-4.92%,-10.34%,253.85%,28.26%
Gross Interest Expense,61M,58M,52M,184M,236M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.2B,3.9B,2.97B,4.41B,9.94B
Pretax Income Growth,-,21.90%,-23.77%,48.45%,125.47%
Pretax Margin,-,-,-,-,36.94%
Income Tax,149M,(245M),174M,77M,189M
Income Tax - Current Domestic,465M,1M,69M,198M,524M
Income Tax - Current Foreign,43M,69M,87M,161M,71M
Income Tax - Deferred Domestic,(376M),(315M),2M,(246M),(420M)
Income Tax - Deferred Foreign,17M,-,16M,(36M),14M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.05B,4.14B,2.8B,4.33B,9.75B
Minority Interest Expense,-,-,-,-,-
Net Income,3.05B,4.14B,2.8B,4.33B,9.75B
Net Income Growth,-,35.90%,-32.48%,54.94%,125.12%
Net Margin Growth,-,-,-,-,36.23%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,3.05B,4.14B,2.8B,4.33B,9.75B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,3.05B,4.14B,2.8B,4.33B,9.75B
EPS (Basic),1.27,1.7,1.15,1.76,3.91
EPS (Basic) Growth,-,33.79%,-32.58%,52.93%,122.58%
Basic Shares Outstanding,2.4B,2.43B,2.44B,2.47B,2.5B
EPS (Diluted),1.21,1.66,1.13,1.72,3.85
EPS (Diluted) Growth,-,37.55%,-31.76%,52.46%,123.07%
Diluted Shares Outstanding,2.53B,2.5B,2.47B,2.51B,2.54B
EBITDA,3.42B,4.11B,3.27B,5.71B,11.85B
EBITDA Growth,-,20.16%,-20.43%,74.63%,107.40%
EBITDA Margin,-,-,-,-,44.03%
