Item,2017,2018,2019,2020,2021
Sales/Revenue,7.65B,7.68B,7.52B,7.24B,8.32B
Sales Growth,-,0.41%,-2.04%,-3.74%,14.83%
Cost of Goods Sold (COGS) incl. D&A,5.68B,6.06B,5.78B,5.28B,6.55B
COGS Growth,-,6.58%,-4.58%,-8.68%,24.01%
COGS excluding D&A,4.88B,5.21B,4.85B,4.3B,5.47B
Depreciation & Amortization Expense,798.6M,845.8M,926.3M,975.9M,1.07B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.97B,1.62B,1.74B,1.96B,1.77B
Gross Income Growth,-,-17.45%,7.44%,12.62%,-9.83%
Gross Profit Margin,-,-,-,-,21.30%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,194.9M,196.9M,201.8M,208M,210.3M
Unusual Expense,-,-,-,38.4M,36.3M
EBIT after Unusual Expense,-,-,-,1.72B,1.52B
Non Operating Income/Expense,80.6M,114M,92.5M,27.4M,266.2M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),154.3M,136.7M,127.6M,175.8M,178M
Interest Expense,417.9M,446.7M,502.6M,491.6M,469.8M
Interest Expense Growth,-,6.89%,12.51%,-2.19%,-4.43%
Gross Interest Expense,422.8M,453.6M,508.5M,499.6M,476.6M
Interest Capitalized,4.9M,6.9M,5.9M,8M,6.8M
Pretax Income,1.59B,1.23B,1.26B,1.43B,1.5B
Pretax Income Growth,-,-22.54%,2.39%,13.46%,4.86%
Pretax Margin,-,-,-,-,18.02%
Income Tax,383.5M,169.8M,125M,227.9M,200.3M
Income Tax - Current Domestic,111.8M,(127.5M),(37.9M),49.2M,93.9M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,274.4M,300.1M,167.7M,182.2M,111M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,2.7M,2.8M,4.8M,3.5M,4.6M
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.2B,1.06B,1.13B,1.2B,1.3B
Minority Interest Expense,-,-,(500K),300K,(3M)
Net Income,1.2B,1.06B,1.14B,1.2B,1.3B
Net Income Growth,-,-11.98%,7.04%,5.81%,8.36%
Net Margin Growth,-,-,-,-,15.65%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.2B,1.06B,1.14B,1.2B,1.3B
Preferred Dividends,1.2M,1.2M,1.2M,1.2M,1.2M
Net Income Available to Common,1.2B,1.06B,1.13B,1.2B,1.3B
EPS (Basic),3.81,3.36,3.6,3.8,4.12
EPS (Basic) Growth,-,-11.81%,7.01%,5.81%,8.37%
Basic Shares Outstanding,315.6M,315.5M,315.4M,315.4M,315.4M
EPS (Diluted),3.79,3.34,3.58,3.79,4.11
EPS (Diluted) Growth,-,-11.87%,7.21%,5.88%,8.44%
Diluted Shares Outstanding,317.2M,316.9M,316.7M,316.5M,316.3M
EBITDA,2.57B,2.27B,2.47B,2.73B,2.64B
EBITDA Growth,-,-11.59%,8.64%,10.67%,-3.55%
EBITDA Margin,-,-,-,-,31.69%
