Item,2017,2018,2019,2020,2021
Sales/Revenue,5.18B,6.03B,6.78B,7.68B,9.63B
Sales Growth,-,16.38%,12.60%,13.19%,25.45%
Cost of Goods Sold (COGS) incl. D&A,811M,984M,1.17B,1.38B,1.83B
COGS Growth,-,21.33%,19.21%,17.99%,32.15%
COGS excluding D&A,575M,731M,948M,1.11B,1.4B
Depreciation & Amortization Expense,236M,253M,225M,278M,425M
Depreciation,214M,228M,199M,249M,228M
Amortization of Intangibles,22M,25M,26M,29M,197M
Gross Income,4.37B,5.04B,5.61B,6.3B,7.8B
Gross Income Growth,-,15.46%,11.31%,12.19%,23.97%
Gross Profit Margin,-,-,-,-,81.01%
SG&A Expense,2.97B,3.48B,3.76B,4.12B,5.27B
SGA Growth,-,17.17%,7.93%,9.64%,28.02%
Research & Development,998M,1.19B,1.23B,1.39B,1.68B
Other SG&A,1.97B,2.3B,2.52B,2.73B,3.6B
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,31M
EBIT after Unusual Expense,-,-,-,-,2.5B
Non Operating Income/Expense,(5M),8M,(4M),(3M),74M
Non-Operating Interest Income,8M,18M,46M,39M,11M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,31M,20M,15M,14M,29M
Interest Expense Growth,-,-35.48%,-25.00%,-6.67%,107.14%
Gross Interest Expense,31M,20M,15M,14M,29M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.37B,1.57B,1.88B,2.2B,2.56B
Pretax Income Growth,-,14.56%,20.11%,16.85%,16.29%
Pretax Margin,-,-,-,-,26.53%
Income Tax,396M,237M,324M,372M,494M
Income Tax - Current Domestic,381M,235M,338M,451M,520M
Income Tax - Current Foreign,8M,14M,14M,21M,17M
Income Tax - Deferred Domestic,5M,(12M),(27M),(94M),(44M)
Income Tax - Deferred Foreign,2M,-,(1M),(6M),1M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,971M,1.33B,1.56B,1.83B,2.06B
Minority Interest Expense,-,-,-,-,-
Net Income,971M,1.33B,1.56B,1.83B,2.06B
Net Income Growth,-,36.87%,17.16%,17.28%,12.92%
Net Margin Growth,-,-,-,-,21.41%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,971M,1.33B,1.56B,1.83B,2.06B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,971M,1.33B,1.56B,1.83B,2.06B
EPS (Basic),3.78,5.19,5.99,7,7.64
EPS (Basic) Growth,-,37.34%,15.35%,16.83%,9.16%
Basic Shares Outstanding,257M,256M,260M,261M,270M
EPS (Diluted),3.72,5.09,5.9,6.92,7.55
EPS (Diluted) Growth,-,36.88%,15.82%,17.28%,9.20%
Diluted Shares Outstanding,261M,261M,264M,264M,273M
EBITDA,1.63B,1.81B,2.08B,2.45B,2.96B
EBITDA Growth,-,11.16%,14.67%,18.04%,20.46%
EBITDA Margin,-,-,-,-,30.69%
