Item,2017,2018,2019,2020,2021
Sales/Revenue,30.17B,23.4B,23.97B,22.32B,23.67B
Sales Growth,-,-22.44%,2.43%,-6.89%,6.05%
Cost of Goods Sold (COGS) incl. D&A,20.87B,15.73B,16.27B,14.9B,15.62B
COGS Growth,-,-24.63%,3.45%,-8.39%,4.80%
COGS excluding D&A,19.68B,14.9B,15.44B,14.08B,14.77B
Depreciation & Amortization Expense,1.19B,824M,825M,822M,845M
Depreciation,699M,448M,448M,436M,410M
Amortization of Intangibles,489M,376M,377M,386M,435M
Gross Income,9.31B,7.68B,7.7B,7.42B,8.05B
Gross Income Growth,-,-17.54%,0.34%,-3.71%,8.58%
Gross Profit Margin,-,-,-,-,34.02%
SG&A Expense,6.16B,5.75B,6.26B,5.66B,5.28B
SGA Growth,-,-6.58%,8.83%,-9.54%,-6.66%
Research & Development,360M,310M,319M,274M,275M
Other SG&A,5.8B,5.44B,5.94B,5.39B,5.01B
Other Operating Expense,-,-,-,-,-
Unusual Expense,370M,217M,349M,701M,48M
EBIT after Unusual Expense,2.78B,(217M),1.09B,1.05B,2.72B
Non Operating Income/Expense,51M,129M,12M,9M,43M
Non-Operating Interest Income,19M,13M,61M,23M,9M
Equity in Affiliates (Pretax),240M,177M,192M,171M,261M
Interest Expense,534M,481M,303M,353M,418M
Interest Expense Growth,-,-9.93%,-37.01%,16.50%,18.41%
Gross Interest Expense,534M,481M,303M,354M,418M
Interest Capitalized,-,-,-,1M,-
Pretax Income,2.56B,1.55B,1.06B,903M,2.61B
Pretax Income Growth,-,-39.56%,-31.69%,-14.49%,189.48%
Pretax Margin,-,-,-,-,11.04%
Income Tax,705M,197M,(233M),108M,868M
Income Tax - Current Domestic,(231M),502M,(1.06B),381M,567M
Income Tax - Current Foreign,373M,434M,213M,264M,265M
Income Tax - Deferred Domestic,634M,(382M),496M,(425M),39M
Income Tax - Deferred Foreign,(71M),(357M),116M,(112M),(3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.85B,1.35B,1.29B,795M,1.75B
Minority Interest Expense,199M,174M,189M,164M,233M
Net Income,1.65B,1.18B,1.1B,631M,1.51B
Net Income Growth,-,-28.96%,-6.38%,-42.64%,139.78%
Net Margin Growth,-,-,-,-,6.39%
Extraordinaries & Discontinued Operations,(43M),987M,4.57B,-,124M
Extra Items & Gain/Loss Sale Of Assets,-,-,5.2B,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(43M),987M,(626M),-,124M
Net Income After Extraordinaries,1.61B,2.16B,5.67B,631M,1.64B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.61B,2.16B,474M,631M,1.64B
EPS (Basic),1.72,2.34,0.54,0.84,2.28
EPS (Basic) Growth,-,35.78%,-76.68%,54.25%,171.89%
Basic Shares Outstanding,935.3M,925.7M,870.2M,751M,716.6M
EPS (Diluted),1.71,2.32,0.54,0.84,2.27
EPS (Diluted) Growth,-,35.70%,-76.63%,54.43%,171.12%
Diluted Shares Outstanding,944.6M,931.7M,874.3M,753.6M,721.1M
EBITDA,4.34B,2.75B,2.27B,2.58B,3.61B
EBITDA Growth,-,-36.66%,-17.50%,13.58%,40.22%
EBITDA Margin,-,-,-,-,15.26%
