Item,2018,2019,2020,2021,2022
Sales/Revenue,4.41B,4.46B,4.67B,5.13B,5.74B
Sales Growth,-,1.30%,4.50%,9.86%,11.92%
Cost of Goods Sold (COGS) incl. D&A,3.17B,3.13B,3.23B,3.57B,-
COGS Growth,-,-1.12%,3.28%,10.39%,-
COGS excluding D&A,2.96B,2.87B,2.94B,3.24B,3.65B
Depreciation & Amortization Expense,212.1M,260M,299.3M,334.7M,464M
Depreciation,63.4M,65.8M,50.6M,38.8M,82.4M
Amortization of Intangibles,100.2M,106.8M,146.1M,182.3M,381.6M
Gross Income,1.24B,1.33B,1.43B,1.55B,1.62B
Gross Income Growth,-,7.49%,7.35%,8.67%,4.17%
Gross Profit Margin,-,-,-,-,28.23%
SG&A Expense,564.5M,577.5M,626.5M,726.2M,-
SGA Growth,-,2.30%,8.48%,15.91%,-
Research & Development,-,-,-,-,-
Other SG&A,564.5M,577.5M,626.5M,726.2M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,45.3M,(7.4M),-
EBIT after Unusual Expense,-,-,758.9M,836M,-
Non Operating Income/Expense,(75.7M),(106.2M),(120.6M),(84.5M),(3M)
Non-Operating Interest Income,3.8M,4.2M,3.7M,2.2M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,42.4M,45.9M,62.5M,57.5M,-
Interest Expense Growth,-,8.25%,36.17%,-8.00%,-
Gross Interest Expense,42.4M,45.9M,62.5M,57.5M,84.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,561M,607.3M,579.5M,696.2M,672.2M
Pretax Income Growth,-,8.25%,-4.58%,20.14%,-3.45%
Pretax Margin,-,-,-,-,11.72%
Income Tax,133.1M,125.2M,117M,148.7M,133.1M
Income Tax - Current Domestic,99M,104M,55M,61.8M,-
Income Tax - Current Foreign,43.4M,24.7M,33.1M,34.9M,-
Income Tax - Deferred Domestic,(14.2M),(700K),39.6M,61.5M,-
Income Tax - Deferred Foreign,4.9M,(2.8M),(10.7M),(9.5M),-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,427.9M,482.1M,462.5M,547.5M,539.1M
Minority Interest Expense,-,-,-,-,-
Net Income,427.9M,482.1M,462.5M,547.5M,-
Net Income Growth,-,12.67%,-4.07%,18.38%,-
Net Margin Growth,-,-,-,-,-
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,427.9M,482.1M,462.5M,547.5M,-
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,427.9M,482.1M,462.5M,547.5M,-
EPS (Basic),3.66,4.16,4.03,4.73,4.62
EPS (Basic) Growth,-,13.54%,-3.06%,17.35%,-2.38%
Basic Shares Outstanding,116.8M,115.9M,114.7M,115.7M,116.7M
EPS (Diluted),3.55,4.06,3.95,4.65,-
EPS (Diluted) Growth,-,14.18%,-2.59%,17.57%,-
Diluted Shares Outstanding,120.4M,118.8M,117M,117.8M,118.5M
EBITDA,887.4M,1.02B,1.1B,1.16B,-
EBITDA Growth,-,14.40%,8.70%,5.42%,-
EBITDA Margin,-,-,-,-,-
