Item,2017,2018,2019,2020,2021
Sales/Revenue,10.02B,10.53B,12.69B,13.48B,14.06B
Sales Growth,-,5.08%,20.49%,6.27%,4.23%
Cost of Goods Sold (COGS) incl. D&A,8.25B,8.5B,10.34B,11.07B,11.2B
COGS Growth,-,3.05%,21.62%,7.07%,1.15%
COGS excluding D&A,8.13B,8.3B,10.17B,10.89B,10.95B
Depreciation & Amortization Expense,122.51M,198.59M,169.27M,181.63M,250.8M
Depreciation,76.42M,117.86M,90.17M,91.07M,101.02M
Amortization of Intangibles,46.1M,80.73M,79.1M,90.56M,149.78M
Gross Income,1.77B,2.03B,2.35B,2.41B,2.86B
Gross Income Growth,-,14.54%,15.74%,2.74%,18.36%
Gross Profit Margin,-,-,-,-,20.33%
SG&A Expense,1.28B,1.54B,1.68B,1.47B,2.11B
SGA Growth,-,19.94%,9.43%,-12.36%,42.93%
Research & Development,-,-,-,-,-
Other SG&A,1.28B,1.54B,1.68B,1.47B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,98.69M,153.64M,311.47M,486.42M,68.91M
EBIT after Unusual Expense,392.27M,(153.64M),356.35M,453.77M,681.97M
Non Operating Income/Expense,4.24M,11.31M,20.47M,(37.29M),46.04M
Non-Operating Interest Income,8.75M,8.98M,9.49M,4.73M,3.5M
Equity in Affiliates (Pretax),-,47.9M,48.5M,82.2M,36.8M
Interest Expense,12.04M,76.76M,83.85M,62.21M,72.71M
Interest Expense Growth,-,537.81%,9.23%,-25.81%,16.89%
Gross Interest Expense,12.04M,76.76M,83.85M,62.21M,72.71M
Interest Capitalized,-,-,-,-,-
Pretax Income,393.22M,330.98M,350.96M,441.2M,695.6M
Pretax Income Growth,-,-15.83%,6.04%,25.71%,57.66%
Pretax Margin,-,-,-,-,4.95%
Income Tax,105.84M,325.63M,36.95M,55.32M,274.78M
Income Tax - Current Domestic,37.83M,48.28M,32.19M,(42.05M),122.2M
Income Tax - Current Foreign,31.35M,20.86M,57.16M,41.62M,38.96M
Income Tax - Deferred Domestic,32.8M,247.68M,27.02M,60.62M,56.94M
Income Tax - Deferred Foreign,3.87M,8.82M,(79.41M),(4.86M),56.69M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(3.08M),-,(415K),(72K),-
Consolidated Net Income,284.3M,5.35M,313.59M,385.81M,420.82M
Minority Interest Expense,(6.35M),9.53M,23.05M,32.02M,11.11M
Net Income,290.65M,(4.19M),290.55M,353.79M,409.72M
Net Income Growth,-,-101.44%,"7,042.53%",21.77%,15.81%
Net Margin Growth,-,-,-,-,2.91%
Extraordinaries & Discontinued Operations,-,166.81M,556.22M,137.96M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,935.11M,110.24M,15.61M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,166.81M,(378.89M),27.72M,(5.6M)
Net Income After Extraordinaries,290.65M,162.62M,846.77M,491.75M,419.72M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,290.65M,162.62M,(88.34M),381.51M,404.12M
EPS (Basic),2.43,1.18,(0.64),2.9,3.1
EPS (Basic) Growth,-,-51.44%,-154.18%,552.84%,7.00%
Basic Shares Outstanding,119.37M,137.54M,137.91M,131.51M,130.19M
EPS (Diluted),2.42,1.18,(0.64),2.87,3.08
EPS (Diluted) Growth,-,-51.12%,-154.18%,548.72%,7.09%
Diluted Shares Outstanding,120.15M,137.54M,137.91M,132.72M,131.27M
EBITDA,613.47M,691.77M,837.09M,1.12B,1B
EBITDA Growth,-,12.76%,21.01%,34.02%,-10.71%
EBITDA Margin,-,-,-,-,7.13%
