Item,2018,2019,2020,2021,2022
Sales/Revenue,12.16B,10.27B,10.51B,9.24B,11.87B
Sales Growth,-,-15.60%,2.35%,-12.09%,28.51%
Cost of Goods Sold (COGS) incl. D&A,5.98B,4.62B,4.77B,4.35B,5.36B
COGS Growth,-,-22.72%,3.12%,-8.79%,23.28%
COGS excluding D&A,5.69B,4.37B,4.11B,3.65B,4.68B
Depreciation & Amortization Expense,286.13M,255.73M,660.33M,696.68M,677.07M
Depreciation,255.73M,235.23M,641.63M,679.18M,661.47M
Amortization of Intangibles,30.4M,20.5M,18.7M,17.5M,15.6M
Gross Income,6.18B,5.64B,5.74B,4.89B,6.51B
Gross Income Growth,-,-8.71%,1.72%,-14.83%,33.15%
Gross Profit Margin,-,-,-,-,54.86%
SG&A Expense,4.9B,4.37B,4.54B,4.17B,4.8B
SGA Growth,-,-10.93%,3.95%,-8.19%,15.28%
Research & Development,-,-,-,-,-
Other SG&A,4.9B,4.37B,4.54B,4.17B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(4.55M),63.1M,414.84M,139.36M,23.65M
EBIT after Unusual Expense,1.28B,(63.1M),786.65M,582.75M,1.68B
Non Operating Income/Expense,(27.68M),(87.84M),(443K),219K,(27.95M)
Non-Operating Interest Income,12.91M,15.01M,19.87M,9.16M,5.01M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,92.72M,102.73M,78.87M,135.66M,136.58M
Interest Expense Growth,-,10.80%,-23.23%,72.01%,0.68%
Gross Interest Expense,92.72M,102.73M,78.87M,135.66M,136.58M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.18B,1.04B,727.21M,456.47M,1.52B
Pretax Income Growth,-,-11.75%,-29.96%,-37.23%,233.70%
Pretax Margin,-,-,-,-,12.83%
Income Tax,131.88M,167.89M,98.06M,101.57M,306.98M
Income Tax - Current Domestic,-,100.54M,15.51M,31.84M,267.93M
Income Tax - Current Foreign,-,115.33M,157.05M,109.54M,196.54M
Income Tax - Deferred Domestic,-,(48M),38.51M,(24.13M),(177.38M)
Income Tax - Deferred Foreign,-,17K,(113.01M),(15.68M),19.89M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.04B,870.43M,629.15M,354.91M,1.22B
Minority Interest Expense,-,-,-,-,-
Net Income,1.04B,870.43M,629.15M,354.91M,1.22B
Net Income Growth,-,-16.68%,-27.72%,-43.59%,242.70%
Net Margin Growth,-,-,-,-,10.25%
Extraordinaries & Discontinued Operations,(33.48M),389.37M,50.3M,52.96M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(33.48M),389.37M,50.3M,52.96M,170.67M
Net Income After Extraordinaries,1.01B,1.26B,679.45M,407.87M,1.39B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.01B,1.26B,679.45M,407.87M,1.39B
EPS (Basic),2.56,3.19,1.72,1.05,3.55
EPS (Basic) Growth,-,24.61%,-46.10%,-39.09%,239.51%
Basic Shares Outstanding,395.25M,395.19M,395.41M,389.66M,390.29M
EPS (Diluted),2.52,3.15,1.7,1.04,3.53
EPS (Diluted) Growth,-,24.83%,-45.99%,-38.77%,239.78%
Diluted Shares Outstanding,401.28M,400.5M,399.94M,392.12M,392.41M
EBITDA,1.57B,1.53B,1.86B,1.42B,2.38B
EBITDA Growth,-,-2.10%,21.47%,-23.80%,67.99%
EBITDA Margin,-,-,-,-,20.08%
