Item,2017,2018,2019,2020,2021
Sales/Revenue,28.89B,30.26B,31.58B,31.98B,34.82B
Sales Growth,-,4.73%,4.37%,1.27%,8.86%
Premiums Earned,25.68B,27.06B,28.27B,29.04B,30.86B
Total Investment Income,2.4B,2.47B,2.47B,2.23B,3.03B
Realized Gains (Losses),206M,91M,113M,2M,171M
Other Operating Income,606M,635M,728M,708M,757M
"Losses, Claims & Reserves",17.47B,18.29B,19.13B,19.12B,20.3B
"Losses, Claims & Reserves Growth",-,4.72%,4.60%,-0.05%,6.14%
"Losses, Benefits & Adjustments",17.47B,18.29B,19.13B,19.12B,20.3B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",8.34B,8.68B,8.97B,9.28B,9.72B
SGA Growth,-,4.10%,3.32%,3.52%,4.72%
"Selling, General & Admin. Expenses",8.34B,8.68B,8.97B,9.28B,9.72B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,(2M),(1M),(2M),7M,2M
Operating Income Before Interest Expense,3.09B,3.29B,3.48B,3.58B,4.8B
Operating Income Growth,-,6.51%,5.84%,2.70%,34.17%
"Interest Expense, Net of Interest Capitalized",369M,352M,344M,339M,340M
Interest Expense (excl. Interest Capitalized),369M,352M,344M,339M,340M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,3.09B,3.29B,3.48B,3.58B,4.8B
Non-Operating Income (Expense),10M,23M,-,-,-
Miscellaneous Non Operating Expense,10M,23M,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,2.73B,2.96B,3.14B,3.24B,4.46B
Pretax Income Growth,-,8.46%,5.98%,3.15%,37.72%
Income Tax,674M,438M,516M,540M,796M
Income Tax - Current Domestic,339M,432M,552M,536M,665M
Income Tax - Current Foreign,56M,41M,7M,35M,67M
Income Tax - Deferred Domestic,337M,(13M),(33M),(29M),62M
Income Tax - Deferred Foreign,(58M),(22M),(10M),(2M),2M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.04B,2.5B,2.6B,2.68B,3.64B
Minority Interest Expense,-,-,-,-,-
Net Income,2.04B,2.5B,2.6B,2.68B,3.64B
Net Income Growth,-,22.68%,3.95%,2.88%,35.74%
Net Margin Growth,-,-,-,-,10.44%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.04B,2.5B,2.6B,2.68B,3.64B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.04B,2.5B,2.6B,2.68B,3.64B
EPS (Basic),7.39,9.36,10.01,10.56,14.63
EPS (Basic) Growth,-,26.63%,6.91%,5.52%,38.47%
Basic Shares Outstanding,276M,267.4M,260M,253.5M,248.5M
EPS (Diluted),7.33,9.28,9.92,10.52,14.49
EPS (Diluted) Growth,-,26.69%,6.93%,5.99%,37.79%
Diluted Shares Outstanding,278.6M,269.8M,262.3M,254.6M,250.8M
