Item,2017,2018,2019,2020,2021
Sales/Revenue,20.62B,24B,22.41B,14.45B,15.3B
Sales Growth,-,16.37%,-6.61%,-35.54%,5.88%
Cost of Goods Sold (COGS) incl. D&A,18.36B,21.01B,20.12B,12.9B,13.28B
COGS Growth,-,14.46%,-4.22%,-35.89%,2.94%
COGS excluding D&A,16.8B,19.4B,18.5B,11.84B,12.38B
Depreciation & Amortization Expense,1.56B,1.61B,1.63B,1.06B,904M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.27B,2.99B,2.29B,1.55B,2.02B
Gross Income Growth,-,31.83%,-23.48%,-32.39%,30.49%
Gross Profit Margin,-,-,-,-,13.18%
SG&A Expense,256M,254M,227M,182M,204M
SGA Growth,-,-0.78%,-10.63%,-19.82%,12.09%
Research & Development,-,-,-,-,-
Other SG&A,256M,254M,227M,182M,-
Other Operating Expense,-,-,903M,786M,-
Unusual Expense,647M,265M,1.6B,3.18B,12M
EBIT after Unusual Expense,(647M),2.47B,(448M),(2.6B),1.8B
Non Operating Income/Expense,(87M),(99M),(105M),(111M),(79M)
Non-Operating Interest Income,112M,44M,23M,38M,60M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,705M,598M,592M,543M,529M
Interest Expense Growth,-,-15.18%,-1.00%,-8.28%,-2.58%
Gross Interest Expense,705M,598M,592M,543M,529M
Interest Capitalized,-,-,-,-,-
Pretax Income,682M,1.81B,(1.12B),(3.22B),1.25B
Pretax Income Growth,-,165.98%,-161.85%,-186.99%,138.88%
Pretax Margin,-,-,-,-,8.19%
Income Tax,1.13B,157M,7M,(278M),(216M)
Income Tax - Current Domestic,(26M),(4M),(23M),(1M),-
Income Tax - Current Foreign,423M,428M,426M,167M,270M
Income Tax - Deferred Domestic,703M,(258M),(432M),(442M),(533M)
Income Tax - Deferred Foreign,31M,(9M),36M,(2M),47M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(449M),1.66B,(1.13B),(2.94B),1.47B
Minority Interest Expense,(5M),1M,2M,3M,11M
Net Income,(444M),1.66B,(1.13B),(2.95B),1.46B
Net Income Growth,-,472.97%,-168.30%,-160.39%,149.47%
Net Margin Growth,-,-,-,-,9.53%
Extraordinaries & Discontinued Operations,(19M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(19M),-,-,-,-
Net Income After Extraordinaries,(463M),1.66B,(1.13B),(2.95B),1.46B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(463M),1.66B,(1.13B),(2.95B),1.46B
EPS (Basic),(0.53),1.89,(1.29),(3.34),1.63
EPS (Basic) Growth,-,457.09%,-168.30%,-158.61%,148.86%
Basic Shares Outstanding,870M,875M,875M,881M,892M
EPS (Diluted),(0.53),1.89,(1.29),(3.34),1.63
EPS (Diluted) Growth,-,456.28%,-168.45%,-158.61%,148.86%
Diluted Shares Outstanding,870M,877M,875M,881M,892M
EBITDA,3.57B,4.34B,2.78B,1.64B,2.72B
EBITDA Growth,-,21.68%,-35.92%,-41.19%,66.12%
EBITDA Margin,-,-,-,-,17.76%
