Item,2017,2018,2019,2020,2021
Sales/Revenue,6.17B,6.29B,5.91B,5.79B,6.39B
Sales Growth,-,1.90%,-6.06%,-1.96%,10.36%
Cost of Goods Sold (COGS) incl. D&A,4.29B,4.45B,4.16B,4.01B,4.55B
COGS Growth,-,3.83%,-6.49%,-3.63%,13.41%
COGS excluding D&A,3.32B,3.4B,3.09B,2.87B,3.27B
Depreciation & Amortization Expense,972M,1.05B,1.07B,1.14B,1.28B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.89B,1.84B,1.75B,1.78B,1.85B
Gross Income Growth,-,-2.49%,-5.00%,2.00%,3.48%
Gross Profit Margin,-,-,-,-,28.86%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,477M,483M,481M,483M,512M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,52M,69M,97M,122M,175M
Non-Operating Interest Income,34M,33M,33M,29M,27M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,391M,401M,381M,419M,383M
Interest Expense Growth,-,2.56%,-4.99%,9.97%,-8.59%
Gross Interest Expense,391M,401M,381M,419M,383M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.11B,1.06B,1.02B,1.03B,1.15B
Pretax Income Growth,-,-4.25%,-3.97%,1.57%,11.63%
Pretax Margin,-,-,-,-,18.02%
Income Tax,576M,237M,182M,155M,157M
Income Tax - Current Domestic,37M,13M,15M,7M,1M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,545M,269M,244M,244M,256M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,6M,45M,77M,96M,100M
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,529M,821M,834M,877M,995M
Minority Interest Expense,6M,6M,6M,6M,5M
Net Income,523M,815M,828M,871M,990M
Net Income Growth,-,55.83%,1.60%,5.19%,13.66%
Net Margin Growth,-,-,-,-,15.48%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,523M,815M,828M,871M,990M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,523M,815M,828M,871M,990M
EPS (Basic),2.16,3.34,3.37,3.53,3.86
EPS (Basic) Growth,-,55.07%,0.85%,4.60%,9.54%
Basic Shares Outstanding,242.6M,243.8M,245.6M,247M,256.3M
EPS (Diluted),2.14,3.32,3.35,3.5,3.84
EPS (Diluted) Growth,-,54.82%,1.06%,4.52%,9.74%
Diluted Shares Outstanding,244.2M,245.8M,247.1M,248.7M,257.6M
EBITDA,2.38B,2.41B,2.34B,2.44B,2.61B
EBITDA Growth,-,1.05%,-2.74%,4.36%,6.84%
EBITDA Margin,-,-,-,-,40.82%
