Item,2018,2019,2020,2021,2022
Sales/Revenue,66.83B,67.68B,70.95B,76.12B,80.19B
Sales Growth,-,1.27%,4.83%,7.28%,5.35%
Cost of Goods Sold (COGS) incl. D&A,33.61B,34.25B,34.64B,36.97B,41.98B
COGS Growth,-,1.89%,1.14%,6.75%,13.53%
COGS excluding D&A,30.78B,31.42B,31.62B,34.24B,39.17B
Depreciation & Amortization Expense,2.83B,2.82B,3.01B,2.74B,2.81B
Depreciation,2.53B,2.48B,2.65B,2.42B,2.5B
Amortization of Intangibles,302M,349M,360M,318M,312M
Gross Income,33.22B,33.44B,36.31B,39.14B,38.21B
Gross Income Growth,-,0.66%,8.60%,7.79%,-2.38%
Gross Profit Margin,-,-,-,-,47.65%
SG&A Expense,18.8B,18.93B,19.92B,20.55B,20.3B
SGA Growth,-,0.67%,5.27%,3.16%,-1.23%
Research & Development,1.91B,1.86B,1.8B,1.9B,2B
Other SG&A,16.89B,17.06B,18.12B,18.65B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.07B,9.05B,699M,1.14B,104M
EBIT after Unusual Expense,(1.07B),5.47B,15.69B,17.45B,17.81B
Non Operating Income/Expense,236M,891M,451M,618M,574M
Non-Operating Interest Income,247M,220M,155M,45M,51M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,506M,509M,465M,502M,439M
Interest Expense Growth,-,0.59%,-8.64%,7.96%,-12.55%
Gross Interest Expense,506M,509M,465M,502M,439M
Interest Capitalized,-,-,-,-,-
Pretax Income,13.33B,6.07B,15.83B,17.62B,18B
Pretax Income Growth,-,-54.46%,160.90%,11.25%,2.16%
Pretax Margin,-,-,-,-,22.44%
Income Tax,3.47B,2.1B,2.73B,3.26B,3.2B
Income Tax - Current Domestic,4.18B,1.26B,1.56B,1.99B,2.27B
Income Tax - Current Foreign,1.13B,1.26B,1.77B,1.53B,1.33B
Income Tax - Deferred Domestic,(1.99B),(296M),39M,(65M),(320M)
Income Tax - Deferred Foreign,145M,(115M),(635M),(193M),(82M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,9.86B,3.97B,13.1B,14.35B,14.79B
Minority Interest Expense,111M,69M,76M,46M,51M
Net Income,9.75B,3.9B,13.03B,14.31B,14.74B
Net Income Growth,-,-60.03%,234.28%,9.82%,3.05%
Net Margin Growth,-,-,-,-,18.38%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,9.75B,3.9B,13.03B,14.31B,14.74B
Preferred Dividends,265M,263M,263M,271M,281M
Net Income Available to Common,9.49B,3.63B,12.76B,14.04B,14.46B
EPS (Basic),3.75,1.45,5.13,5.69,6
EPS (Basic) Growth,-,-61.33%,253.94%,10.91%,5.41%
Basic Shares Outstanding,2.53B,2.5B,2.49B,2.47B,2.41B
EPS (Diluted),3.67,1.43,4.96,5.5,5.81
EPS (Diluted) Growth,-,-61.04%,246.94%,10.86%,5.56%
Diluted Shares Outstanding,2.66B,2.54B,2.63B,2.6B,2.54B
EBITDA,17.25B,17.34B,19.41B,21.33B,20.72B
EBITDA Growth,-,0.48%,11.93%,9.90%,-2.85%
EBITDA Margin,-,-,-,-,25.84%
