Item,2017,2018,2019,2020,2021
Sales/Revenue,2.73B,3.12B,3.36B,3.68B,4.2B
Sales Growth,-,14.38%,7.67%,9.69%,13.98%
Cost of Goods Sold (COGS) incl. D&A,685.8M,777.53M,794.24M,833.52M,895.7M
COGS Growth,-,13.38%,2.15%,4.95%,7.46%
COGS excluding D&A,491.29M,575.47M,590.06M,619.42M,603.5M
Depreciation & Amortization Expense,194.51M,202.06M,204.18M,214.1M,292.19M
Depreciation,82.8M,72.8M,100.4M,119.1M,205.75M
Amortization of Intangibles,111.71M,129.26M,103.78M,95M,86.45M
Gross Income,2.04B,2.34B,2.57B,2.85B,3.3B
Gross Income Growth,-,14.72%,9.50%,11.16%,15.89%
Gross Profit Margin,-,-,-,-,78.67%
SG&A Expense,1.61B,1.93B,1.98B,2.19B,2.55B
SGA Growth,-,20.28%,2.49%,10.69%,16.21%
Research & Development,908.84M,1.08B,1.14B,1.28B,1.5B
Other SG&A,699.79M,850.02M,846.04M,915.94M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,78.7M,51.57M,41.02M,34.1M,34.26M
EBIT after Unusual Expense,354.52M,356.01M,541.03M,622.17M,719.38M
Non Operating Income/Expense,28.65M,17.81M,9.27M,17.57M,87.06M
Non-Operating Interest Income,7.24M,5.32M,6.86M,3.56M,2.44M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,7.3M,15.61M,11.66M,5.14M,3.37M
Interest Expense Growth,-,113.71%,-25.30%,-55.91%,-34.53%
Gross Interest Expense,7.3M,15.61M,11.66M,5.14M,3.37M
Interest Capitalized,-,-,-,-,-
Pretax Income,383.1M,363.54M,545.51M,638.16M,805.51M
Pretax Income Growth,-,-5.10%,50.05%,16.98%,26.22%
Pretax Margin,-,-,-,-,19.18%
Income Tax,246.54M,(68.98M),13.14M,(25.29M),49.16M
Income Tax - Current Domestic,30.99M,905K,34.67M,31.14M,97.85M
Income Tax - Current Foreign,92.5M,140.43M,61.09M,55.1M,79.89M
Income Tax - Deferred Domestic,119.44M,(165.21M),(48.45M),(104.97M),(106.73M)
Income Tax - Deferred Foreign,3.61M,(45.1M),(34.17M),(6.55M),(21.85M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,136.56M,432.52M,532.37M,663.45M,756.36M
Minority Interest Expense,-,-,-,(900K),(1.16M)
Net Income,136.56M,432.52M,532.37M,664.35M,757.52M
Net Income Growth,-,216.72%,23.09%,24.79%,14.02%
Net Margin Growth,-,-,-,-,18.04%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,136.56M,432.52M,532.37M,664.35M,757.52M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,136.56M,432.52M,532.37M,664.35M,757.52M
EPS (Basic),0.91,2.9,3.55,4.4,4.96
EPS (Basic) Growth,-,218.68%,22.41%,23.82%,12.86%
Basic Shares Outstanding,150.46M,149.04M,149.87M,151.14M,152.7M
EPS (Diluted),0.88,2.82,3.45,4.27,4.81
EPS (Diluted) Growth,-,220.45%,22.34%,23.67%,12.84%
Diluted Shares Outstanding,154.87M,153.39M,154.19M,155.71M,157.34M
EBITDA,627.72M,609.65M,786.24M,870.38M,1.05B
EBITDA Growth,-,-2.88%,28.97%,10.70%,20.16%
EBITDA Margin,-,-,-,-,24.90%
