Item,2017,2018,2019,2020,2021
Sales/Revenue,10.56B,11.1B,11.36B,11.67B,12.78B
Sales Growth,-,5.09%,2.37%,2.74%,9.52%
Cost of Goods Sold (COGS) incl. D&A,5.97B,6.28B,6.48B,7B,7.56B
COGS Growth,-,5.07%,3.17%,8.06%,8.10%
COGS excluding D&A,5.22B,5.51B,5.69B,6.17B,6.67B
Depreciation & Amortization Expense,751M,771M,789M,823M,890M
Depreciation,597M,602M,606M,601M,592M
Amortization of Intangibles,154M,169M,183M,222M,298M
Gross Income,4.59B,4.82B,4.89B,4.68B,5.22B
Gross Income Growth,-,5.12%,1.33%,-4.32%,11.63%
Gross Profit Margin,-,-,-,-,40.83%
SG&A Expense,3B,3.07B,2.98B,2.86B,3.14B
SGA Growth,-,2.23%,-3.00%,-4.06%,9.83%
Research & Development,613M,621M,542M,495M,529M
Other SG&A,2.39B,2.45B,2.44B,2.36B,-
Other Operating Expense,-,-,-,-,(2M)
Unusual Expense,252M,145M,157M,258M,446M
EBIT after Unusual Expense,(252M),(145M),1.75B,1.56B,1.64B
Non Operating Income/Expense,(63M),51M,(710M),(135M),(22M)
Non-Operating Interest Income,30M,48M,40M,19M,14M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,82M,89M,111M,152M,152M
Interest Expense Growth,-,8.54%,24.72%,36.94%,0.00%
Gross Interest Expense,95M,101M,120M,161M,163M
Interest Capitalized,13M,12M,9M,9M,11M
Pretax Income,1.22B,1.62B,970M,1.29B,1.48B
Pretax Income Growth,-,32.87%,-40.01%,33.20%,14.32%
Pretax Margin,-,-,-,-,11.55%
Income Tax,493M,65M,(41M),182M,182M
Income Tax - Current Domestic,26M,20M,11M,-,(1M)
Income Tax - Current Foreign,273M,308M,258M,270M,329M
Income Tax - Deferred Domestic,226M,(228M),(169M),(94M),(111M)
Income Tax - Deferred Foreign,(32M),(35M),(141M),6M,(35M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,724M,1.55B,1.01B,1.11B,1.3B
Minority Interest Expense,-,-,10M,8M,11M
Net Income,724M,1.55B,1B,1.1B,1.28B
Net Income Growth,-,114.36%,-35.50%,10.09%,16.52%
Net Margin Growth,-,-,-,-,10.04%
Extraordinaries & Discontinued Operations,(7M),(6M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,2M,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(9M),(6M),-,-,-
Net Income After Extraordinaries,717M,1.55B,1B,1.1B,1.28B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,715M,1.55B,1B,1.1B,1.28B
EPS (Basic),1.32,2.9,1.97,2.17,2.56
EPS (Basic) Growth,-,119.86%,-32.07%,10.09%,18.14%
Basic Shares Outstanding,543M,534M,509M,509M,502M
EPS (Diluted),1.29,2.83,1.93,2.13,2.53
EPS (Diluted) Growth,-,119.79%,-31.88%,10.51%,18.58%
Diluted Shares Outstanding,555M,546M,519M,517M,508M
EBITDA,2.34B,2.52B,2.7B,2.64B,2.97B
EBITDA Growth,-,8.05%,6.90%,-2.08%,12.57%
EBITDA Margin,-,-,-,-,23.26%
