Item,2017,2018,2019,2020,2021
Sales/Revenue,6.38B,7.34B,7.89B,7.41B,8.17B
Sales Growth,-,15.09%,7.41%,-6.00%,10.21%
Cost of Goods Sold (COGS) incl. D&A,3.5B,3.99B,4.15B,3.99B,4.36B
COGS Growth,-,14.12%,3.88%,-3.74%,9.19%
COGS excluding D&A,3.16B,3.63B,3.71B,3.53B,3.87B
Depreciation & Amortization Expense,343M,360M,436M,458M,490M
Depreciation,192M,172M,186M,194M,202M
Amortization of Intangibles,151M,188M,208M,215M,236M
Gross Income,2.88B,3.35B,3.74B,3.42B,3.81B
Gross Income Growth,-,16.27%,11.61%,-8.50%,11.40%
Gross Profit Margin,-,-,-,-,46.65%
SG&A Expense,1.59B,1.89B,2.09B,1.98B,2.11B
SGA Growth,-,18.71%,10.52%,-5.31%,6.57%
Research & Development,568M,637M,687M,686M,734M
Other SG&A,1.03B,1.25B,1.4B,1.29B,-
Other Operating Expense,(47M),57M,1M,1M,(22M)
Unusual Expense,37M,150M,143M,138M,116M
EBIT after Unusual Expense,(37M),1.25B,1.51B,1.3B,1.61B
Non Operating Income/Expense,(23M),70M,(288M),87M,146M
Non-Operating Interest Income,14M,18M,17M,13M,7M
Equity in Affiliates (Pretax),1M,1M,3M,3M,5M
Interest Expense,215M,240M,237M,233M,215M
Interest Expense Growth,-,11.63%,-1.25%,-1.69%,-7.73%
Gross Interest Expense,215M,240M,237M,233M,215M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.08B,1.1B,1B,1.17B,1.55B
Pretax Income Growth,-,2.42%,-9.17%,17.28%,32.20%
Pretax Margin,-,-,-,-,18.99%
Income Tax,1.23B,133M,130M,221M,302M
Income Tax - Current Domestic,52M,36M,121M,148M,170M
Income Tax - Current Foreign,75M,88M,93M,98M,98M
Income Tax - Deferred Domestic,1.11B,27M,(62M),(33M),12M
Income Tax - Deferred Foreign,(8M),(18M),(22M),8M,22M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(151M),969M,871M,953M,1.25B
Minority Interest Expense,4M,3M,3M,4M,5M
Net Income,(155M),966M,868M,949M,1.25B
Net Income Growth,-,723.23%,-10.14%,9.33%,31.19%
Net Margin Growth,-,-,-,-,15.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(155M),966M,868M,949M,1.25B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(155M),966M,868M,949M,1.25B
EPS (Basic),(0.95),5.95,5.21,5.55,7.36
EPS (Basic) Growth,-,725.15%,-12.41%,6.47%,32.65%
Basic Shares Outstanding,162.9M,162.4M,166.6M,170M,169.2M
EPS (Diluted),(0.95),5.62,4.94,5.42,7.17
EPS (Diluted) Growth,-,690.26%,-11.99%,9.57%,32.41%
Diluted Shares Outstanding,162.9M,172M,175.6M,174.1M,173.6M
EBITDA,1.68B,1.76B,2.09B,1.9B,2.22B
EBITDA Growth,-,5.00%,18.26%,-8.87%,16.58%
EBITDA Margin,-,-,-,-,27.11%
