Item,2017,2018,2019,2020,2021
Sales/Revenue,4.46B,4.73B,4.79B,4.9B,5.53B
Sales Growth,-,6.08%,1.23%,2.34%,12.86%
Cost of Goods Sold (COGS) incl. D&A,3.06B,3.25B,3.26B,3.33B,3.89B
COGS Growth,-,6.15%,0.37%,2.22%,16.79%
COGS excluding D&A,2.94B,3.11B,3.11B,3.16B,3.7B
Depreciation & Amortization Expense,120.1M,131.6M,150.9M,174.1M,186.4M
Depreciation,107M,115.9M,122M,136.6M,147.6M
Amortization of Intangibles,13.1M,15.7M,28.9M,37.5M,38.8M
Gross Income,1.4B,1.49B,1.53B,1.57B,1.64B
Gross Income Growth,-,5.92%,3.13%,2.60%,4.54%
Gross Profit Margin,-,-,-,-,29.71%
SG&A Expense,781.7M,768.4M,855.2M,753.1M,755.9M
SGA Growth,-,-1.70%,11.30%,-11.94%,0.37%
Research & Development,91.8M,80.8M,77.3M,95.9M,99.8M
Other SG&A,689.9M,687.6M,777.9M,657.2M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,28.9M,73.2M,122.6M,12.1M,41.8M
EBIT after Unusual Expense,(28.9M),644.6M,554.9M,807.4M,846.3M
Non Operating Income/Expense,(11.6M),(3.8M),5.3M,(400K),42.8M
Non-Operating Interest Income,17.6M,15.1M,11.9M,10.2M,6.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,205.3M,198.1M,201.8M,191M,179.8M
Interest Expense Growth,-,-3.51%,1.87%,-5.35%,-5.86%
Gross Interest Expense,215.6M,204.4M,210.2M,196.6M,186.6M
Interest Capitalized,10.3M,6.3M,8.4M,5.6M,6.8M
Pretax Income,393.3M,457.8M,370.3M,626.2M,716.2M
Pretax Income Growth,-,16.40%,-19.11%,69.11%,14.37%
Pretax Margin,-,-,-,-,12.94%
Income Tax,330.5M,307.5M,76.6M,142.1M,225M
Income Tax - Current Domestic,93.9M,238M,66.9M,(8.6M),80.3M
Income Tax - Current Foreign,106M,59.8M,64.1M,69.9M,106.6M
Income Tax - Deferred Domestic,135.4M,35.6M,(15M),71.2M,16.5M
Income Tax - Deferred Foreign,(4.8M),(25.9M),(39.4M),9.6M,21.6M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(4.9M),(900K),(500K),(200K),-
Consolidated Net Income,57.9M,149.4M,293.2M,483.9M,491.2M
Minority Interest Expense,-,-,-,-,-
Net Income,57.9M,149.4M,293.2M,483.9M,491.2M
Net Income Growth,-,158.03%,96.25%,65.04%,1.51%
Net Margin Growth,-,-,-,-,8.88%
Extraordinaries & Discontinued Operations,752.1M,42.8M,(30.7M),18.8M,-
Extra Items & Gain/Loss Sale Of Assets,640.7M,42.8M,(30.7M),18.8M,15.6M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,111.4M,-,-,-,-
Net Income After Extraordinaries,810M,192.2M,262.5M,502.7M,506.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,169.3M,149.4M,293.2M,483.9M,491.2M
EPS (Basic),0.91,0.94,1.9,3.12,3.26
EPS (Basic) Growth,-,3.48%,102.73%,64.08%,4.40%
Basic Shares Outstanding,186.9M,159.4M,154.3M,155.2M,150.9M
EPS (Diluted),0.9,0.93,1.89,3.1,3.22
EPS (Diluted) Growth,-,4.06%,102.57%,64.19%,3.91%
Diluted Shares Outstanding,188.9M,160.2M,155.2M,156M,152.4M
EBITDA,741.6M,849.4M,828.4M,993.6M,1.07B
EBITDA Growth,-,14.54%,-2.47%,19.94%,8.14%
EBITDA Margin,-,-,-,-,19.42%
