Item,2017,2018,2019,2020,2021
Sales/Revenue,3.19B,3.88B,4.3B,4.22B,4.94B
Sales Growth,-,21.61%,10.96%,-1.91%,17.06%
Cost of Goods Sold (COGS) incl. D&A,1.44B,1.74B,1.74B,1.69B,1.87B
COGS Growth,-,20.15%,0.46%,-3.16%,10.96%
COGS excluding D&A,1.22B,1.43B,1.44B,1.36B,1.58B
Depreciation & Amortization Expense,223M,307M,306M,324M,291M
Depreciation,92M,103M,96M,104M,117M
Amortization of Intangibles,131M,204M,210M,220M,174M
Gross Income,1.75B,2.14B,2.56B,2.53B,3.07B
Gross Income Growth,-,22.81%,19.46%,-1.05%,21.12%
Gross Profit Margin,-,-,-,-,62.09%
SG&A Expense,1.47B,1.74B,1.82B,1.79B,1.99B
SGA Growth,-,18.55%,4.89%,-1.65%,10.82%
Research & Development,485M,624M,688M,715M,811M
Other SG&A,981M,1.11B,1.14B,1.08B,-
Other Operating Expense,33M,36M,28M,-,-
Unusual Expense,96M,796M,20M,(21M),19M
EBIT after Unusual Expense,150M,(796M),689M,761M,1.06B
Non Operating Income/Expense,102M,87M,83M,67M,24M
Non-Operating Interest Income,7M,12M,23M,11M,3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,80M,83M,80M,78M,79M
Interest Expense Growth,-,3.75%,-3.61%,-2.50%,1.28%
Gross Interest Expense,80M,83M,80M,78M,79M
Interest Capitalized,-,-,-,-,-
Pretax Income,179M,(411M),715M,761M,1.01B
Pretax Income Growth,-,-329.61%,273.97%,6.43%,32.72%
Pretax Margin,-,-,-,-,20.44%
Income Tax,77M,(576M),94M,134M,116M
Income Tax - Current Domestic,23M,138M,5M,16M,79M
Income Tax - Current Foreign,101M,75M,91M,77M,90M
Income Tax - Deferred Domestic,(56M),43M,(16M),5M,(23M)
Income Tax - Deferred Foreign,9M,(832M),14M,36M,(30M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,102M,165M,621M,627M,894M
Minority Interest Expense,-,-,-,-,-
Net Income,102M,165M,621M,627M,894M
Net Income Growth,-,61.76%,276.36%,0.97%,42.58%
Net Margin Growth,-,-,-,-,18.09%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,102M,165M,621M,627M,894M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,102M,165M,621M,627M,894M
EPS (Basic),0.57,0.88,3.3,3.35,4.83
EPS (Basic) Growth,-,55.71%,274.34%,1.50%,44.13%
Basic Shares Outstanding,180M,187M,188M,187M,185M
EPS (Diluted),0.56,0.86,3.25,3.32,4.78
EPS (Diluted) Growth,-,54.16%,276.35%,2.04%,44.11%
Diluted Shares Outstanding,182M,191M,191M,189M,187M
EBITDA,469M,676M,1.02B,1.06B,1.37B
EBITDA Growth,-,44.14%,50.15%,4.83%,28.95%
EBITDA Margin,-,-,-,-,27.77%
