Item,2017,2018,2019,2020,2021
Sales/Revenue,54.94B,59.47B,69.42B,65.13B,67.39B
Sales Growth,-,8.24%,16.74%,-6.19%,3.47%
Cost of Goods Sold (COGS) incl. D&A,32.96B,35.7B,46.16B,49.18B,50.13B
COGS Growth,-,8.30%,29.33%,6.53%,1.93%
COGS excluding D&A,30.18B,32.68B,42B,43.83B,45.02B
Depreciation & Amortization Expense,2.78B,3.01B,4.17B,5.35B,5.11B
Depreciation,2.59B,2.76B,2.84B,3.14B,3.07B
Amortization of Intangibles,196M,253M,1.32B,2.21B,2.04B
Gross Income,21.99B,23.77B,23.26B,15.95B,17.26B
Gross Income Growth,-,8.14%,-2.17%,-31.44%,8.23%
Gross Profit Margin,-,-,-,-,25.61%
SG&A Expense,8.18B,8.86B,11.55B,12.37B,13.52B
SGA Growth,-,8.37%,30.35%,7.10%,9.28%
Research & Development,-,-,-,-,-
Other SG&A,8.18B,8.86B,11.55B,12.37B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,230M,82M,(3.08B),4.81B,878M
EBIT after Unusual Expense,13.58B,14.83B,3.08B,(1.23B),2.86B
Non Operating Income/Expense,314M,597M,213M,328M,343M
Non-Operating Interest Income,115M,108M,268M,156M,140M
Equity in Affiliates (Pretax),320M,(102M),(103M),651M,761M
Interest Expense,540M,706M,1.25B,1.65B,1.55B
Interest Expense Growth,-,30.74%,76.49%,32.18%,-6.13%
Gross Interest Expense,627M,831M,1.47B,1.8B,1.73B
Interest Capitalized,87M,125M,222M,157M,187M
Pretax Income,13.79B,14.73B,13.92B,(1.74B),2.56B
Pretax Income Growth,-,6.82%,-5.47%,-112.52%,246.93%
Pretax Margin,-,-,-,-,3.80%
Income Tax,4.42B,1.66B,3.03B,699M,25M
Income Tax - Current Domestic,3.59B,2.6B,126M,243M,723M
Income Tax - Current Foreign,489M,642M,824M,731M,554M
Income Tax - Deferred Domestic,375M,(1.6B),2.09B,250M,(746M)
Income Tax - Deferred Foreign,(31M),16M,(12M),(525M),(506M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,9.37B,13.07B,10.9B,(2.44B),2.54B
Minority Interest Expense,386M,468M,472M,390M,512M
Net Income,8.98B,12.6B,10.43B,(2.83B),2.02B
Net Income Growth,-,40.29%,-17.25%,-127.17%,171.47%
Net Margin Growth,-,-,-,-,3.00%
Extraordinaries & Discontinued Operations,-,-,629M,(32M),(29M)
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,629M,(32M),(29M)
Net Income After Extraordinaries,8.98B,12.6B,11.05B,(2.86B),2B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,8.98B,12.6B,11.05B,(2.86B),2B
EPS (Basic),5.73,8.4,6.68,(1.58),1.1
EPS (Basic) Growth,-,46.60%,-20.53%,-123.73%,169.35%
Basic Shares Outstanding,1.57B,1.5B,1.66B,1.81B,1.82B
EPS (Diluted),5.69,8.36,6.64,(1.58),1.09
EPS (Diluted) Growth,-,46.92%,-20.63%,-123.87%,168.90%
Diluted Shares Outstanding,1.58B,1.51B,1.67B,1.81B,1.83B
EBITDA,16.59B,17.93B,15.88B,8.92B,8.85B
EBITDA Growth,-,8.04%,-11.43%,-43.81%,-0.78%
EBITDA Margin,-,-,-,-,13.14%
