Item,2018,2019,2020,2021,2022
Sales/Revenue,3.42B,3.76B,3.79B,3.67B,4.1B
Sales Growth,-,9.72%,0.96%,-3.20%,11.66%
Cost of Goods Sold (COGS) incl. D&A,2.54B,2.75B,2.9B,2.84B,3.27B
COGS Growth,-,8.21%,5.24%,-2.01%,15.08%
COGS excluding D&A,2.41B,2.6B,2.72B,2.66B,3.08B
Depreciation & Amortization Expense,138.7M,157.7M,177.8M,182.7M,187.3M
Depreciation,136.3M,155.5M,175.3M,177.7M,181.5M
Amortization of Intangibles,2.4M,2.2M,2.5M,5M,5.8M
Gross Income,879.5M,1B,895.2M,832M,832M
Gross Income Growth,-,14.10%,-10.79%,-7.06%,0.00%
Gross Profit Margin,-,-,-,-,20.30%
SG&A Expense,295.4M,331.8M,338.2M,357.2M,384.3M
SGA Growth,-,12.32%,1.93%,5.62%,7.59%
Research & Development,13.5M,15.4M,15.4M,12.9M,16.2M
Other SG&A,281.9M,316.4M,322.8M,344.3M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,8.7M,-,-,-,-
EBIT after Unusual Expense,575.4M,-,-,-,-
Non Operating Income/Expense,4.7M,(3.3M),(100K),-,(3.3M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,108.8M,107.1M,108M,118.3M,161M
Interest Expense Growth,-,-1.56%,0.84%,9.54%,36.09%
Gross Interest Expense,113M,114.7M,110.6M,120.2M,167M
Interest Capitalized,4.2M,7.6M,2.6M,1.9M,6M
Pretax Income,471.3M,561.3M,448.9M,356.5M,283.4M
Pretax Income Growth,-,19.10%,-20.02%,-20.58%,-20.50%
Pretax Margin,-,-,-,-,6.91%
Income Tax,121.2M,133.6M,112.3M,90.5M,71.8M
Income Tax - Current Domestic,109M,84.5M,88.9M,81.2M,54.9M
Income Tax - Current Foreign,15M,11.6M,3.4M,5.5M,3.4M
Income Tax - Deferred Domestic,(4.3M),42.1M,23M,800K,8.1M
Income Tax - Deferred Foreign,1.5M,(4.6M),(3M),3M,5.4M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,83.6M,59.5M,29.3M,51.8M,(10.7M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,433.7M,487.2M,365.9M,317.8M,200.9M
Minority Interest Expense,19.6M,19.4M,-,-,-
Net Income,414.1M,467.8M,365.9M,317.8M,200.9M
Net Income Growth,-,12.97%,-21.78%,-13.15%,-36.78%
Net Margin Growth,-,-,-,-,4.90%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,414.1M,467.8M,365.9M,317.8M,200.9M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,414.1M,467.8M,365.9M,317.8M,200.9M
EPS (Basic),2.83,3.19,2.5,2.17,1.38
EPS (Basic) Growth,-,12.81%,-21.62%,-13.26%,-36.39%
Basic Shares Outstanding,146.3M,146.5M,146.2M,146.4M,145.5M
EPS (Diluted),2.82,3.18,2.49,2.16,1.38
EPS (Diluted) Growth,-,12.74%,-21.68%,-13.15%,-36.26%
Diluted Shares Outstanding,147M,147.3M,147.1M,147.1M,145.9M
EBITDA,722.8M,829.4M,734.8M,657.5M,635M
EBITDA Growth,-,14.75%,-11.41%,-10.52%,-3.42%
EBITDA Margin,-,-,-,-,15.49%
