Item,2017,2018,2019,2020,2021
Sales/Revenue,23.12B,23.62B,21.19B,20.24B,23.23B
Sales Growth,-,2.16%,-10.25%,-4.50%,14.77%
Cost of Goods Sold (COGS) incl. D&A,15.87B,16.98B,14.81B,13.97B,16.67B
COGS Growth,-,6.96%,-12.74%,-5.70%,19.33%
COGS excluding D&A,12.43B,13.42B,11.49B,10.07B,12.69B
Depreciation & Amortization Expense,3.44B,3.56B,3.33B,3.9B,3.98B
Depreciation,3.32B,3.47B,3.26B,3.85B,3.94B
Amortization of Intangibles,124M,89M,61M,49M,44M
Gross Income,7.24B,6.64B,6.38B,6.27B,6.56B
Gross Income Growth,-,-8.35%,-3.90%,-1.71%,4.61%
Gross Profit Margin,-,-,-,-,28.24%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,1.25B,1.32B,1.23B,1.23B,1.29B
Unusual Expense,3.45B,1.45B,(65M),385M,1.82B
EBIT after Unusual Expense,(3.45B),3.88B,5.22B,4.65B,3.45B
Non Operating Income/Expense,43M,507M,2.9B,490M,807M
Non-Operating Interest Income,26M,23M,9M,-,-
Equity in Affiliates (Pretax),106M,148M,162M,153M,76M
Interest Expense,1.65B,1.81B,1.74B,1.8B,1.76B
Interest Expense Growth,-,9.31%,-3.60%,3.21%,-2.39%
Gross Interest Expense,1.74B,1.88B,1.82B,1.88B,1.85B
Interest Capitalized,89M,72M,74M,81M,92M
Pretax Income,1.07B,2.75B,6.54B,3.5B,2.58B
Pretax Income Growth,-,157.40%,137.98%,-46.56%,-26.32%
Pretax Margin,-,-,-,-,11.09%
Income Tax,142M,449M,1.8B,393M,267M
Income Tax - Current Domestic,(25M),355M,1.39B,299M,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,167M,94M,405M,94M,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,926M,2.3B,4.74B,3.1B,2.31B
Minority Interest Expense,46M,58M,(10M),(31M),(99M)
Net Income,880M,2.24B,4.75B,3.13B,2.41B
Net Income Growth,-,154.77%,112.04%,-34.08%,-23.17%
Net Margin Growth,-,-,-,-,10.37%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,880M,2.24B,4.75B,3.13B,2.41B
Preferred Dividends,38M,16M,15M,15M,15M
Net Income Available to Common,842M,2.23B,4.74B,3.12B,2.39B
EPS (Basic),0.84,2.18,4.53,2.82,2.26
EPS (Basic) Growth,-,159.52%,107.83%,-37.68%,-20.12%
Basic Shares Outstanding,1B,1.02B,1.05B,1.1B,1.06B
EPS (Diluted),0.84,2.17,4.5,2.82,2.24
EPS (Diluted) Growth,-,158.33%,107.20%,-37.20%,-20.64%
Diluted Shares Outstanding,1.01B,1.03B,1.05B,1.1B,1.07B
EBITDA,9.44B,8.88B,8.48B,8.94B,9.25B
EBITDA Growth,-,-5.88%,-4.56%,5.47%,3.50%
EBITDA Margin,-,-,-,-,39.83%
