Item,2017,2018,2019,2020,2021
Sales/Revenue,13.76B,14.2B,14.88B,16.93B,20.19B
Sales Growth,-,3.18%,4.80%,13.78%,19.22%
Total Investment Income,161M,1M,342M,680M,841M
Sundry Revenue/Income,-,-,-,47M,(29M)
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",13.6B,14.2B,14.54B,16.21B,19.37B
Commission & Fee Income,13.6B,14.2B,14.54B,16.21B,19.37B
Total Expense,8.52B,8.78B,8.9B,10.22B,11.86B
Total Interest Expense,205M,184M,203M,205M,205M
Depreciation & Amortization Expense,221M,204M,279M,456M,540M
Other Operating Expense,4.17B,4.44B,4.42B,4.94B,6.27B
Operating Income,5.25B,5.42B,5.98B,6.71B,8.33B
Operating Income Growth,-,3.24%,10.38%,12.23%,24.17%
Non-Operating Income (Expense),44M,88M,66M,56M,83M
Non-Operating Interest Income,49M,104M,97M,62M,87M
Miscellaneous Non Operating Expense,(5M),(16M),(31M),(6M),(4M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,30M,125M,53M,35M,34M
Pretax Income,5.26B,5.38B,5.79B,6.52B,8.17B
Pretax Income Growth,-,2.26%,7.61%,12.74%,25.28%
Pretax Margin,-,-,-,-,40.49%
Income Taxes,270M,1.08B,1.26B,1.24B,1.97B
Income Tax - Current Domestic,1.2B,702M,844M,806M,2.26B
Income Tax - Current Foreign,289M,600M,400M,589M,576M
Income Tax - Deferred Domestic,(1.3B),(72M),22M,(60M),(1.09B)
Income Tax - Deferred Foreign,80M,(154M),(5M),(97M),220M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,4.99B,4.3B,4.53B,5.29B,6.21B
Minority Interest Expense,37M,(3M),50M,354M,304M
Net Income,4.95B,4.31B,4.48B,4.93B,5.9B
Net Income Growth,-,-13.07%,3.97%,10.19%,19.65%
Net Margin Growth,-,-,-,-,29.23%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,4.95B,4.31B,4.48B,4.93B,5.9B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,4.95B,4.31B,4.48B,4.93B,5.9B
EPS (Basic),30.54,26.86,28.69,32.13,38.76
EPS (Basic) Growth,-,-12.05%,6.81%,12.00%,20.63%
Basic Shares Outstanding,162.16M,160.3M,156.01M,153.49M,152.24M
EPS (Diluted),30.12,26.58,28.43,31.85,38.22
EPS (Diluted) Growth,-,-11.75%,6.95%,12.05%,19.99%
Diluted Shares Outstanding,164.42M,161.95M,157.46M,154.84M,154.4M
