Item,2017,2018,2019,2020,2021
Sales/Revenue,2.6B,2.72B,2.96B,2.77B,2.89B
Sales Growth,-,4.42%,8.96%,-6.58%,4.49%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,34.61M,54.75M,50.43M,41.27M,40.18M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,1.69B,1.79B,1.91B,1.86B,1.92B
Total Interest Expense,380.51M,384.83M,419.38M,492.31M,416.64M
Depreciation & Amortization Expense,617.55M,645.65M,677.76M,683.75M,717.34M
Other Operating Expense,668K,1.6M,1.98M,1.53M,5.04M
Operating Income,908.11M,925.5M,1.05B,905.32M,970.64M
Operating Income Growth,-,1.91%,12.98%,-13.42%,7.21%
Non-Operating Income (Expense),34.39M,200.2M,79.32M,551.78M,125.72M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,23.16M,197.98M,32.73M,636.89M,128.29M
Equity in Affiliates (Pretax),11.23M,2.22M,46.59M,(85.11M),(2.57M)
Unusual Expense,(496K),28.3M,53.58M,-,47.78M
Pretax Income,562.48M,712.56M,652M,964.79M,631.93M
Pretax Income Growth,-,26.68%,-8.50%,47.97%,-34.50%
Pretax Margin,-,-,-,-,21.87%
Income Taxes,-,-,-,-,-
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,(101K),-,(748K),-
Consolidated Net Income,562.48M,712.46M,652M,964.04M,631.93M
Minority Interest Expense,100.04M,129.72M,130.47M,145.96M,126.74M
Net Income,462.44M,582.75M,521.53M,818.08M,505.2M
Net Income Growth,-,26.02%,-10.50%,56.86%,-38.25%
Net Margin Growth,-,-,-,-,17.48%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,462.44M,582.75M,521.53M,818.08M,505.2M
Preferred Dividends,10.5M,10.5M,10.5M,10.5M,8.97M
Net Income Available to Common,451.94M,572.25M,511.03M,807.58M,496.22M
EPS (Basic),2.93,3.71,3.31,5.54,3.18
EPS (Basic) Growth,-,26.43%,-10.79%,67.65%,-42.65%
Basic Shares Outstanding,154.19M,154.43M,154.58M,155.43M,156.12M
EPS (Diluted),2.93,3.7,3.3,5.54,3.17
EPS (Diluted) Growth,-,26.38%,-10.81%,67.89%,-42.72%
Diluted Shares Outstanding,154.39M,154.68M,154.88M,155.52M,156.38M
