Item,2017,2018,2019,2020,2021
Sales/Revenue,52.21B,58.13B,58.33B,56.53B,63.7B
Sales Growth,-,11.34%,0.34%,-3.09%,12.68%
Cost of Goods Sold (COGS) incl. D&A,42.44B,47.87B,47.66B,46.29B,50.25B
COGS Growth,-,12.77%,-0.43%,-2.87%,8.56%
COGS excluding D&A,42.09B,47.34B,46.92B,45.5B,49.47B
Depreciation & Amortization Expense,354M,528M,739M,786M,781M
Depreciation,353M,448M,623M,673M,627M
Amortization of Intangibles,1M,80M,116M,113M,154M
Gross Income,9.77B,10.27B,10.67B,10.24B,13.45B
Gross Income Growth,-,5.10%,3.95%,-4.04%,31.31%
Gross Profit Margin,-,-,-,-,21.11%
SG&A Expense,5.57B,6.5B,6.87B,6.39B,7.65B
SGA Growth,-,16.69%,5.58%,-6.98%,19.78%
Research & Development,1.19B,1.4B,1.5B,1.48B,1.91B
Other SG&A,4.38B,5.1B,5.37B,4.91B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,516M,355M,415M,487M,(1.92B)
EBIT after Unusual Expense,3.68B,(355M),3.39B,3.37B,7.72B
Non Operating Income/Expense,(161M),(200M),(707M),62M,18M
Non-Operating Interest Income,66M,116M,80M,40M,31M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,309M,312M,242M,239M,254M
Interest Expense Growth,-,0.97%,-22.44%,-1.24%,6.28%
Gross Interest Expense,309M,312M,242M,239M,254M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.28B,3.01B,2.52B,3.23B,7.51B
Pretax Income Growth,-,-8.03%,-16.26%,28.06%,132.47%
Pretax Margin,-,-,-,-,11.79%
Income Tax,750M,(2.31B),(629M),387M,1.01B
Income Tax - Current Domestic,209M,812M,(1.15B),(1M),1.2B
Income Tax - Current Foreign,302M,528M,386M,319M,420M
Income Tax - Deferred Domestic,235M,(3.09B),135M,(95M),(410M)
Income Tax - Deferred Foreign,4M,(563M),(3M),164M,(197M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.53B,5.33B,3.15B,2.84B,6.5B
Minority Interest Expense,-,-,-,-,-
Net Income,2.53B,5.33B,3.15B,2.84B,6.5B
Net Income Growth,-,110.89%,-40.83%,-9.77%,128.66%
Net Margin Growth,-,-,-,-,10.21%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.53B,5.33B,3.15B,2.84B,6.5B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.53B,5.33B,3.15B,2.84B,6.5B
EPS (Basic),1.5,3.3,2.08,2.01,5.38
EPS (Basic) Growth,-,119.89%,-36.92%,-3.26%,167.47%
Basic Shares Outstanding,1.69B,1.62B,1.52B,1.41B,1.21B
EPS (Diluted),1.48,3.26,2.07,2,5.33
EPS (Diluted) Growth,-,120.28%,-36.56%,-3.16%,166.14%
Diluted Shares Outstanding,1.7B,1.63B,1.52B,1.42B,1.22B
EBITDA,4.55B,4.29B,4.55B,4.64B,6.58B
EBITDA Growth,-,-5.67%,5.92%,2.09%,41.76%
EBITDA Margin,-,-,-,-,10.33%
