Item,2017,2018,2019,2020,2021
Sales/Revenue,3.15B,3.59B,5.3B,3.58B,5.91B
Sales Growth,-,13.98%,47.76%,-32.50%,65.00%
Cost of Goods Sold (COGS) incl. D&A,2.08B,2.32B,3.37B,2.23B,3.49B
COGS Growth,-,11.39%,45.39%,-33.66%,56.28%
COGS excluding D&A,1.81B,2.05B,2.85B,1.75B,2.99B
Depreciation & Amortization Expense,267.06M,268.99M,514.6M,487M,505.3M
Depreciation,248.16M,251.89M,489.9M,465.3M,485.7M
Amortization of Intangibles,18.9M,17.1M,24.7M,21.7M,19.6M
Gross Income,1.07B,1.27B,1.93B,1.34B,2.41B
Gross Income Growth,-,19.00%,52.07%,-30.46%,79.50%
Gross Profit Margin,-,-,-,-,40.86%
SG&A Expense,610.4M,528.87M,1.18B,1.13B,1.35B
SGA Growth,-,-13.36%,123.82%,-4.55%,19.58%
Research & Development,-,-,-,-,-
Other SG&A,610.4M,528.87M,1.18B,1.13B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,35.86M,128.97M,177.1M,625.6M,1.9M
EBIT after Unusual Expense,421.75M,613.13M,571.9M,(411.4M),1.06B
Non Operating Income/Expense,(2.26M),(7.12M),100K,(100K),27.4M
Non-Operating Interest Income,3.55M,1.01M,1.4M,900K,1.1M
Equity in Affiliates (Pretax),18.67M,22.33M,48.3M,120.5M,13.8M
Interest Expense,466.76M,539.42M,535.6M,544.1M,562.8M
Interest Expense Growth,-,15.57%,-0.71%,1.59%,3.44%
Gross Interest Expense,466.96M,539.42M,535.9M,546.3M,566.9M
Interest Capitalized,200K,-,300K,2.2M,4.1M
Pretax Income,(25.04M),89.92M,86.1M,(834.2M),539.1M
Pretax Income Growth,-,459.05%,-4.25%,"-1,068.87%",164.62%
Pretax Margin,-,-,-,-,9.13%
Income Tax,(498.51M),(3.59M),43M,(165.1M),118.6M
Income Tax - Current Domestic,22.38M,21.74M,21.7M,(47.2M),123.1M
Income Tax - Current Foreign,(2.98M),1.35M,200K,400K,-
Income Tax - Deferred Domestic,(519.97M),(25.52M),21.1M,(118.3M),(1.4M)
Income Tax - Deferred Foreign,2.06M,(1.16M),-,-,(3.1M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,473.46M,93.51M,43.1M,(669.1M),420.5M
Minority Interest Expense,-,(5K),(800K),400K,(300K)
Net Income,473.46M,93.52M,43.9M,(669.5M),420.8M
Net Income Growth,-,-80.25%,-53.06%,"-1,625.06%",162.85%
Net Margin Growth,-,-,-,-,7.13%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,473.46M,93.52M,43.9M,(669.5M),420.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,473.46M,93.52M,43.9M,(669.5M),420.8M
EPS (Basic),5.21,0.96,0.38,(5),2.65
EPS (Basic) Growth,-,-81.52%,-60.61%,"-1,416.90%",153.07%
Basic Shares Outstanding,90.85M,97.11M,115.7M,134M,158.7M
EPS (Diluted),5.07,0.93,0.37,(5),2.4
EPS (Diluted) Growth,-,-81.62%,-60.01%,"-1,440.57%",147.99%
Diluted Shares Outstanding,93.38M,100.34M,117.8M,134M,175.5M
EBITDA,724.67M,1.01B,1.26B,701.2M,1.57B
EBITDA Growth,-,39.52%,24.97%,-44.51%,123.45%
EBITDA Margin,-,-,-,-,26.53%
