Item,2017,2018,2019,2020,2021
Sales/Revenue,79.14B,79.59B,77.15B,55.18B,57.35B
Sales Growth,-,0.57%,-3.07%,-28.48%,3.94%
Cost of Goods Sold (COGS) incl. D&A,43.16B,43.55B,41.76B,25.01B,26.54B
COGS Growth,-,0.90%,-4.10%,-40.12%,6.14%
COGS excluding D&A,38.62B,39.07B,35.7B,18.31B,20.12B
Depreciation & Amortization Expense,4.54B,4.48B,6.06B,6.7B,6.42B
Depreciation,3.02B,3.13B,4.21B,4.23B,3.89B
Amortization of Intangibles,1.52B,1.35B,1.85B,2.47B,2.53B
Gross Income,35.98B,36.04B,35.39B,30.17B,30.81B
Gross Income Growth,-,0.18%,-1.83%,-14.73%,2.11%
Gross Profit Margin,-,-,-,-,53.72%
SG&A Expense,24.3B,23.24B,24.77B,23.52B,23.79B
SGA Growth,-,-4.35%,6.56%,-5.05%,1.15%
Research & Development,5.17B,5.03B,5.6B,5.97B,6.22B
Other SG&A,19.13B,18.22B,19.17B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(461M),704M,1.05B,2.55B,801M
EBIT after Unusual Expense,461M,12.1B,9.57B,(2.55B),6.22B
Non Operating Income/Expense,(203M),(314M),1.29B,(356M),(330M)
Non-Operating Interest Income,144M,264M,349M,105M,52M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,663M,686M,1.02B,1.27B,1.09B
Interest Expense Growth,-,3.47%,48.98%,24.07%,-14.20%
Gross Interest Expense,668M,689M,1.03B,1.27B,1.09B
Interest Capitalized,5M,3M,5M,5M,3M
Pretax Income,11.42B,11.36B,10.19B,2.59B,4.86B
Pretax Income Growth,-,-0.51%,-10.28%,-74.63%,87.85%
Pretax Margin,-,-,-,-,8.47%
Income Tax,5.64B,2.62B,731M,(1.36B),124M
Income Tax - Current Domestic,2.44B,(215M),246M,657M,535M
Income Tax - Current Foreign,3.89B,2.14B,1.83B,1.21B,1.34B
Income Tax - Deferred Domestic,105M,1.09B,(921M),744M,(1.73B)
Income Tax - Deferred Foreign,(797M),(386M),(423M),(3.97B),(25M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,5.78B,8.74B,9.46B,3.95B,4.73B
Minority Interest Expense,17M,17M,25M,13M,19M
Net Income,5.76B,8.72B,9.44B,3.93B,4.71B
Net Income Growth,-,51.49%,8.16%,-58.33%,19.86%
Net Margin Growth,-,-,-,-,8.22%
Extraordinaries & Discontinued Operations,(5M),5M,(4M),-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(5M),5M,(4M),1.66B,1.03B
Net Income After Extraordinaries,5.75B,8.73B,9.43B,5.59B,5.74B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.75B,8.73B,9.43B,5.59B,5.74B
EPS (Basic),6.17,9.57,10.63,6.28,6.41
EPS (Basic) Growth,-,55.17%,11.08%,-40.93%,2.09%
Basic Shares Outstanding,932.83M,912.05M,887.24M,890.35M,895.99M
EPS (Diluted),6.14,9.52,10.56,6.23,6.35
EPS (Diluted) Growth,-,55.12%,10.97%,-40.98%,1.82%
Diluted Shares Outstanding,937.39M,916.32M,892.81M,896.56M,904.64M
EBITDA,16.22B,17.28B,16.68B,13.35B,13.44B
EBITDA Growth,-,6.54%,-3.49%,-19.93%,0.66%
EBITDA Margin,-,-,-,-,23.43%
