Item,2017,2018,2019,2020,2021
Sales/Revenue,6.54B,7.46B,7.99B,8.2B,9.88B
Sales Growth,-,14.01%,7.07%,2.65%,20.47%
Total Investment Income,11.12M,(4.68M),-,-,-
Sundry Revenue/Income,97.01M,62.06M,113M,140M,199M
Trading Account Income,480.56M,497.53M,593M,646M,1.14B
"Trust Income, Commissions & Fees",5.15B,5.86B,6B,6.41B,7.71B
Commission & Fee Income,5.15B,5.86B,6B,6.41B,7.71B
Total Expense,5.46B,6.06B,6.52B,7B,7.87B
Total Interest Expense,111.22M,94.71M,94M,105M,115M
Depreciation & Amortization Expense,84.13M,98.74M,112M,119M,134M
Other Operating Expense,4.81B,5.29B,5.57B,5.67B,7.09B
Operating Income,1.08B,1.4B,1.47B,1.2B,2B
Operating Income Growth,-,29.80%,4.96%,-18.11%,66.58%
Non-Operating Income (Expense),6.65M,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,6.65M,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,45.75M,-,-,46M,98M
Pretax Income,927.98M,1.3B,1.38B,1.05B,1.79B
Pretax Income Growth,-,40.62%,5.37%,-23.49%,70.25%
Pretax Margin,-,-,-,-,18.13%
Income Taxes,289.11M,453.96M,341M,234M,388M
Income Tax - Current Domestic,293.11M,322.99M,349M,264M,400M
Income Tax - Current Foreign,7.62M,14.42M,15M,9M,25M
Income Tax - Deferred Domestic,(12.28M),116.41M,(23M),(39M),(37M)
Income Tax - Deferred Foreign,658K,135K,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(1.38M),(1.46M),(2M),(1M),(2M)
Consolidated Net Income,637.49M,849.45M,1.03B,817M,1.4B
Minority Interest Expense,2.63M,(5.78M),-,-,-
Net Income,634.86M,855.23M,1.03B,817M,1.4B
Net Income Growth,-,34.71%,20.67%,-20.83%,71.48%
Net Margin Growth,-,-,-,-,14.19%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,634.86M,855.23M,1.03B,817M,1.4B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,634.86M,855.23M,1.03B,817M,1.4B
EPS (Basic),2.95,3.93,4.88,3.96,6.81
EPS (Basic) Growth,-,32.96%,24.26%,-18.88%,72.07%
Basic Shares Outstanding,214.91M,217.91M,211.5M,206.4M,205.7M
EPS (Diluted),2.89,3.83,4.78,3.88,6.63
EPS (Diluted) Growth,-,32.79%,24.64%,-18.69%,70.75%
Diluted Shares Outstanding,219.97M,223.26M,216M,210.3M,211.2M
