Item,2017,2018,2019,2020,2021
Sales/Revenue,2.38B,2.69B,2.45B,3.97B,5.15B
Sales Growth,-,13.24%,-8.84%,62.05%,29.68%
Cost of Goods Sold (COGS) incl. D&A,1.61B,1.81B,1.67B,2.9B,3.5B
COGS Growth,-,12.91%,-7.66%,73.44%,20.44%
COGS excluding D&A,1.43B,1.63B,1.5B,2.49B,3.07B
Depreciation & Amortization Expense,174.7M,180.4M,178.1M,412.5M,422.1M
Depreciation,55.8M,54.6M,53.8M,77.4M,89.2M
Amortization of Intangibles,118.9M,125.8M,124.3M,335.1M,332.9M
Gross Income,769.8M,876.9M,777.9M,1.07B,1.66B
Gross Income Growth,-,13.91%,-11.29%,37.52%,54.76%
Gross Profit Margin,-,-,-,-,32.13%
SG&A Expense,604.1M,415.3M,426.9M,784.3M,1.02B
SGA Growth,-,-31.25%,2.79%,83.72%,30.38%
Research & Development,26M,24M,25M,58M,74M
Other SG&A,578.1M,391.3M,401.9M,-,-
Other Operating Expense,12.4M,1.4M,1.9M,6.1M,5.2M
Unusual Expense,121.9M,11.2M,65.1M,203.2M,83.1M
EBIT after Unusual Expense,31.4M,449M,284M,(203.2M),(83.1M)
Non Operating Income/Expense,(24M),(4.9M),(19.8M),(10.5M),56M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,120.1M,94.6M,73.3M,111.1M,87.7M
Interest Expense Growth,-,-21.23%,-22.52%,51.57%,-21.06%
Gross Interest Expense,120.1M,94.6M,73.3M,111.1M,87.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,(112.7M),349.5M,190.9M,(45.4M),513M
Pretax Income Growth,-,410.12%,-45.38%,-123.78%,"1,229.96%"
Pretax Margin,-,-,-,-,9.96%
Income Tax,(131.2M),80.1M,31.8M,11.4M,(21.8M)
Income Tax - Current Domestic,67M,27.1M,7.2M,13.3M,(27.3M)
Income Tax - Current Foreign,49.8M,47.8M,45.2M,79.6M,109.1M
Income Tax - Deferred Domestic,(217.5M),13.7M,(12.7M),(36.3M),(20.4M)
Income Tax - Deferred Foreign,(30.5M),(8.5M),(7.9M),(45.2M),(83.2M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,(11.4M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,18.5M,269.4M,159.1M,(56.8M),523.4M
Minority Interest Expense,100K,-,-,900K,2.5M
Net Income,18.4M,269.4M,159.1M,(57.7M),520.9M
Net Income Growth,-,"1,364.13%",-40.94%,-136.27%,"1,002.77%"
Net Margin Growth,-,-,-,-,10.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,90.6M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,24.4M,(49M)
Net Income After Extraordinaries,18.4M,269.4M,159.1M,(33.3M),562.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,18.4M,269.4M,159.1M,(33.3M),471.9M
EPS (Basic),0.1,1.34,0.78,(0.09),1.14
EPS (Basic) Growth,-,"1,236.30%",-41.50%,-111.13%,"1,407.70%"
Basic Shares Outstanding,182.2M,201.6M,203.5M,382.8M,414.8M
EPS (Diluted),0.1,1.29,0.76,(0.09),1.12
EPS (Diluted) Growth,-,"1,188.40%",-40.89%,-111.42%,"1,387.82%"
Diluted Shares Outstanding,188.4M,209.1M,208.9M,382.8M,421.2M
EBITDA,328M,640.6M,527.2M,691.9M,1.05B
EBITDA Growth,-,95.30%,-17.70%,31.24%,51.74%
EBITDA Margin,-,-,-,-,20.38%
